N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	38	29
2	то есть	46	21
3	таким образом	10	20
4	и не	42	16
5	в этой	1	13
6	и все	3	13
7	но в	4	12
8	как и	7	12
9	и на	3	11
10	в этом	15	11
11	так и	5	11
12	то же	5	10
13	мы уже	1	10
14	не только	9	10
15	в то	4	10
16	как мы	7	10
17	в романе	4	10
18	все эти	5	9
19	и с	17	9
20	его в	9	9
21	вовсе не	2	9
22	но и	9	9
23	же время	3	8
24	и его	16	8
25	в его	43	8
26	прежде всего	13	8
27	как бы	22	8
28	в них	5	7
29	в том	8	7
30	так же	1	7
31	но он	1	6
32	здесь в	2	6
33	в большинстве	5	6
34	из них	1	6
35	это и	1	5
36	что это	2	5
37	в нем	15	5
38	большинстве случаев	5	5
39	в своей	7	5
40	до конца	1	5
41	рядом с	5	5
42	и о	5	5
43	это не	5	5
44	все они	5	5
45	далеко не	5	5
46	сказать что	4	5
47	также и	3	4
48	на самом	4	4
49	и есть	2	4
50	в которой	1	4
51	еще не	7	4
52	с его	2	4
53	с помощью	7	4
54	в нашем	4	4
55	которую он	1	4
56	точки зрения	8	4
57	но они	4	4
58	в плане	7	4
59	тела и	1	4
60	в результате	1	4
61	что он	2	4
62	конечно не	5	4
63	тем что	2	4
64	связан с	1	4
65	с другой	7	4
66	и др	8	4
67	по своему	1	4
68	но это	3	4
69	все это	3	4
70	мира и	1	4
71	то что	8	4
72	есть и	1	4
73	жизни и	1	4
74	и за	1	3
75	и здесь	2	3
76	в ней	4	3
77	в чем	2	3
78	его так	1	3
79	но как	2	3
80	как к	2	3
81	в своем	5	3
82	и как	8	3
83	то в	1	3
84	в себе	4	3
85	при этом	5	3
86	он не	3	3
87	всех этих	1	3
88	в узком	1	3
89	и вот	1	3
90	для того	2	3
91	подобно тому	1	3
92	особенно в	2	3
93	том что	3	3
94	образом и	1	3
95	почти все	1	3
96	того чтобы	2	3
97	конечно и	4	3
98	с ее	1	3
99	здесь не	4	3
100	в ее	4	3
101	в дальнейшем	3	3
102	что у	1	3
103	известной мере	1	3
104	имеется в	1	3
105	все остальные	1	3
106	образом в	1	3
107	к нему	10	3
108	отметить что	7	3
109	но конечно	4	3
110	все время	1	3
111	того что	2	3
112	что здесь	1	3
113	с ними	4	3
114	и других	2	3
115	в известной	3	3
116	мы можем	6	3
117	и даже	3	3
118	на эту	1	3
119	там где	6	3
120	тому как	1	3
121	все же	6	3
122	другой стороны	4	3
123	в частности	2	3
124	все те	1	2
125	то время	1	2
126	и со	1	2
127	в виду	4	2
128	так называемые	1	2
129	на них	3	2
130	это направление	1	2
131	на их	1	2
132	с одной	3	2
133	но не	12	2
134	если в	1	2
135	связи и	3	2
136	как в	4	2
137	дает нам	2	2
138	кроме того	3	2
139	хотя и	3	2
140	характер носит	1	2
141	и наконец	6	2
142	и к	3	2
143	и этим	6	2
144	всего романа	1	2
145	бы не	2	2
146	здесь с	1	2
147	как он	1	2
148	что каждая	1	2
149	на этом	2	2
150	может быть	26	2
151	и мы	1	2
152	ни в	11	2
153	правильного понимания	2	2
154	средства для	1	2
155	в один	1	2
156	на первый	2	2
157	в этих	2	2
158	и при	2	2
159	в котором	2	2
160	с точки	6	2
161	в их	10	2
162	место в	8	2
163	том же	2	2
164	дело в	2	2
165	но она	2	2
166	но здесь	3	2
167	никогда не	5	2
168	связи с	2	2
169	исторического процесса	1	2
170	уже и	1	2
171	к тому	1	2
172	два момента	1	2
173	о том	4	2
174	и это	3	2
175	мы здесь	4	2
176	им в	1	2
177	на нем	1	2
178	в себя	2	2
179	же деле	1	2
180	или в	2	2
181	было в	1	2
182	поэтому в	2	2
183	с ним	5	2
184	другими словами	2	2
185	а также	1	2
186	одной из	3	2
187	мы увидим	3	2
188	то он	1	2
189	себя в	2	2
190	это ни	1	2
191	есть в	1	2
192	уже не	1	2
193	и у	2	2
194	органов и	1	2
195	его и	1	2
196	ни с	2	2
197	мир в	2	2
198	в новом	1	2
199	друг друга	1	2
200	в других	4	2
201	самом же	1	2
202	даже и	1	2
203	в особенности	2	2
204	именно в	1	2
205	к которому	4	2
206	но оно	1	2
207	нужно сказать	1	2
208	одной стороны	3	2
209	они не	3	2
210	не на	5	2
211	власти и	1	2
212	в слове	3	2
213	стороны в	1	2
214	о чем	1	2
215	в той	1	2
216	связаны с	2	2
217	да и	3	2
218	мы сказали	1	2
219	о мире	1	2
220	и для	11	2
221	форм и	2	2
222	и сравнение	2	2
223	формы и	5	2
224	узком смысле	2	2
225	в основе	5	2
226	а как	3	2
227	жизни в	1	2
228	между ними	4	2
229	от всех	4	2
230	не может	27	2
231	но этот	1	2
232	из этого	1	2
233	но эти	1	2
234	только в	13	2
235	и другие	2	2
236	в своих	2	2
237	и эта	2	2
238	это в	1	2
239	к этому	2	2
240	себя как	5	1
241	смысле слова	2	1
242	отношения к	6	1
243	и завершается	2	1
244	и должны	2	1
245	в чисто	1	1
246	нем нет	1	1
247	из его	1	1
248	уже указывали	1	1
249	должна быть	4	1
250	в самом	7	1
251	со всех	2	1
252	их значения	2	1
253	что вся	1	1
254	не приходится	1	1
255	человека и	1	1
256	себя свою	2	1
257	время как	1	1
258	не вполне	2	1
259	это отношение	2	1
260	жизни как	1	1
261	которое в	1	1
262	и он	2	1
263	момент в	1	1
264	и происходит	1	1
265	первый план	2	1
266	существенное отношение	1	1
267	бы мы	1	1
268	самом деле	6	1
269	и всего	1	1
270	не все	2	1
271	конечном счете	4	1
272	в общем	1	1
273	и вводит	1	1
274	отношение к	10	1
275	отличие от	5	1
276	нам право	1	1
277	нет и	3	1
278	за пределы	12	1
279	значение для	3	1
280	относится к	4	1
281	быть строго	1	1
282	и выражения	1	1
283	стороны и	1	1
284	целый ряд	1	1
285	нами в	2	1
286	что по	1	1
287	и реального	1	1
288	в противоположность	1	1
289	ее целом	1	1
290	бы и	1	1
291	в целом	3	1
292	для спасения	1	1
293	что так	1	1
294	только на	1	1
295	только один	1	1
296	лица и	2	1
297	на то	2	1
298	в наших	1	1
299	и если	1	1
300	со всею	1	1
301	некоторые общие	1	1
302	момента в	2	1
303	эта последняя	1	1
304	к одному	1	1
305	и независимо	1	1
306	здесь мы	2	1
307	они должны	1	1
308	значение в	1	1
309	в мире	3	1
310	зрения на	1	1
311	или даже	1	1
312	входит в	8	1
313	это было	1	1
314	на протяжении	1	1
315	на возвращении	1	1
316	границ которые	1	1
317	разобранные нами	1	1
318	что совершенно	2	1
319	в данном	4	1
320	на этот	1	1
321	хотя здесь	1	1
322	автора и	1	1
323	и становится	7	1
324	или точнее	2	1
325	благодаря этому	1	1
326	особенности же	1	1
327	и без	1	1
328	где мы	1	1
329	самый момент	1	1
330	все и	2	1
331	в отличие	5	1
332	мысли и	1	1
333	становится возможной	1	1
334	совершенно новое	1	1
335	которые в	1	1
336	в россии	2	1
337	более глубокому	1	1
338	и вся	2	1
339	необходимо учитывать	1	1
340	раз и	2	1
341	можно ли	1	1
342	вплоть до	1	1
343	до известной	1	1
344	что эта	2	1
345	виду что	1	1
346	и начинает	1	1
347	своей материальности	1	1
348	словами о	1	1
349	правда в	1	1
350	здесь на	1	1
351	на него	3	1
352	говорить о	3	1
353	помощью всех	1	1
354	в самых	1	1
355	чем не	2	1
356	следовательно и	1	1
357	не их	1	1
358	найти в	1	1
359	основе этого	1	1
360	ничего не	6	1
361	именно с	1	1
362	и весь	2	1
363	даже прямо	1	1
364	во всем	2	1
365	сознанием и	1	1
366	нам важно	1	1
367	субъективно и	1	1
368	изображаемое событие	1	1
369	и искусства	2	1
370	этом отношении	2	1
371	связывается с	1	1
372	у нас	2	1
373	существенную связь	1	1
374	служат и	1	1
375	что все	2	1
376	же самое	2	1
377	и относит	1	1
378	как человек	1	1
379	подчеркнуть что	1	1
380	так например	1	1
381	в каждой	1	1
382	всех сторон	2	1
383	здесь отсутствует	1	1
384	свою очередь	1	1
385	город и	1	1
386	данном случае	4	1
387	понимая под	1	1
388	и от	3	1
389	у тех	1	1
390	на том	1	1
391	можно было	4	1
392	на нее	1	1
393	всякий порядок	1	1
394	и всюду	1	1
395	что дело	1	1
396	если бы	3	1
397	о котором	2	1
398	остановимся на	1	1
399	в тех	3	1
400	независимого от	1	1
401	оживлена и	1	1
402	и должно	3	1
403	становится только	2	1
404	известной степени	4	1
405	действительности но	2	1
406	ее не	1	1
407	в самой	2	1
408	и что	2	1
409	сбрасывает с	1	1
410	можем сказать	2	1
411	можно сказать	2	1
412	как наиболее	1	1
413	нас в	1	1
414	и во	2	1
415	в конечном	4	1
416	от него	3	1
417	на отдельные	1	1
418	ее от	1	1
419	таких же	1	1
420	борьба с	1	1
421	эти два	1	1
422	что и	2	1
423	носит чисто	2	1
424	в форме	4	1
425	вполне и	1	1
426	еще более	1	1
427	них в	1	1
428	вообще и	1	1
429	мы разберем	1	1
430	вообще в	1	1
431	в него	2	1
432	в современной	2	1
433	быть и	1	1
434	но с	3	1
435	с себя	1	1
436	не как	1	1
437	дело с	6	1
438	целом с	1	1
439	каждый момент	4	1
440	или же	1	1
441	между этими	1	1
442	и ее	2	1
443	на мир	2	1
444	от них	2	1
445	всегда с	1	1
446	именно на	1	1
447	со всеми	3	1
448	правда только	1	1
449	же ее	1	1
450	для всех	1	1
451	события и	2	1
452	как нечто	3	1
453	в виде	2	1
454	чем обычно	1	1
455	каким образом	1	1
456	не носят	1	1
457	был бы	1	1
458	для него	1	1
459	и навсегда	1	1
460	же самом	2	1
461	в одном	1	1
462	форм но	1	1
463	с этими	1	1
464	при решении	2	1
465	и органов	1	1
466	как его	3	1
467	не столь	1	1
468	в самый	1	1
469	поэтому на	1	1
470	эти явления	1	1
471	без всякой	2	1
472	до сих	1	1
473	и самая	1	1
474	мы еще	1	1
475	всеми другими	1	1
476	в некоторых	2	1
477	смысла и	1	1
478	а наоборот	1	1
479	с которым	1	1
480	человек в	2	1
481	и образами	1	1
482	в боге	1	1
483	художественной формы	9	1
484	что мы	1	1
485	за каждым	1	1
486	и вообще	2	1
487	к лицу	1	1
488	на фоне	3	1
489	к его	2	1
490	и потому	4	1
491	в строгом	2	1
492	независимо от	13	1
493	а следовательно	1	1
494	она есть	1	1
495	лицом к	1	1
496	смысле этого	1	1
497	и полноты	1	1
498	и всей	1	1
499	здесь все	2	1
500	и духовного	2	1
501	этого слова	1	1
502	слова и	3	1
503	дело во	1	1
504	сих пор	1	1
505	ее методами	1	1
506	в более	4	1
507	для выражения	1	1
508	в связи	2	1
509	хотя они	1	1
510	происходит в	1	1
511	и другими	3	1
512	это как	1	1
513	которая в	1	1
514	же дело	1	1
515	к счастью	1	1
516	для нас	1	1
517	не более	2	1
518	наконец все	1	1
519	его отвлеченная	1	1
520	его уже	1	1
521	они даже	1	1
522	только что	1	1
523	в мифе	1	1
524	не дает	2	1
525	и начинается	1	1
526	в свою	2	1
527	это касается	2	1
528	равно как	1	1
529	всех других	1	1
530	в действительности	1	1
531	другого рода	1	1
532	что в	7	1
533	при оценке	1	1
534	как слово	1	1
535	в таком	3	1
536	всего этого	1	1
537	все что	3	1
