N	2gram	Bakhtin_Pr_2	Narrotol
1	не только	11	26
2	а не	7	17
3	но и	14	15
4	при этом	6	14
5	в том	6	14
6	в качестве	1	14
7	и не	29	14
8	в этом	13	13
9	и в	43	13
10	том что	2	13
11	только в	4	11
12	может быть	23	10
13	так и	3	9
14	то есть	4	9
15	к тому	4	9
16	а в	5	9
17	в себе	5	8
18	то что	7	8
19	не в	11	8
20	не может	18	8
21	к себе	7	7
22	у него	6	6
23	в рамках	1	6
24	в своем	4	6
25	все же	3	6
26	и к	3	6
27	но в	10	6
28	в жизни	3	6
29	никогда не	9	6
30	ничего не	3	6
31	и т.п	1	6
32	можно сказать	1	6
33	в его	10	6
34	того что	2	6
35	прежде всего	10	6
36	как бы	22	6
37	героя в	3	6
38	я не	4	5
39	отличие от	4	5
40	что он	13	5
41	как в	2	5
42	хотя и	5	5
43	в нем	12	5
44	тем не	2	5
45	он не	9	5
46	таким образом	5	5
47	и тем	1	5
48	далеко не	4	5
49	точки зрения	13	5
50	в котором	6	5
51	в то	7	5
52	на него	3	5
53	о том	5	5
54	в форме	2	5
55	с одной	1	5
56	по отношению	5	5
57	с другой	4	5
58	одной стороны	1	5
59	себе самому	4	5
60	в той	5	5
61	в отличие	4	5
62	я в	1	5
63	отношению к	5	5
64	то же	8	4
65	в ее	1	4
66	в этой	1	4
67	перед нами	7	4
68	что это	2	4
69	тому же	3	4
70	уже не	3	4
71	в мире	1	4
72	об этом	2	4
73	все его	2	4
74	и уже	1	4
75	в своей	4	4
76	не к	1	4
77	в конце	2	4
78	не менее	3	4
79	при всей	1	4
80	но при	3	4
81	в себя	3	4
82	читателя в	1	4
83	времени и	2	4
84	если бы	3	4
85	в другом	7	4
86	в какой	1	4
87	для него	8	4
88	в рассказе	3	4
89	как и	14	4
90	как это	1	4
91	и все	6	4
92	с ним	3	4
93	же в	1	4
94	жизни и	1	4
95	что в	4	4
96	все что	1	4
97	для себя	2	3
98	самом деле	5	3
99	а как	4	3
100	с его	4	3
101	но не	5	3
102	в произведениях	3	3
103	как к	1	3
104	в целом	2	3
105	все эти	5	3
106	в ответ	1	3
107	и его	8	3
108	так сказать	6	3
109	не следует	1	3
110	внутренней речи	2	3
111	и по	1	3
112	самим собой	3	3
113	он является	2	3
114	в слове	5	3
115	которой он	1	3
116	о герое	1	3
117	что я	6	3
118	точку зрения	1	3
119	одна из	2	3
120	того чтобы	1	3
121	же время	5	3
122	по своей	1	3
123	той или	3	3
124	на том	2	3
125	и сам	7	3
126	между собой	2	3
127	о котором	1	3
128	о нем	6	3
129	за пределами	1	3
130	это не	3	3
131	один из	1	3
132	с ними	2	3
133	никак не	5	3
134	между тем	3	3
135	то и	2	3
136	или даже	1	3
137	как раз	4	3
138	и даже	3	3
139	или иной	3	3
140	человек в	1	3
141	да и	5	3
142	и для	3	3
143	а к	1	3
144	сказать что	2	3
145	в таком	2	3
146	и т	13	2
147	он может	1	2
148	в чужой	1	2
149	к другому	5	2
150	должна быть	3	2
151	мы не	4	2
152	же как	1	2
153	своих героев	1	2
154	ему в	1	2
155	в каждой	2	2
156	еще не	9	2
157	он сам	3	2
158	иного рода	1	2
159	на самом	1	2
160	этого рассказа	1	2
161	же она	2	2
162	себе и	4	2
163	в центре	1	2
164	как образ	1	2
165	внутренняя жизнь	1	2
166	ней в	1	2
167	однако не	1	2
168	в самом	7	2
169	себя с	1	2
170	бы с	1	2
171	в нашем	1	2
172	из этих	2	2
173	и пространства	1	2
174	раз в	1	2
175	как он	2	2
176	на то	5	2
177	что она	1	2
178	к миру	2	2
179	той же	3	2
180	себя не	1	2
181	зрения на	1	2
182	было бы	5	2
183	должен был	1	2
184	в самую	1	2
185	несмотря на	1	2
186	с точки	8	2
187	и что	5	2
188	от его	1	2
189	и другого	2	2
190	стало быть	1	2
191	но он	4	2
192	однако в	1	2
193	что с	1	2
194	не имеет	1	2
195	в процессе	2	2
196	достоевского и	2	2
197	не могло	1	2
198	только не	1	2
199	для нас	2	2
200	со своим	1	2
201	в сознании	1	2
202	к читателю	1	2
203	у нас	2	2
204	и здесь	3	2
205	все то	1	2
206	в направлении	4	2
207	я сам	2	2
208	но для	3	2
209	и он	5	2
210	этой своей	1	2
211	здесь не	6	2
212	не могу	2	2
213	себе самом	3	2
214	на свой	6	2
215	что у	2	2
216	можно было	3	2
217	те же	1	2
218	участия в	1	2
219	во второй	1	2
220	том как	1	2
221	все те	1	2
222	а во	1	2
223	его смысла	1	2
224	или иначе	1	2
225	что и	3	2
226	важно не	1	2
227	но зато	3	2
228	со всеми	3	2
229	себя в	3	2
230	с нею	1	2
231	в виде	3	2
232	в начале	1	2
233	в равной	1	2
234	о них	1	2
235	у меня	5	2
236	а то	2	2
237	на одном	1	2
238	т п	9	2
239	вовсе не	5	2
240	может служить	2	2
241	не случайно	1	2
242	в других	1	2
243	только на	3	2
244	с другим	2	2
245	не обязательно	1	2
246	а с	2	2
247	героя и	5	2
248	говорит о	1	2
249	равной степени	1	2
250	превращается в	2	2
251	своего я	1	2
252	на фоне	5	2
253	так же	2	2
254	в него	7	2
255	к своему	1	2
256	автора в	1	2
257	по своему	2	2
258	о чем	1	2
259	видит в	1	2
260	его жизни	2	2
261	другого человека	4	2
262	в категориях	2	2
263	но это	4	2
264	к которому	1	2
265	для автора	2	2
266	в результате	4	2
267	своей собственной	1	2
268	бы в	5	2
269	тем более	1	2
270	хотя бы	2	2
271	во время	4	2
272	в своих	2	2
273	по поводу	1	2
274	можно назвать	1	2
275	как на	1	2
276	они не	1	2
277	так значит	1	1
278	а между	2	1
279	как все	1	1
280	отношения к	2	1
281	одним из	1	1
282	также и	3	1
283	например в	2	1
284	в движение	1	1
285	относится и	1	1
286	предполагает что	1	1
287	таком случае	1	1
288	рассматривать в	1	1
289	мир где	1	1
290	это и	1	1
291	так у	1	1
292	каждый из	2	1
293	смотрит на	1	1
294	далее и	1	1
295	тем же	2	1
296	между двумя	1	1
297	из его	2	1
298	он уже	1	1
299	ведь и	7	1
300	видеть в	1	1
301	рассказ и	3	1
302	сказать с	1	1
303	всей ее	1	1
304	на материале	2	1
305	о способах	1	1
306	я как	1	1
307	случае это	1	1
308	вопрос о	2	1
309	героя но	2	1
310	именно к	1	1
311	не была	3	1
312	высказывания в	1	1
313	но она	1	1
314	развернуть в	1	1
315	как во	1	1
316	на себя	2	1
317	о возможности	1	1
318	вместо того	1	1
319	в некотором	1	1
320	мы и	2	1
321	воспринимает ее	1	1
322	первого и	1	1
323	и говорить	2	1
324	собой в	1	1
325	в уста	1	1
326	установку на	2	1
327	быть в	2	1
328	это действительно	1	1
329	со словами	2	1
330	иначе как	1	1
331	во всех	4	1
332	в сторону	2	1
333	не входит	2	1
334	в общем	1	1
335	человеческих отношений	1	1
336	в новом	1	1
337	отношение к	2	1
338	за пределы	3	1
339	который однако	1	1
340	не принимает	2	1
341	в одной	3	1
342	своей жизни	2	1
343	за этим	1	1
344	и нет	4	1
345	им в	2	1
346	и как	2	1
347	и наконец	6	1
348	его к	2	1
349	оказаться в	1	1
350	более или	3	1
351	себе не	1	1
352	о самом	1	1
353	то в	1	1
354	за свои	1	1
355	точкой зрения	1	1
356	кричит в	1	1
357	бы и	2	1
358	ориентирована на	1	1
359	так или	1	1
360	бы не	2	1
361	тонах и	2	1
362	с их	2	1
363	он то	2	1
364	будто и	1	1
365	не могла	1	1
366	рассказе и	1	1
367	к герою	1	1
368	другом человеке	2	1
369	или иному	1	1
370	не обращался	1	1
371	в формах	3	1
372	в плане	1	1
373	слова эта	1	1
374	что ни	1	1
375	никому не	3	1
376	на этом	1	1
377	его можно	1	1
378	такая постановка	1	1
379	с собой	4	1
380	уходит так	1	1
381	этом последнем	1	1
382	здесь мы	2	1
383	и характер	1	1
384	конечно в	2	1
385	и внутренняя	1	1
386	высказывание в	1	1
387	входит в	2	1
388	есть не	1	1
389	по природе	1	1
390	которая как	2	1
391	этом смысле	2	1
392	я все	1	1
393	приходит в	1	1
394	рассказчика и	4	1
395	делает его	1	1
396	выходя из	1	1
397	здесь нет	3	1
398	в это	1	1
399	ни в	2	1
400	но уже	1	1
401	но мы	1	1
402	к которым	1	1
403	и особенно	2	1
404	автору и	1	1
405	не всегда	1	1
406	внутренний конфликт	2	1
407	должно быть	4	1
408	собой как	1	1
409	автора и	2	1
410	не мог	1	1
411	между ними	4	1
412	несет в	1	1
413	или менее	3	1
414	есть в	3	1
415	к восприятию	1	1
416	человек и	2	1
417	человека как	1	1
418	в такой	2	1
419	и без	2	1
420	всяком случае	1	1
421	про него	1	1
422	целого но	1	1
423	еще нет	1	1
424	она в	1	1
425	от времени	1	1
426	не от	1	1
427	в которых	2	1
428	мысли и	2	1
429	от себя	1	1
430	остается вне	1	1
431	другом и	1	1
432	и двусмысленный	1	1
433	что было	2	1
434	совершенно иной	1	1
435	на авторскую	1	1
436	их в	4	1
437	же может	1	1
438	повествования но	1	1
439	всего его	1	1
440	освободиться от	1	1
441	связи с	1	1
442	раз и	2	1
443	его внутреннего	1	1
444	что есть	1	1
445	в отношении	3	1
