N	3gram	Propp_Isto_5	Dialekti
1	и т д	18	15
2	с точки зрения	1	9
3	в том что	2	9
4	это значит что	2	7
5	не может быть	3	6
6	то же время	1	6
7	в то же	1	6
8	для того чтобы	3	5
9	само по себе	1	4
10	не в том	1	4
11	подобно тому как	1	4
12	ничего не говорит	1	4
13	только тогда когда	1	4
14	т д и	1	3
15	на то что	2	3
16	то же что	1	3
17	ясно что это	1	3
18	я думаю что	1	2
19	о том как	2	2
20	сам по себе	1	2
21	точно так же	1	2
22	с этой точки	1	2
23	д и т	1	2
24	т е в	3	2
25	еще ничего не	1	2
26	т д все	1	2
27	этой точки зрения	1	2
28	иметь в виду	1	2
29	в свою очередь	1	2
30	мы видим что	4	2
31	тем не менее	4	2
32	же может быть	1	1
33	а потом и	1	1
34	другой стороны в	1	1
35	т е на	2	1
36	а не в	1	1
37	что перед нами	1	1
38	отражается и на	1	1
39	же как и	2	1
40	он не может	2	1
41	т е мы	1	1
42	и не только	1	1
43	в зависимости от	1	1
44	только для того	1	1
45	в отличие от	1	1
46	можно сказать что	1	1
47	мы видим в	1	1
48	в себе и	1	1
49	с тем что	1	1
50	до некоторой степени	1	1
51	уже нет ничего	1	1
52	и тем не	1	1
53	можно найти в	1	1
54	в это время	2	1
55	думаю что это	1	1
56	в данном случае	2	1
57	что уже не	1	1
58	если бы мы	2	1
59	не только в	2	1
60	мы не знаем	2	1
61	это было бы	1	1
62	и пр чтобы	1	1
63	о которых шла	1	1
64	как и вообще	1	1
65	в связи с	4	1
66	в виду что	1	1
67	и на этом	1	1
68	как таковой в	1	1
69	по себе не	1	1
70	но тем не	1	1
71	то обстоятельство что	1	1
72	в этом случае	7	1
73	о том что	4	1
74	и вместе с	2	1
75	хотя бы в	1	1
76	в пределах одной	1	1
77	вопрос о том	1	1
78	но все же	4	1
79	с другой стороны	8	1
80	не говорит об	1	1
81	совершенно очевидно что	1	1
82	после того как	3	1
83	но это не	2	1
84	во-первых мы видим	1	1
85	может быть в	1	1
86	в особенности повезло	1	1
87	из того что	1	1
88	мы еще не	1	1
