N	2gram	Bakhtin_Fr_6	Istorich
1	и в	41	25
2	вместе с	6	22
3	что он	6	22
4	может быть	2	17
5	представление о	2	17
6	не только	10	13
7	но и	13	13
8	в его	7	12
9	так как	10	11
10	уже не	1	11
11	и не	3	11
12	в этом	12	10
13	тем что	5	10
14	все же	4	10
15	и его	13	9
16	его в	1	9
17	с другой	4	9
18	таким образом	17	9
19	героя в	1	9
20	еще не	1	8
21	и на	9	8
22	все эти	11	8
23	что в	7	8
24	что мотив	1	8
25	на него	1	8
26	связи с	2	8
27	и что	5	8
28	мы видим	6	8
29	с тем	1	8
30	другой стороны	2	8
31	связь с	1	8
32	том что	7	8
33	в нем	16	7
34	а затем	4	7
35	как и	7	7
36	мы видели	2	7
37	во время	9	7
38	представлений о	1	7
39	потому что	3	7
40	о том	9	7
41	и здесь	1	7
42	то что	10	7
43	только в	3	7
44	с одной	4	7
45	превращается в	2	7
46	одной стороны	4	7
47	но это	3	7
48	тот кто	1	7
49	в частности	2	7
50	как в	4	6
51	это не	1	6
52	не может	4	6
53	в этих	2	6
54	не в	4	6
55	и он	5	6
56	что и	1	6
57	там где	5	6
58	себя в	2	6
59	прежде всего	10	6
60	могут быть	1	6
61	или в	6	6
62	в том	2	6
63	например в	6	5
64	ясно что	1	5
65	мы не	2	5
66	в ней	4	5
67	но не	2	5
68	с этим	3	5
69	что это	5	5
70	но все	1	5
71	не будем	2	5
72	видим что	1	5
73	как мы	12	5
74	в образе	6	5
75	мы увидим	3	5
76	него и	1	5
77	связано с	3	5
78	так же	5	5
79	в него	3	5
80	для нас	2	5
81	и это	1	4
82	то же	5	4
83	мы уже	18	4
84	до него	1	4
85	мы здесь	1	4
86	в ее	5	4
87	в истории	2	4
88	и хотя	1	4
89	в которой	1	4
90	он не	2	4
91	не как	1	4
92	что все	2	4
93	с другими	3	4
94	и тем	1	4
95	в преисподнюю	4	4
96	не менее	1	4
97	того как	1	4
98	в некоторых	1	4
99	совершенно ясно	1	4
100	в пределах	1	4
101	в дальнейшем	2	4
102	в индии	3	4
103	наряду с	1	4
104	с ним	4	4
105	а именно	2	4
106	в основном	1	4
107	все это	11	4
108	в связи	1	4
109	из себя	1	4
110	также что	3	3
111	в которых	1	3
112	его не	1	3
113	ему в	1	3
114	то это	1	3
115	что его	1	3
116	и как	4	3
117	в целом	1	3
118	в этой	8	3
119	их в	2	3
120	на этом	2	3
121	человека в	1	3
122	но уже	2	3
123	в таких	2	3
124	в то	6	3
125	но эти	1	3
126	как человек	1	3
127	для того	1	3
128	видим здесь	1	3
129	того чтобы	4	3
130	огонь и	1	3
131	в себя	1	3
132	говорится что	1	3
133	никогда не	8	3
134	и с	16	3
135	и вообще	4	3
136	после того	1	3
137	о нем	1	3
138	к нему	3	3
139	в форме	2	3
140	в другой	1	3
141	что здесь	1	3
142	и др	10	3
143	никто не	2	3
144	в особенности	7	3
145	и из	1	3
146	но оно	3	3
147	нем и	1	3
148	и все	9	3
149	всех людей	1	3
150	над ним	1	3
151	с солнцем	1	3
152	в данном	3	3
153	в книге	3	3
154	воду и	1	3
155	а в	4	3
156	в целях	3	3
157	состоит из	2	3
158	можно наблюдать	1	3
159	они не	3	3
160	ту же	1	2
161	того же	4	2
162	самом деле	4	2
163	он может	1	2
164	тех же	2	2
165	выражения как	1	2
166	встречается и	1	2
167	одним из	4	2
168	человека и	2	2
169	на них	1	2
170	время в	1	2
171	в различных	1	2
172	во всех	17	2
173	землю и	2	2
174	видели что	1	2
175	в голове	3	2
176	по отношению	1	2
177	эта связь	1	2
178	перед нами	3	2
179	уже в	4	2
180	еще один	1	2
181	он делает	1	2
182	связанные с	1	2
183	он проглотил	2	2
184	из него	1	2
185	и по	1	2
186	о чем	1	2
187	это было	2	2
188	и других	1	2
189	на спине	2	2
190	гл iv	2	2
191	которой он	1	2
192	несмотря на	1	2
193	точки зрения	2	2
194	в своей	2	2
195	таким же	1	2
196	но он	5	2
197	по себе	1	2
198	даже в	4	2
199	а на	2	2
200	тогда когда	2	2
201	когда они	3	2
202	одна из	1	2
