N	3gram	Bakhtin_Pr_4	Psycholo
1	в том что	2	14
2	с одной стороны	1	12
3	о том что	2	6
4	к тому что	1	6
5	мы увидим что	2	6
6	в самом деле	4	5
7	до сих пор	8	5
8	с другой стороны	3	5
9	и если мы	1	4
10	по сравнению с	1	4
11	иметь в виду	1	3
12	одним и тем	1	3
13	никак не может	1	3
14	сам по себе	3	3
15	на этот вопрос	2	3
16	одно и то	1	3
17	и то же	1	3
18	и тем же	1	3
19	с самого начала	1	3
20	можно было бы	2	3
21	друг с другом	5	3
22	в этом случае	1	2
23	может быть и	1	2
24	с точки зрения	9	2
25	в отличие от	3	2
26	так же как	1	2
27	в данном случае	1	2
28	сами по себе	2	2
29	не только в	1	2
30	в конце концов	1	2
31	о которых мы	1	2
32	достигает своего апогея	1	2
33	то что мы	1	2
34	не может быть	8	2
35	той или иной	2	2
36	можно сказать что	2	2
37	друг от друга	1	2
38	как бы в	3	2
39	и в сущности	2	1
40	их друг от	1	1
41	героя и в	1	1
42	прежде всего на	1	1
43	дело в том	2	1
44	мы имеем в	3	1
45	они все время	1	1
46	из этих трех	2	1
47	по отношению к	5	1
48	более или менее	3	1
49	в этом смысле	2	1
50	для наших целей	2	1
51	которые сами по	1	1
52	себе что он	1	1
53	том что он	1	1
54	нам кажется что	3	1
55	то есть к	1	1
56	одной стороны и	1	1
57	же как и	1	1
58	и во многих	1	1
59	мы находим в	2	1
60	что в нем	1	1
61	и в речи	1	1
62	мы обнаружим и	1	1
63	почти никогда не	1	1
64	как если бы	2	1
65	и не в	2	1
66	не имея никакого	1	1
67	так сказать в	1	1
68	он никогда не	1	1
69	и не принимает	1	1
70	остановимся прежде всего	1	1
71	не могло быть	1	1
72	к себе и	1	1
73	в том или	1	1
74	к другому и	1	1
75	которой конечно не	1	1
76	уже указывали на	1	1
77	у нее нет	1	1
78	но она не	1	1
79	как один из	1	1
80	потому что она	1	1
81	между собою и	1	1
82	все же не	1	1
83	а не как	1	1
84	и говорить не	1	1
85	то что не	1	1
86	сих пор не	2	1
87	собственном смысле слова	1	1
88	как бы на	1	1
89	в собственном смысле	1	1
90	после того как	1	1
91	другой стороны мы	1	1
92	обстоит дело в	1	1
93	самого начала в	1	1
94	мы уже указывали	1	1
95	в романах достоевского	4	1
96	вместо того чтобы	1	1
97	как бы сразу	1	1
98	в письме к	1	1
99	они как бы	1	1
100	в жизни и	1	1
101	одна из самых	1	1
102	обнаружим и в	1	1
103	но для наших	1	1
104	он как бы	1	1
