N	2gram	Tiupa_Disk_1	Problemy
1	и не	11	31
2	и в	16	29
3	в его	7	24
4	может быть	17	24
5	в этом	15	22
6	а не	22	22
7	в нем	9	19
8	точки зрения	3	19
9	как бы	5	19
10	для него	4	18
11	у достоевского	1	16
12	не только	28	15
13	то что	5	15
14	то же	7	14
15	не как	4	14
16	и его	2	14
17	но и	14	14
18	в пределах	2	13
19	с точки	1	13
20	уже не	4	13
21	точка зрения	2	12
22	таким образом	3	12
23	как и	16	12
24	не может	9	12
25	в самом	3	10
26	этом смысле	1	10
27	в то	3	10
28	только в	7	10
29	в одном	2	10
30	героя и	2	10
31	с его	4	9
32	все же	3	9
33	это не	3	9
34	если бы	1	9
35	же время	4	9
36	о нем	2	9
37	одного сознания	1	9
38	но не	11	9
39	по отношению	9	8
40	что в	4	8
41	по себе	3	8
42	в каждом	2	8
43	как не	3	8
44	в том	23	8
45	что он	4	8
46	потому что	4	8
47	до конца	1	8
48	в своем	6	8
49	в своей	5	8
50	отношению к	9	8
51	а как	1	7
52	и на	5	7
53	за пределы	2	7
54	и как	6	7
55	но в	8	7
56	в себе	7	7
57	зрения на	3	7
58	с другими	1	7
59	полифонического романа	1	7
60	том что	19	7
61	не в	7	7
62	так и	8	7
63	в форме	2	7
64	романе достоевского	1	7
65	прежде всего	11	7
66	а в	5	7
67	одним из	2	6
68	самом деле	1	6
69	в одной	3	6
70	как в	10	6
71	в целом	4	6
72	что она	1	6
73	в мире	1	6
74	несмотря на	1	6
75	могут быть	4	6
76	к нему	1	6
77	в конце	1	6
78	как раз	1	6
79	и потому	3	6
80	не могут	1	6
81	о мире	1	6
82	на самом	1	5
83	это и	1	5
84	той же	1	5
85	с их	1	5
86	перед нами	3	5
87	он не	1	5
88	но все	1	5
89	было бы	1	5
90	автора и	1	5
91	не становится	1	5
92	мысли и	2	5
93	мир и	1	5
94	в сущности	2	5
95	героя а	1	5
96	и это	1	5
97	и о	4	5
98	еще не	14	5
99	между тем	4	5
100	именно в	3	5
101	и др	2	5
102	более того	2	5
103	мира в	3	5
104	в творчестве	1	5
105	героя не	1	5
106	во всяком	2	5
107	идет о	1	4
108	в едином	2	4
109	бы и	1	4
110	в этой	2	4
111	так сказать	2	4
112	человека в	2	4
113	что было	1	4
114	раз и	1	4
115	как мы	2	4
116	в процессе	5	4
117	в основе	7	4
118	от того	1	4
119	личности в	1	4
120	в произведении	3	4
121	в плоскости	1	4
122	из одного	1	4
123	в построении	2	4
124	в литературе	2	4
125	тем что	3	4
126	что и	3	4
127	не было	7	4
128	не на	1	4
129	его как	2	4
130	что же	2	4
131	как предмет	1	4
132	но это	1	4
133	в результате	1	4
134	героя в	2	4
135	они не	2	4
136	отношения к	2	3
137	отношении к	1	3
138	например в	2	3
139	я не	1	3
140	он сам	1	3
141	он в	1	3
142	себе и	1	3
143	в особом	2	3
144	уже в	2	3
145	и до	1	3
146	подобно тому	2	3
147	на почве	1	3
148	далеко не	10	3
149	художественного творчества	1	3
150	в их	5	3
151	на него	1	3
152	никогда не	2	3
153	как будто	1	3
154	этом отношении	1	3
155	точке зрения	1	3
156	отличается от	2	3
157	глубокое и	1	3
158	оно не	2	3
159	если же	1	3
160	только то	1	3
161	в себя	5	3
162	приводит к	2	3
163	с другой	10	3
164	в них	4	3
165	романа в	1	3
166	мы должны	1	3
167	но как	2	3
168	в уста	1	3
169	за ним	1	3
170	всяком случае	1	3
171	как их	2	3
172	сами по	2	3
173	друг друга	1	3
174	автора как	1	3
175	нового времени	1	3
176	целом ряде	1	3
177	тому как	3	3
178	как к	2	3
179	и одновременно	2	3
180	не знает	1	3
181	сказать что	3	3
182	другой стороны	3	3
183	автора в	2	3
184	таким же	1	3
185	в своих	3	3
186	и есть	2	2
187	к другому	2	2
188	по преимуществу	1	2
189	из его	1	2
190	в обычном	1	2
191	для своего	2	2
192	в которой	1	2
193	вопрос о	1	2
194	совпадает с	2	2
195	на себя	2	2
196	как свой	1	2
197	культурной традиции	1	2
198	такой герой	1	2
199	отношение к	4	2
200	в истории	4	2
201	в той	1	2
202	его на	1	2
203	с этим	3	2
204	и нет	1	2
205	его к	1	2
206	и к	4	2
207	в противоположность	2	2
208	всей его	2	2
209	вследствие этого	3	2
210	на его	4	2
211	он ни	2	2
212	всех этих	1	2
213	в россии	1	2
214	войти в	1	2
215	мы его	1	2
216	при этом	13	2
217	а его	1	2
218	в жизни	1	2
219	со своими	1	2
220	как целое	1	2
221	как таковой	1	2
222	в котором	5	2
223	в которых	4	2
224	однако в	3	2
225	но они	2	2
226	как можно	1	2
227	самого начала	1	2
228	поэтому в	1	2
229	в структуре	1	2
230	связи с	4	2
231	входят в	1	2
232	к себе	2	2
233	во все	1	2
234	и вполне	1	2
235	с авторской	1	2
236	для себя	4	2
237	данном случае	2	2
238	сознания с	1	2
239	и что	2	2
240	и сам	1	2
241	те же	1	2
242	то они	1	2
243	не позволяет	1	2
244	и во	2	2
245	а потому	1	2
246	наконец в	1	2
247	по своим	4	2
