N	2gram	Trubetskoy_1	Formalny
1	и не	8	30
2	вовсе не	2	28
3	и в	23	27
4	может быть	16	25
5	не может	17	24
6	так и	10	21
7	и его	1	19
8	в этом	12	18
9	таким образом	31	18
10	а не	1	17
11	самом деле	12	16
12	точки зрения	13	16
13	то же	4	15
14	в нем	3	15
15	в процессе	2	15
16	и пр	1	15
17	между ними	2	15
18	на самом	7	14
19	как и	9	14
20	с точки	8	14
21	не в	8	12
22	если бы	8	12
23	в самом	8	11
24	в жизни	3	11
25	и от	5	11
26	художественное произведение	1	11
27	не могут	4	10
28	но и	9	10
29	не только	7	9
30	лишь в	5	9
31	социального общения	1	9
32	так как	7	9
33	так же	8	9
34	отнюдь не	2	8
35	как бы	10	8
36	при этом	9	8
37	входит в	1	8
38	как мы	2	8
39	только в	6	8
40	то что	18	8
41	и все	7	8
42	что в	8	8
43	тем же	2	7
44	с тем	2	7
45	не менее	7	7
46	же время	2	7
47	потому что	9	7
48	его в	5	7
49	между тем	12	7
50	в его	5	7
51	в том	30	7
52	если мы	4	7
53	все это	11	7
54	совершенно не	3	7
55	в то	6	7
56	еще не	5	6
57	но в	4	6
58	все эти	19	6
59	в своей	1	6
60	и ее	2	6
61	всяком случае	2	6
62	произведения в	1	6
63	было бы	3	6
64	что он	7	6
65	с другой	6	6
66	вместе с	6	6
67	в данном	3	6
68	все же	13	6
69	и для	6	6
70	бы в	3	6
71	хотя бы	4	6
72	в своих	2	6
73	во всяком	2	6
74	в зависимости	1	5
75	зависимости от	1	5
76	совсем не	1	5
77	но не	2	5
78	в истории	3	5
79	независимо от	2	5
80	что именно	1	5
81	без исключения	1	5
82	в каждом	1	5
83	ни было	2	5
84	того чтобы	8	5
85	сводится к	2	5
86	если же	3	5
87	в ней	3	5
88	что они	2	5
89	в дальнейшем	2	5
90	никогда не	4	5
91	связи с	4	5
92	и их	5	5
93	друг друга	2	5
94	и между	1	5
95	тем что	1	5
96	и потому	3	5
97	что же	2	5
98	в результате	9	5
99	другой стороны	5	5
100	не есть	2	4
101	мы не	1	4
102	смысл и	1	4
103	бы то	2	4
104	как в	1	4
105	и как	1	4
106	в целом	5	4
107	является лишь	1	4
108	и те	2	4
109	бы ни	1	4
110	в корне	1	4
111	то ни	3	4
112	данном случае	3	4
113	мы знаем	10	4
114	том что	19	4
115	она не	2	4
116	тогда когда	3	4
117	мы можем	6	4
118	могут быть	1	4
119	к тому	8	4
120	роль в	1	4
121	следовательно и	1	4
122	о том	7	4
123	связь между	1	4
124	же и	1	4
125	конечно не	3	4
126	уже в	1	4
127	только на	1	4
128	социальной жизни	4	4
129	следует что	2	4
130	для того	8	4
131	со стороны	1	4
132	прежде всего	3	4
133	до конца	1	4
134	в связи	3	4
135	мы видели	2	4
136	да и	1	4
137	между собой	4	4
138	обстоит дело	1	4
139	от всех	1	4
140	из этого	6	4
141	жизни и	2	4
142	они не	2	4
143	одним из	4	3
144	же как	3	3
145	того же	9	3
146	должна быть	5	3
147	мы уже	4	3
148	той же	1	3
149	мы и	2	3
150	в виду	2	3
151	стороны его	1	3
152	и на	6	3
153	в которых	2	3
154	столь же	5	3
155	время в	1	3
156	во всех	10	3
157	а и	8	3
158	нет и	1	3
159	иначе обстоит	1	3
160	что это	5	3
161	в себе	5	3
162	сливаются в	1	3
163	вследствие этого	2	3
164	этот процесс	2	3
165	не следует	1	3
166	и с	5	3
167	те же	2	3
168	это не	3	3
169	и тем	1	3
170	ее в	1	3
171	он и	1	3
172	что материал	1	3
173	в этих	3	3
174	и более	2	3
175	как от	1	3
176	по отношению	9	3
177	тому что	2	3
178	между людьми	2	3
179	в основе	2	3
180	для нас	3	3
181	все без	1	3
182	же самое	1	3
183	они и	1	3
