N	3gram	Tiupa_Anal_2	Problema
1	тем не менее	3	10
2	в том что	6	9
3	сама по себе	1	8
4	той или иной	3	8
5	то же самое	1	7
6	и то что	2	7
7	в связи с	1	7
8	в данном случае	5	7
9	сами по себе	1	6
10	и в этом	4	6
11	в этом случае	4	5
12	по крайней мере	3	5
13	с другой стороны	2	5
14	не может быть	1	5
15	с той или	2	5
16	что иное как	1	4
17	как раз и	1	4
18	имеется в виду	1	4
19	в таком случае	2	4
20	есть не что	1	4
21	в то же	2	4
22	и то же	1	4
23	не что иное	1	4
24	тех или иных	2	4
25	того или иного	3	3
26	в первую очередь	1	3
27	можно было бы	2	3
28	точно так же	1	3
29	одно и то	1	3
30	содержит в себе	3	3
31	том смысле что	1	3
32	заключается в том	1	3
33	то есть в	2	3
34	о том что	6	3
35	в том смысле	1	3
36	там и здесь	1	3
37	на этот раз	1	3
38	никак не может	1	2
39	с точки зрения	2	2
40	в таких случаях	1	2
41	в отличие от	2	2
42	но и в	1	2
43	и за пределы	1	2
44	том или ином	2	2
45	отнюдь не является	1	2
46	в том или	2	2
47	не только в	2	2
48	этой точки зрения	1	2
49	только то что	1	2
50	и тем самым	2	2
51	а то что	1	2
52	можно сказать что	1	2
53	и там и	1	2
54	дело не в	1	2
55	если бы он	1	1
56	крайней мере в	1	1
57	в нашем понимании	2	1
58	обнаруживает себя в	2	1
59	герой нашего времени	1	1
60	более или менее	1	1
61	как мы это	1	1
62	он не только	1	1
63	как мы надеемся	1	1
64	другого и не	1	1
65	в третий раз	1	1
66	к тому или	1	1
67	с самим собою	1	1
68	на этот вопрос	1	1
69	значении этого слова	1	1
70	с этой точки	1	1
71	то и другое	1	1
72	и тем что	1	1
73	то есть на	1	1
74	сказать что в	1	1
75	как и в	3	1
76	и нисколько не	1	1
77	и тем же	1	1
78	тому или иному	1	1
79	с одной стороны	4	1
80	и все его	1	1
81	не в самом	1	1
82	есть то самое	1	1
83	во всех этих	1	1
84	до некоторой степени	1	1
85	нам представляется что	1	1
86	так или иначе	1	1
87	в литературном произведении	1	1
88	ответ на этот	1	1
89	но если бы	1	1
90	одним и тем	1	1
91	до такой степени	1	1
92	нельзя сказать что	1	1
93	в тех случаях	1	1
94	и особенно в	1	1
95	сказать и о	1	1
96	во всех языках	1	1
97	как и всякий	1	1
98	не только не	2	1
99	но отнюдь не	1	1
100	от автора и	1	1
101	в самом деле	1	1
102	речь идет о	1	1
103	не менее в	1	1
104	что хотя и	1	1
105	на то что	2	1
106	которые могут быть	1	1
107	в этих случаях	1	1
108	тех случаях когда	1	1
109	к тому что	1	1
110	в себе не	1	1
111	к тому же	4	1
