N	3gram	Tiupa_Disk_2	Problema
1	о том что	3	14
2	тем не менее	1	12
3	во всяком случае	1	10
4	и то что	2	7
5	в этом случае	2	7
6	по крайней мере	1	6
7	в данном случае	6	5
8	с одной стороны	4	5
9	как будто бы	1	5
10	того или иного	1	5
11	с другой стороны	1	5
12	говоря уже о	1	4
13	в то же	4	4
14	в том что	6	4
15	не говоря уже	1	4
16	одной стороны и	2	3
17	только то что	1	3
18	и в частности	1	3
19	мы все же	1	3
20	или по крайней	1	3
21	не может быть	3	3
22	можно сказать что	1	3
23	том что в	1	2
24	и той же	1	2
25	в самом деле	1	2
26	в том числе	1	2
27	с самого начала	1	2
28	можно говорить о	1	2
29	бы то ни	1	2
30	том числе и	1	2
31	содержит в себе	2	2
32	еще не есть	1	2
33	не совпадает с	1	2
34	одной и той	1	2
35	та или иная	1	2
36	то есть в	1	2
37	мысль о том	1	2
38	подобно тому как	2	2
39	и прежде всего	2	2
40	друг от друга	1	2
41	для этого она	1	1
42	в той или	1	1
43	в речевой деятельности	1	1
44	не является ни	1	1
45	то есть по	1	1
46	мы ничего не	1	1
47	что на этом	1	1
48	обратим внимание на	1	1
49	или иной мере	1	1
50	этого термина он	1	1
51	и не может	2	1
52	между тем как	1	1
53	в этом отношении	4	1
54	рассматривать их в	1	1
55	то что в	1	1
56	но это не	1	1
57	в частности что	1	1
58	ничего не знаем	1	1
59	и в то	1	1
60	в целом и	1	1
61	тем что он	1	1
62	то ни было	1	1
63	на первый взгляд	2	1
64	и то же	2	1
65	которая пока еще	1	1
66	том что и	1	1
67	а с другой	1	1
68	о чем не	1	1
69	в себе те	1	1
70	время представляет собой	1	1
71	не то чтобы	1	1
72	так и в	3	1
73	той или иной	3	1
74	не менее в	1	1
75	ни о чем	1	1
76	никак не могут	1	1
77	может претендовать на	3	1
78	да и само	1	1
79	то есть мы	1	1
80	в свое время	2	1
