N	4gram	Losev_Prob_4	Psycholo
1	о том что он	1	2
2	в то время как	2	2
3	заключается в том что	1	2
4	дело в том что	1	1
5	и с точки зрения	3	1
6	в том что они	1	1
7	ни в какой мере	4	1
8	взятые сами по себе	1	1
9	не что иное как	2	1
10	и вместе с тем	1	1
11	взятый сам по себе	2	1
12	вне и независимо от	1	1
13	с этой точки зрения	1	1
14	можно было бы сказать	1	1
15	бы то ни было	1	1
16	сами по себе и	1	1
17	так же как и	1	1
18	по самой своей природе	1	1
19	ни в каком случае	3	1
20	заключается в том чтобы	1	1
