N	3gram	Medvedev_F_3	Morfolog
1	и т д	6	47
2	в этих случаях	1	13
3	в этом случае	1	9
4	в связи с	4	8
5	не может быть	14	8
6	подобно тому как	4	5
7	по отношению к	3	4
8	с точки зрения	14	4
9	с другой стороны	5	4
10	тем не менее	2	4
11	и пр и	1	3
12	на самом деле	12	3
13	но все же	1	3
14	как и в	1	3
15	в настоящее время	1	2
16	в собственном смысле	1	2
17	и в других	1	2
18	с одной стороны	1	2
19	друг на друга	1	2
20	это не значит	1	2
21	собственном смысле слова	1	2
22	в большинстве случаев	4	2
23	для того чтобы	4	2
24	в том что	3	2
25	но он может	1	1
26	одна из них	1	1
27	хотя и не	1	1
28	вовсе не с	1	1
29	нужно иметь в	1	1
30	а вовсе не	4	1
31	те случаи когда	1	1
32	здесь играет роль	1	1
33	это нисколько не	1	1
34	о том как	2	1
35	что же касается	1	1
36	может быть определен	1	1
37	точки зрения его	3	1
38	до сих пор	1	1
39	если же он	1	1
40	в таком случае	1	1
41	ни в коем	1	1
42	бы то ни	4	1
43	можно было бы	1	1
44	в противном случае	1	1
45	в коем случае	1	1
46	что там где	1	1
47	момент может быть	1	1
48	в том или	1	1
49	в данном случае	4	1
50	так же не	1	1
51	т е на	1	1
52	иметь в виду	1	1
53	это достигается тем	1	1
54	все более и	1	1
55	во всяком случае	6	1
56	так же и	2	1
57	но так как	1	1
58	ни в каких	2	1
59	потому что они	1	1
60	находится еще в	1	1
61	самом деле он	1	1
62	достигается тем что	1	1
63	то же время	7	1
64	по тем же	1	1
65	а и в	2	1
66	коем случае не	1	1
67	мы имеем в	1	1
68	о том что	1	1
69	с самого начала	1	1
70	той или иной	1	1
71	т е не	1	1
72	можно сказать что	1	1
73	и пр как	1	1
74	на то что	1	1
75	которые могут быть	1	1
76	в то же	7	1
77	более и более	1	1
78	к тому что	2	1
79	т е о	1	1
80	друг с другом	1	1
81	дело не в	2	1
