N	3gram	Propp_Isto_7	Psycholo
1	и т п	1	15
2	в том что	4	9
3	не может быть	3	8
4	и т д	16	8
5	в самом деле	1	7
6	в том чтобы	2	7
7	о том что	5	7
8	в зависимости от	1	5
9	то время как	2	5
10	в то время	2	5
11	этой точки зрения	3	5
12	с другой стороны	8	5
13	с одной стороны	4	5
14	с этой точки	3	4
15	так же как	4	4
16	как и в	2	4
17	не в состоянии	1	3
18	только в том	1	3
19	до сих пор	2	3
20	точно так же	2	3
21	сказать что в	1	3
22	что у него	4	3
23	надо сказать что	1	3
24	хотя и не	1	2
25	состоит в том	1	2
26	более или менее	1	2
27	никак не может	1	2
28	то же самое	1	2
29	мы не можем	2	2
30	с точки зрения	1	2
31	вместе с тем	1	2
32	в противоречие с	1	2
33	мы увидим что	2	2
34	а в том	2	2
35	так и в	2	2
36	другой стороны и	2	2
37	от всех других	2	2
38	совершенно очевидно что	1	2
39	мы видим что	3	2
40	сама по себе	1	2
41	тем не менее	4	2
42	он не только	1	2
43	на то чтобы	2	2
44	что и в	2	2
45	мы видели что	1	2
46	и в конце	1	1
47	т д и	1	1
48	а потом уже	1	1
49	в которой он	1	1
50	все дело в	1	1
51	оно может быть	1	1
52	но так как	1	1
53	с достаточной ясностью	1	1
54	и в особенности	1	1
55	и действительно мы	1	1
56	же как и	1	1
57	и как он	1	1
58	при помощи которых	1	1
59	он не может	1	1
60	бег и т	1	1
61	что ни в	1	1
62	в различных формах	1	1
63	но и у	1	1
64	независимо от того	1	1
65	то что в	3	1
66	какую роль играет	1	1
67	у него есть	2	1
68	совершенно так же	1	1
69	в связи со	1	1
70	должны быть признаны	2	1
71	здесь совершенно ясно	1	1
72	один из авторов	1	1
73	ту или иную	1	1
74	не только в	5	1
75	лежит в основе	2	1
76	мы все же	1	1
77	то что она	1	1
78	ответ на вопрос	2	1
79	склонен думать что	1	1
80	так как это	1	1
81	дело не в	3	1
82	в связи с	1	1
83	один из самых	1	1
84	то что он	1	1
85	приводит нас к	1	1
86	не может сделать	1	1
87	на составные части	1	1
88	же самое и	1	1
89	один и тот	1	1
90	на вопрос о	1	1
91	только о том	1	1
92	образом мы видим	2	1
93	в тех случаях	4	1
94	общественного развития но	1	1
95	таким образом мы	2	1
96	одна из форм	1	1
97	вопрос о том	1	1
98	по тому что	1	1
99	т д то	1	1
100	это совершенно очевидно	1	1
101	для нас не	1	1
102	не только у	1	1
103	и в каждом	1	1
104	и тот же	1	1
