N	2gram	Losev_Prob_3	VrazhdaK
1	тургенева и	1	18
2	у тургенева	2	11
3	не только	14	9
4	в этом	17	8
5	лишнего человека	1	8
6	и в	44	8
7	и что	7	8
8	но и	10	7
9	и все	3	7
10	то что	23	7
11	что в	8	7
12	все же	6	6
13	но в	12	6
14	в нем	9	6
15	как и	10	6
16	в котором	2	6
17	и с	9	6
18	в начале	2	6
19	и даже	14	6
20	то же	13	5
21	об этом	3	5
22	в то	9	5
23	у него	1	5
24	не было	5	5
25	и не	35	5
26	в ней	5	4
27	что он	9	4
28	в истории	1	4
29	при этом	4	4
30	это не	9	4
31	несмотря на	1	4
32	все это	5	4
33	в виду	10	4
34	с ним	7	4
35	о том	6	4
36	для нас	16	4
37	уже в	3	4
38	может быть	28	4
39	как бы	9	4
40	в своих	1	4
41	так же	5	4
42	речь идет	1	3
43	одним из	1	3
44	который был	1	3
45	в чем	4	3
46	в своем	5	3
47	и как	3	3
48	в этот	1	3
49	на то	3	3
50	его в	3	3
51	он не	8	3
52	далеко не	1	3
53	том что	12	3
54	но он	1	3
55	и его	5	3
56	связи с	8	3
57	и о	5	3
58	что у	3	3
59	и во	2	3
60	в его	9	3
61	в том	21	3
62	и у	2	3
63	в конце	5	3
64	тем что	4	3
65	в связи	7	3
66	в те	1	3
67	эти слова	2	3
68	имел в	1	3
69	к этому	1	3
70	отношения к	3	2
71	в русских	1	2
72	же как	3	2
73	и то	14	2
74	и он	1	2
75	он сам	4	2
76	но как	4	2
77	ответ на	1	2
78	отнюдь не	10	2
79	в известном	2	2
80	в той	3	2
81	его на	1	2
82	в этой	3	2
83	в себе	8	2
84	время и	2	2
85	после этого	1	2
86	о которой	1	2
87	в нашей	2	2
88	нашего времени	1	2
89	таким образом	9	2
90	в одну	1	2
91	в них	1	2
92	а с	2	2
93	на первый	4	2
94	во время	1	2
95	точки зрения	5	2
96	в своей	5	2
97	и ее	3	2
98	с точки	2	2
99	не менее	10	2
100	никогда не	6	2
101	дневник лишнего	1	2
102	и далее	1	2
103	и это	9	2
104	же не	2	2
105	еще не	5	2
106	а также	4	2
107	там же	1	2
108	тем более	3	2
109	по мнению	2	2
110	с нею	2	2
111	уже не	7	2
112	при помощи	8	2
113	из них	2	2
114	для него	3	2
115	как раз	8	2
116	и стал	1	2
117	с которым	1	2
118	о чем	2	2
119	начиная с	1	2
120	не может	7	2
121	вместе с	2	2
122	в него	1	2
123	но это	8	2
124	же в	3	2
125	очень хорошо	1	2
126	а в	5	2
127	а н	1	2
128	это в	2	2
129	от этой	1	1
130	также и	16	1
131	у гоголя	8	1
132	того же	2	1
133	это и	7	1
134	идет о	1	1
135	и есть	5	1
136	что слово	2	1
137	не хочет	1	1
138	едва ли	5	1
139	уже по	1	1
140	в их	2	1
141	из всех	1	1
142	той же	1	1
143	пока только	2	1
144	именно к	1	1
145	равно как	1	1
146	говорить о	3	1
147	собой в	1	1
148	а еще	2	1
149	первый план	2	1
150	вопрос до	1	1
151	по своему	2	1
152	а отношение	1	1
153	совсем не	2	1
154	но не	3	1
155	заметим что	1	1
156	в сторону	1	1
157	не все	1	1
158	есть по	1	1
159	тут же	4	1
160	не хотел	1	1
161	говорилось выше	2	1
162	что они	5	1
163	ли эта	1	1
164	первый взгляд	2	1
165	независимо от	1	1
166	как в	5	1
167	с этим	2	1
168	дает нам	2	1
169	для всех	1	1
170	третий раз	1	1
171	не являются	2	1
172	себе не	2	1
173	эту проблему	1	1
174	то в	3	1
175	человеком в	1	1
176	в самом	3	1
177	свою известную	1	1
178	общего ни	1	1
179	что это	3	1
180	в целом	6	1
181	не был	2	1
182	что же	8	1
183	и и	1	1
184	рассказ о	1	1
185	тому же	1	1
186	во многих	1	1
187	но ведь	1	1
188	этот вывод	1	1
189	как он	1	1
190	да и	5	1
191	от которого	1	1
192	в первой	1	1
193	всех этих	2	1
194	ведь не	2	1
195	пор мы	1	1
196	из него	2	1
197	что ни	1	1
198	и этот	1	1
199	однако в	2	1
200	одно и	3	1
201	это конечно	1	1
202	конечно в	1	1
203	это было	2	1
204	заключается в	4	1
205	было бы	8	1
206	и индивидуальное	1	1
207	исторического момента	1	1
208	в жизни	1	1
209	человек который	1	1
210	не всегда	1	1
211	во внимание	2	1
212	которой он	1	1
213	он и	2	1
214	одного и	1	1
215	которую он	1	1
216	в этих	2	1
217	в войне	1	1
218	предполагать что	1	1
219	всяком случае	6	1
220	на свою	1	1
221	представление о	1	1
222	своего рода	1	1
223	войне и	1	1
224	не будем	2	1
225	тем не	10	1
226	по крайней	5	1
227	без всяких	1	1
228	сам этот	1	1
229	и какая	1	1
230	раз и	4	1
231	вплоть до	1	1
232	но они	1	1
233	тем самым	5	1
234	человека но	3	1
235	отражает и	1	1
236	от нас	2	1
237	знаком и	3	1
238	не имеет	9	1
239	правда в	1	1
240	в процессе	2	1
241	как о	5	1
242	близок к	1	1
243	нет необходимости	1	1
244	героев и	1	1
245	только не	1	1
246	ничего не	3	1
247	в пассивном	1	1
248	в другую	1	1
249	он хочет	1	1
250	такая же	1	1
251	и мире	1	1
252	это слово	1	1
253	потому что	25	1
254	до того	1	1
255	никуда не	1	1
256	в каком	4	1
257	не знали	2	1
258	вот в	1	1
259	такие же	1	1
260	только от	1	1
261	могут быть	2	1
262	во все	1	1
263	отличается от	4	1
264	этого и	1	1
265	же только	1	1
266	гоголя и	2	1
267	она же	1	1
268	не есть	35	1
269	ничего общего	7	1
270	с ее	2	1
271	и образ	2	1
272	но при	1	1
273	это будет	4	1
274	у чехова	3	1
275	в ее	4	1
276	только при	4	1
277	но мы	1	1
278	то время	4	1
279	и сам	5	1
280	так и	10	1
281	на нее	1	1
282	не с	1	1
283	ясно что	6	1
284	которого у	1	1
285	том как	2	1
286	но у	1	1
287	жизнь и	2	1
288	быть может	1	1
289	и вообще	8	1
290	а поскольку	1	1
291	во всяком	9	1
292	мертвые души	2	1
293	до сих	2	1
294	не стоит	2	1
295	при полном	1	1
296	нас в	4	1
297	вопросу о	1	1
298	доходит до	2	1
299	во всех	2	1
300	от них	1	1
301	говорить об	1	1
302	во всей	3	1
303	крайней мере	5	1
304	и можно	2	1
305	возникает вопрос	1	1
306	все в	1	1
307	в свете	1	1
308	если это	1	1
309	в литературе	1	1
310	в третий	1	1
311	имеется в	4	1
312	этой аксиомы	1	1
313	но с	2	1
314	сразу же	2	1
315	что только	1	1
316	во всем	1	1
317	в полтаве	1	1
318	то он	2	1
319	и кончая	1	1
320	он уже	1	1
321	это же	3	1
322	в качестве	3	1
323	же он	1	1
324	себя в	2	1
325	указания на	3	1
326	мы бы	1	1
327	своим собственным	2	1
328	самым он	1	1
329	хотя в	1	1
330	а это	3	1
331	в душе	1	1
332	этот раз	3	1
333	к своим	1	1
334	что для	3	1
335	ни с	4	1
336	никто не	2	1
337	общим характером	1	1
338	в известной	2	1
339	мы находим	7	1
340	в одном	1	1
341	друг друга	2	1
342	и никогда	1	1
343	он отличается	1	1
344	не просто	23	1
345	от того	2	1
346	гораздо больше	2	1
347	связан с	1	1
348	и речи	1	1
349	тогда это	3	1
350	с другой	7	1
351	именно в	2	1
352	все равно	3	1
353	такое же	1	1
354	души и	1	1
355	воспоминания о	1	1
356	ней ничего	1	1
357	прежде всего	3	1
358	только по	1	1
359	что им	1	1
360	у человека	2	1
361	на этот	4	1
362	до конца	1	1
363	в ту	1	1
364	обычно не	1	1
365	нет ничего	6	1
366	в частности	2	1
367	с первого	3	1
368	д в	1	1
369	или по	4	1
370	и гораздо	1	1
371	из которых	2	1
372	что за	1	1
373	с типом	1	1
374	это за	3	1
375	того что	8	1
376	указанием на	1	1
377	из стихотворения	1	1
378	еще раз	1	1
379	в условиях	3	1
380	сих пор	2	1
381	между прочим	2	1
382	но для	1	1
383	к вопросу	1	1
384	близкий к	1	1
385	и от	9	1
386	но на	1	1
387	котором он	2	1
388	это можно	2	1
389	о котором	1	1
390	это как	1	1
391	хотя и	5	1
392	ее и	2	1
393	бы в	2	1
394	в литературной	1	1
395	у которого	1	1
396	конце концов	3	1
397	только что	2	1
398	уже давно	1	1
399	но вот	3	1
400	нам не	2	1
401	быть и	3	1
402	только как	1	1
403	другой стороны	5	1
404	бедными людьми	1	1
405	мы считаем	1	1
406	с улыбкой	1	1
407	бы его	1	1
408	из этого	3	1
409	только о	3	1
410	героя в	2	1
411	жизни и	6	1
412	к этой	1	1
413	как на	2	1
414	в таком	5	1
415	точно так	3	1
416	они не	1	1
