N	2gram	Vygotskiy__4	formyVre
1	и в	20	50
2	в этом	24	25
3	в нем	2	24
4	и его	5	16
5	прежде всего	2	15
6	как мы	13	14
7	и не	8	14
8	в его	11	13
9	как раз	1	13
10	по существу	3	12
11	так и	5	12
12	человека и	1	11
13	то же	16	11
14	мы уже	5	11
15	таким образом	25	11
16	может быть	12	11
17	и как	9	10
18	но в	3	10
19	все эти	5	9
20	роль в	4	9
21	не только	15	9
22	в то	1	9
23	ничего не	1	9
24	в том	42	9
25	в конце	1	9
26	в других	1	9
27	того же	9	8
28	и на	6	8
29	в самом	6	8
30	ни в	3	8
31	но и	9	8
32	и их	1	8
33	как и	9	8
34	так сказать	1	7
35	характер и	1	7
36	для себя	1	7
37	и во	3	7
38	в условиях	3	7
39	например в	1	6
40	между двумя	2	6
41	во всех	1	6
42	как в	5	6
43	с этим	5	6
44	все же	5	6
45	не оставляет	1	6
46	это не	5	6
47	и того	5	6
48	в их	12	6
49	так как	10	6
50	в дальнейшем	1	6
51	связи с	3	6
52	у него	2	6
53	то что	15	6
54	в частности	5	6
55	не может	6	6
56	так же	11	6
57	в результате	8	6
58	отношению к	1	5
59	двумя моментами	1	5
60	время как	1	5
61	еще не	2	5
62	но не	3	5
63	и речи	2	5
64	отнюдь не	3	5
65	и у	2	5
66	не в	4	5
67	этот процесс	6	5
68	он не	1	5
69	одного и	6	5
70	в основе	17	5
71	того чтобы	7	5
72	точки зрения	24	5
73	в разных	1	5
74	могут быть	7	5
75	но все	1	5
76	если бы	5	5
77	для того	5	5
78	в связи	3	5
79	наряду с	3	5
80	в основном	1	5
81	что в	19	5
82	и другие	9	5
83	и то	10	4
84	и это	2	4
85	уже указывали	1	4
86	мы и	2	4
87	в ней	2	4
88	для других	2	4
89	в своем	4	4
90	конечно не	1	4
91	то время	1	4
92	раз в	2	4
93	но на	1	4
94	чтобы они	1	4
95	и с	4	4
96	том что	35	4
97	здесь на	1	4
98	в процессе	27	4
99	не имеет	2	4
100	потому что	12	4
101	здесь не	2	4
102	понятно что	2	4
103	и следовательно	1	4
104	только в	10	4
105	между этими	2	4
106	и т.п	2	4
107	на этой	1	4
108	нет ничего	1	4
109	в той	2	4
110	все это	1	4
111	между собой	5	4
112	и для	4	4
113	том числе	2	4
114	не имеют	3	3
115	а как	1	3
116	мы не	1	3
117	в сущности	4	3
118	в виду	3	3
119	значение и	1	3
120	по отношению	1	3
121	себе и	3	3
122	хотя и	1	3
123	в себе	10	3
124	и те	4	3
125	при этом	12	3
126	вообще не	2	3
127	одно и	6	3
128	в основу	2	3
129	его в	6	3
130	входит в	2	3
131	и других	3	3
132	с другими	1	3
133	для них	1	3
134	между ними	4	3
135	в этих	3	3
136	в отношении	10	3
137	мы говорили	3	3
138	но эта	1	3
139	их в	2	3
140	и разновидности	1	3
141	но они	2	3
142	этими двумя	2	3
143	друг друга	4	3
144	уже говорили	2	3
145	этом отношении	7	3
146	не могут	3	3
147	к тому	6	3
148	формы и	3	3
149	все его	1	3
150	нас в	3	3
151	что и	9	3
152	во всей	4	3
153	в форме	1	3
154	с нашей	4	3
155	один из	3	3
156	мы видим	10	3
157	одной из	3	3
158	и ее	1	3
159	с одной	9	3
160	со всеми	3	3
161	в качестве	21	3
162	только на	2	3
163	же в	1	3
164	в начале	2	3
165	одно из	1	3
166	в одном	1	3
167	до сих	1	3
168	связаны с	1	3
169	именно в	3	3
170	что не	1	3
171	только к	3	3
172	с тем	6	3
173	а не	7	3
174	нашей точки	2	3
175	вместе с	8	3
176	и потому	1	3
177	сих пор	1	3
178	или в	1	3
179	своей собственной	1	3
180	еще более	1	3
181	а в	2	3
182	не знает	2	3
183	сказать что	6	3
184	имеет место	1	3
185	они не	2	3
186	к этому	4	3
187	в таком	2	3
188	во всяком	4	3
189	смысле слова	1	2
190	также и	2	2
191	же как	6	2
192	тех же	1	2
193	которыми он	1	2
194	той же	6	2
195	на материале	1	2
196	вопрос о	1	2
197	же что	1	2
198	сплошь и	1	2
199	в различных	1	2
200	в чем	3	2
201	только два	1	2
202	кризиса и	1	2
203	как если	1	2
204	друг к	1	2
205	совсем не	1	2
206	мы будем	2	2
207	а только	3	2
208	друг на	5	2
209	не входит	1	2
210	происходит в	1	2
211	в истории	10	2
212	же и	1	2
213	стороны и	2	2
214	не являются	3	2
215	и к	5	2
216	имеет в	1	2
217	дальнейшем развитии	1	2
218	историческая действительность	1	2
219	в этот	1	2
220	в целом	11	2
221	тому же	6	2
222	в нашем	4	2
223	как бы	7	2
224	как он	4	2
225	как оно	2	2
226	все другие	2	2
227	не как	1	2
228	характер в	1	2
229	поэтому оно	2	2
230	уже не	1	2
231	и по	1	2
232	что все	3	2
233	к другу	1	2
234	ясно что	2	2
235	было бы	8	2
236	на друга	5	2
237	чем в	3	2
238	человека мы	2	2
239	для него	2	2
240	в своей	7	2
241	лежат в	1	2
242	он должен	1	2
243	с точки	11	2
244	место в	2	2
245	в отличие	2	2
246	в которых	1	2
247	точку зрения	1	2
248	но он	1	2
249	том же	2	2
250	по себе	1	2
251	раз и	1	2
252	самого начала	1	2
253	тогда когда	8	2
254	никогда не	5	2
255	это то	1	2
256	в самой	1	2
257	в другую	3	2
258	и является	3	2
259	во всем	3	2
260	в каком	2	2
261	мы встречаем	2	2
262	во все	1	2
263	числе и	2	2
264	элементы в	1	2
265	но по	1	2
266	с самого	1	2
267	смысле но	1	2
268	те же	6	2
269	ту же	2	2
270	по сравнению	4	2
271	с ним	1	2
272	в глаза	1	2
273	а также	2	2
274	на основе	10	2
275	связь между	2	2
276	на развитие	1	2
277	того что	10	2
278	уже в	6	2
279	если мы	10	2
280	в данной	2	2
281	исторического процесса	1	2
282	отличие от	2	2
283	тем что	7	2
284	и даже	1	2
285	даже не	1	2
286	и характер	1	2
287	с другой	12	2
288	и тех	2	2
289	далеко не	2	2
290	еще и	1	2
291	одних и	1	2
292	одной стороны	9	2
293	что мы	7	2
294	с помощью	31	2
295	вступает в	1	2
296	влияния на	2	2
297	в данном	2	2
298	сравнению с	3	2
299	в течение	1	2
300	с особенностями	1	2
301	наконец и	1	2
302	слова и	5	2
303	но для	2	2
304	здесь в	1	2
305	не является	5	2
306	уже на	1	2
307	и может	1	2
308	как она	1	2
309	для нас	4	2
310	у них	1	2
311	эти особенности	1	2
312	мы должны	11	2
313	ее в	1	2
314	личности и	1	2
315	к основному	1	2
316	совершенно не	3	2
317	равно как	1	2
318	в свою	2	2
319	на один	4	2
320	этой проблемы	1	2
321	время не	1	2
322	в которой	3	2
323	и наиболее	1	1
324	которое возникает	1	1
325	одним из	2	1
326	функции в	1	1
327	связана с	2	1
328	но один	2	1
329	он может	1	1
330	идет о	3	1
331	и есть	1	1
332	которое мы	2	1
333	тем же	4	1
334	высшей степени	2	1
335	когда это	2	1
336	в зависимости	1	1
337	из всех	1	1
338	мы имеем	2	1
339	бы в	3	1
340	при анализе	2	1
341	с более	2	1
342	нам в	2	1
343	его только	1	1
344	такое положение	1	1
345	оно вообще	1	1
346	я не	1	1
347	не совсем	2	1
348	что можно	1	1
349	зависимости от	2	1
350	и он	2	1
351	первый план	4	1
352	материала это	1	1
353	их так	1	1
354	самом деле	7	1
355	и существенного	1	1
356	данном случае	2	1
357	то он	1	1
358	они имеют	1	1
359	но как	2	1
360	в противоречии	1	1
361	совершенно ясно	1	1
362	напротив оно	1	1
363	большое значение	1	1
364	мышление как	4	1
365	форме и	1	1
366	его развития	1	1
367	формой на	1	1
368	и я	1	1
369	и поэтому	3	1
370	к истинному	1	1
371	независимо от	1	1
372	постараемся показать	1	1
373	более и	2	1
374	что касается	1	1
375	однако не	1	1
376	перед нами	5	1
377	не сливается	1	1
378	в полном	1	1
379	а чисто	1	1
380	могли бы	9	1
381	нами в	4	1
382	может получить	1	1
383	перечисленные нами	1	1
384	по пути	2	1
385	и сам	1	1
386	форм которые	1	1
387	слова он	2	1
388	себе не	1	1
389	увидим что	5	1
390	к построению	2	1
391	развития это	1	1
392	животных и	2	1
393	та же	1	1
394	возрасте в	2	1
395	что это	2	1
396	применительно к	1	1
397	три различных	2	1
398	бы не	1	1
399	по которым	1	1
400	из этих	2	1
401	имеют никаких	1	1
402	которые в	4	1
403	в этой	3	1
404	и тот	7	1
405	на то	5	1
406	сюда мы	1	1
407	к выводу	2	1
408	связанные с	1	1
409	оно было	1	1
410	различные формы	1	1
411	а вовсе	1	1
412	с нашим	1	1
413	значение может	1	1
414	и ясностью	1	1
415	в плане	1	1
416	но вместе	2	1
417	его можно	1	1
418	встречаются в	2	1
419	без исключения	1	1
420	не бывает	2	1
421	здесь мы	2	1
422	как они	4	1
423	факт что	2	1
424	в первых	1	1
425	указывали на	1	1
426	главным образом	1	1
427	в совершенно	3	1
428	и тонкие	1	1
429	на данной	3	1
430	это противоречие	1	1
431	предметы в	3	1
432	то увидим	7	1
433	в ином	2	1
434	на свои	1	1
435	самый характер	1	1
436	о которых	1	1
437	на второй	1	1
438	в высшей	2	1
439	мы относим	1	1
440	которой он	1	1
441	нигде не	1	1
442	говорили в	1	1
443	уже у	1	1
444	человека при	1	1
445	движется в	1	1
446	должно быть	3	1
447	в один	3	1
448	и тогда	2	1
449	не больше	1	1
450	это сочетание	1	1
451	отвлеченной форме	1	1
452	этом случае	3	1
453	и при	4	1
454	таким же	2	1
455	внутренние и	1	1
456	нас не	1	1
457	всяком случае	3	1
458	не столько	1	1
459	он дает	1	1
460	далее в	1	1
461	оно стало	3	1
462	своего рода	1	1
463	не путем	1	1
464	должны были	1	1
465	каждый предмет	1	1
466	значение для	1	1
467	оказывается здесь	1	1
468	мы проследим	3	1
469	и существенных	1	1
470	образом и	1	1
471	и более	7	1
472	есть еще	1	1
473	но отдельные	1	1
474	специфические особенности	1	1
475	что этот	2	1
476	мере и	1	1
477	для нее	1	1
478	в историческом	2	1
479	с определенными	1	1
480	и научные	1	1
481	из которых	1	1
482	случае в	1	1
483	три типа	1	1
484	вплоть до	1	1
485	этого же	1	1
486	в таких	1	1
487	реже и	1	1
488	как о	1	1
489	ними не	1	1
490	из сказанного	1	1
491	как его	1	1
492	когда они	1	1
493	проблемы но	2	1
494	из ряда	2	1
495	и отношений	3	1
496	целом оно	1	1
497	находится в	1	1
498	всю судьбу	1	1
499	место во	1	1
500	что их	1	1
501	своем дальнейшем	1	1
502	того в	1	1
503	в русском	1	1
504	своей природе	1	1
505	по своей	6	1
506	и после	1	1
