N	2gram	Losev_Vlad_2	Tvorches
1	у достоевского	2	28
2	и в	30	21
3	как бы	5	17
4	в то	9	15
5	то же	4	13
6	в его	11	13
7	то есть	7	12
8	как и	5	12
9	же время	3	12
10	что в	12	12
11	с его	4	11
12	том что	12	11
13	м м	4	11
14	все это	5	10
15	как в	3	8
16	он не	4	8
17	то что	20	8
18	в году	24	7
19	и на	4	7
20	но в	8	7
21	не только	12	7
22	при этом	5	7
23	во многом	1	7
24	у него	19	7
25	и не	18	7
26	в том	18	7
27	в свою	3	7
28	в этом	20	6
29	в котором	5	6
30	не менее	7	6
31	и его	6	6
32	он сам	2	6
33	о том	4	6
34	и все	7	6
35	что он	13	6
36	для него	9	6
37	xix века	1	6
38	а в	11	6
39	жизни в	2	6
40	все же	9	5
41	в этой	4	5
42	таким образом	3	5
43	вовсе не	4	5
44	в своих	2	5
45	в русской	1	5
46	потому что	9	5
47	как будто	2	5
48	только в	6	5
49	может быть	7	5
50	а не	7	5
51	м с	9	5
52	но это	4	5
53	хотя бы	3	5
54	в петербурге	2	4
55	в своем	8	4
56	и как	3	4
57	та же	1	4
58	в целом	4	4
59	это не	2	4
60	в своей	5	4
61	мысли и	2	4
62	своего рода	1	4
63	времени и	1	4
64	больше не	1	4
65	прежде всего	6	4
66	на эту	2	4
67	не может	9	4
68	и от	2	4
69	в основном	5	4
70	одним из	1	4
71	я и	2	3
72	и т	1	3
73	той же	4	3
74	я не	4	3
75	не был	2	3
76	время в	4	3
77	что я	3	3
78	со всеми	1	3
79	хотя и	6	3
80	в самом	2	3
81	тут и	1	3
82	в нем	4	3
83	он ни	1	3
84	в россии	3	3
85	на его	4	3
86	времени он	1	3
87	на земле	2	3
88	и по	2	3
89	что все	1	3
90	и с	14	3
91	и других	1	3
92	далеко не	1	3
93	в их	2	3
94	место в	1	3
95	представление о	1	3
96	даже в	2	3
97	дело не	1	3
98	самого начала	1	3
99	дело в	3	3
100	никогда не	7	3
101	этой книги	2	3
102	стремится к	2	3
103	приходит к	2	3
104	мне надо	1	3
105	и другие	1	3
106	с самого	1	3
107	в бесах	1	3
108	в дальнейшем	5	3
109	с ним	5	3
110	там же	12	3
111	добра и	1	3
112	того что	5	3
113	уже не	3	3
114	уже в	3	3
115	в виде	3	3
116	не так	1	3
117	так как	5	3
118	в которой	4	3
119	и даже	10	3
120	но и	8	3
121	что человек	1	3
122	ни на	1	3
123	и будущего	1	3
124	но не	3	3
125	он говорит	1	3
126	в книге	1	3
127	утверждал что	1	3
128	но если	1	3
129	жизни и	6	3
130	ее в	1	3
131	это в	3	3
132	так же	4	3
133	того же	5	2
134	самом деле	1	2
135	спб с	1	2
136	по преимуществу	1	2
137	действительности и	1	2
138	а как	1	2
139	есть не	1	2
140	на первом	2	2
141	но она	1	2
142	№ с	5	2
143	и он	4	2
144	в ней	4	2
145	в отличие	3	2
146	людей в	2	2
