N	2gram	Potebnia_M_2	formyVre
1	и в	24	46
2	в этом	8	22
3	и т	6	14
4	прежде всего	7	14
5	вовсе не	9	13
6	и его	2	12
7	во всех	7	11
8	не только	15	11
9	только в	11	11
10	т п	3	11
11	как бы	9	10
12	то есть	30	10
13	во время	4	10
14	в том	18	10
15	но в	4	10
16	мы уже	1	9
17	не в	13	9
18	в ряд	1	9
19	у него	2	9
20	но и	9	9
21	вместе с	11	9
22	и не	19	9
23	и для	3	9
24	то же	12	8
25	как и	7	8
26	с точки	1	8
27	для того	5	8
28	того чтобы	2	8
29	потому что	49	8
30	связи с	6	8
31	в его	2	8
32	из них	5	8
33	в связи	2	8
34	жизни и	1	8
35	и на	8	7
36	так сказать	4	7
37	всех этих	2	7
38	так и	5	7
39	в них	5	7
40	может быть	23	7
41	времени в	1	7
42	в одном	6	7
43	то что	20	7
44	как мы	1	6
45	еще не	4	6
46	все же	5	6
47	и наконец	1	6
48	при этом	13	6
49	человека в	3	6
50	и с	1	6
51	его в	3	6
52	никогда не	4	6
53	те же	3	6
54	и во	3	6
55	так как	10	6
56	в особенности	1	6
57	все это	2	6
58	и все	3	6
59	но не	12	5
60	с этим	7	5
61	все эти	2	5
62	связанные с	2	5
63	он не	1	5
64	в нем	9	5
65	должно быть	2	5
66	в то	6	5
67	и у	3	5
68	в пространстве	2	5
69	тела и	1	5
70	и др	1	5
71	что в	16	5
72	отношения к	2	4
73	человека и	3	4
74	и самое	1	4
75	значение и	2	4
76	что они	5	4
77	в истории	1	4
78	как в	10	4
79	уже в	5	4
80	из этих	4	4
81	в себе	10	4
82	их в	2	4
83	тела в	1	4
84	том что	8	4
85	в котором	4	4
86	место в	4	4
87	том же	1	4
88	рыцарских романов	1	4
89	же время	2	4
90	к себе	1	4
91	с ним	5	4
92	о том	5	4
93	его жизни	1	4
94	все его	1	4
95	так что	10	4
96	конечно не	1	4
97	и их	5	4
98	а не	18	4
99	в ряду	6	4
100	с этой	1	4
101	же в	5	4
102	есть и	1	4
103	ветряных мельниц	1	3
104	того же	14	3
105	слова и	3	3
106	мы будем	1	3
107	для других	1	3
108	отношение к	1	3
109	хотя и	3	3
110	и как	6	3
111	на нас	3	3
112	в этот	1	3
113	уже не	4	3
114	в большинстве	1	3
115	имеем в	1	3
116	т д	3	3
117	при виде	3	3
118	и по	2	3
119	прежде чем	1	3
120	таким образом	11	3
121	связанных с	1	3
122	от прикосновения	2	3
123	в их	1	3
124	в которых	1	3
125	самое время	1	3
126	она ни	1	3
127	к тому	1	3
128	имеет место	2	3
129	себя и	2	3
130	мы наблюдаем	1	3
131	и совершенно	1	3
132	том как	3	3
133	прикосновения к	2	3
134	в другом	2	3
135	что и	11	3
136	того что	7	3
137	тот же	5	3
138	что он	4	3
139	во времени	2	3
140	все они	1	3
141	и они	2	3
142	большинстве случаев	1	3
143	для него	10	3
144	тем что	7	3
145	что на	3	3
146	и прежде	1	3
147	не было	6	3
148	не на	2	3
149	тем более	1	3
150	в этих	3	3
151	ее в	1	3
152	а в	8	3
153	но эти	2	3
154	к этому	2	3
155	ту же	1	2
156	связи между	1	2
157	и есть	2	2
158	тем же	3	2
159	и так	1	2
160	и до	1	2
161	человеческой природы	2	2
162	они были	1	2
163	столько же	1	2
164	бы она	1	2
165	совсем не	2	2
166	если в	3	2
167	к ним	1	2
168	друг от	1	2
169	значение имеет	1	2
170	в одной	1	2
171	приведенных примеров	1	2
172	то в	1	2
173	от этого	1	2
174	с одной	4	2
175	только один	4	2
176	как он	4	2
177	человек не	1	2
178	она еще	1	2
179	перестает быть	2	2
180	на земле	1	2
181	на этом	2	2
182	форма в	1	2
183	лишь в	1	2
184	по себе	15	2
185	далеко не	3	2
186	с тем	4	2
187	мы видели	1	2
188	в царстве	1	2
189	значение для	1	2
190	одном из	4	2
191	но эта	1	2
