N	3gram	Medvedev_F_2	FransuaR
1	в то же	5	6
2	то же время	5	6
3	с точки зрения	7	5
4	но и в	3	4
5	до сих пор	1	4
6	не может быть	10	4
7	в этом отношении	7	3
8	но в то	1	3
9	с одной стороны	1	3
10	в большей или	1	3
11	или меньшей степени	1	3
12	в его целом	1	3
13	большей или меньшей	1	3
14	с другой стороны	3	3
15	имеем в виду	1	2
16	но даже и	1	2
17	только то что	1	2
18	в собственном смысле	1	2
19	в своей статье	3	2
20	в значительной степени	3	2
21	продолжает жить и	1	2
22	и в то	3	2
23	во всяком случае	5	2
24	но все же	2	2
25	своей статье о	2	2
26	как мы видели	4	2
27	мы знаем что	1	1
28	в художественном творчестве	1	1
29	литературного творчества и	1	1
30	ровно ничего не	1	1
31	прежде всего на	1	1
32	как и для	1	1
33	прежде всего в	2	1
34	в этом последнем	1	1
35	и важным с	1	1
36	в настоящее время	1	1
37	и там где	1	1
38	в одной из	1	1
39	своей силы и	1	1
40	и не может	3	1
41	до известной степени	3	1
42	чем-то само собою	1	1
43	же время в	1	1
44	не входит в	2	1
45	они вступают в	1	1
46	таким образом в	1	1
47	но он не	1	1
48	что в нем	2	1
49	для этого прежде	1	1
50	этом отношении он	1	1
51	к ней как	1	1
52	именно в этом	1	1
53	и без того	1	1
54	художественном творчестве особенно	1	1
55	даже и не	2	1
56	и до известной	1	1
57	но характерно что	1	1
58	важным с точки	1	1
59	этого прежде всего	1	1
60	в том чтобы	1	1
61	прежде всего как	1	1
62	в художественном произведении	1	1
63	в книге о	1	1
64	и в особенности	1	1
65	в конце концов	2	1
66	и тот же	1	1
67	по существу и	1	1
68	в предисловии к	2	1
69	так и в	3	1
70	прежде всего необходимо	1	1
71	однако отметить что	1	1
72	контекст в котором	1	1
73	во всех сферах	1	1
74	не могут быть	4	1
75	всех своих моментах	1	1
76	именно в том	1	1
77	и не о	1	1
78	один и тот	1	1
79	того или иного	4	1
80	во всех своих	1	1
81	которая именно и	1	1
82	всяком случае в	1	1
83	в этом случае	1	1
84	на самом деле	3	1
85	само собою разумеющимся	1	1
86	более и более	1	1
87	и прежде всего	2	1
88	или во всяком	1	1
89	мы имеем в	1	1
90	лучше всего можно	1	1
91	в большинстве случаев	3	1
92	в целях пропаганды	2	1
93	и ни на	1	1
94	лишь в тех	1	1
95	вовсе не является	1	1
96	для того чтобы	3	1
97	в том что	2	1
98	как и в	1	1
99	все более и	1	1
100	сказать что во	1	1
