N	4gram	Vinokur_Ku_2	Psycholo
1	в то время как	1	5
2	с этой точки зрения	2	4
3	одной и той же	1	3
4	заключается в том что	1	3
5	несмотря на то что	1	2
6	и т п все	1	2
7	не в том чтобы	1	2
8	и в самом деле	2	2
9	и тем не менее	4	1
10	т д и т	1	1
11	дело в том что	1	1
12	и т п эта	1	1
13	в той мере в	1	1
14	и т п в	2	1
15	дело не в том	1	1
16	до тех пор пока	1	1
17	той мере в какой	1	1
18	и т д и	1	1
19	только в том случае	1	1
20	в том или ином	1	1
21	не что иное как	1	1
22	в том что мы	1	1
23	а если так то	1	1
24	в таких словах как	1	1
25	том случае если бы	1	1
26	само по себе не	1	1
27	в том случае если	2	1
28	что само по себе	1	1
29	станем на точку зрения	1	1
30	состоит в том что	1	1
31	все дело в том	1	1
32	точно так же как	2	1
33	но для того чтобы	1	1
34	и т п но	2	1
35	одном и том же	1	1
36	в широком смысле слова	1	1
37	что на самом деле	1	1
38	уже не может быть	2	1
39	что это действительно так	1	1
