N	2gram	Berdyaev_N_1	Problemy
1	и в	16	35
2	и не	11	27
3	что он	1	24
4	в его	1	21
5	но в	2	19
6	как и	7	18
7	к себе	1	18
8	не может	16	18
9	в нем	5	16
10	и все	4	15
11	в сущности	1	14
12	в этом	7	14
13	и его	1	14
14	может быть	7	14
15	но и	3	14
16	все это	5	14
17	он не	8	13
18	к нему	1	13
19	и с	2	12
20	прежде всего	4	12
21	и к	5	12
22	в то	2	11
23	не только	5	10
24	не в	6	10
25	то что	4	10
26	мы уже	1	8
27	я не	2	8
28	так и	2	8
29	себя и	1	8
30	и для	4	8
31	потому что	4	8
32	еще не	3	7
33	на них	1	7
34	с его	6	7
35	себе и	1	7
36	лишь в	6	7
37	для себя	1	7
38	так же	2	7
39	с ним	1	7
40	а в	2	7
41	и на	2	6
42	но не	2	6
43	в самом	1	6
44	в речах	1	6
45	к тому	3	6
46	и что	2	6
47	только в	1	6
48	слова в	1	6
49	и т.п	2	6
50	стремится к	3	6
51	но это	6	6
52	не знает	6	6
53	что в	9	6
54	как в	3	5
55	в себе	2	5
56	на протяжении	2	5
57	он и	1	5
58	в конце	1	5
59	во время	1	5
60	и это	2	5
61	в том	8	5
62	и даже	2	5
63	ведь и	2	4
64	в мире	3	4
65	он в	1	4
66	в чем	1	4
67	нет и	2	4
68	же и	1	4
69	но все	1	4
70	в них	4	4
71	в эту	1	4
72	в своей	3	4
73	в такой	1	4
74	но он	1	4
75	по себе	1	4
76	никогда не	6	4
77	во всем	1	4
78	как будто	2	4
79	не хочу	1	4
80	еще в	1	4
81	все время	2	4
82	и у	1	4
83	всяком случае	1	4
84	так как	1	4
85	у него	2	4
86	тем что	1	4
87	с другой	3	4
88	что не	1	4
89	а не	17	4
90	по своему	4	4
91	в той	1	4
92	во всяком	1	4
93	это и	2	3
94	высшей степени	6	3
95	говорить о	1	3
96	в виду	1	3
97	во всех	3	3
98	совсем не	12	3
99	за пределы	3	3
100	с этим	2	3
101	все эти	2	3
102	него и	1	3
103	знает что	1	3
104	было бы	1	3
105	этом смысле	2	3
106	нет в	1	3
107	в высшей	6	3
108	этого не	1	3
109	с тем	3	3
110	такой же	2	3
111	в котором	1	3
112	к одному	1	3
113	с миром	1	3
114	и мысли	1	3
115	с ее	5	3
116	не могу	1	3
117	в ее	3	3
118	дурной бесконечности	1	3
119	это я	1	3
120	и во	1	3
121	это не	4	3
122	нуждается в	1	3
123	уже не	2	3
124	уже в	1	3
125	из них	1	3
126	эти слова	1	3
127	должно быть	4	3
128	и от	2	3
129	мы должны	1	3
130	том что	2	3
131	сказать что	3	3
132	другой стороны	2	3
133	зависимость от	1	2
134	живое и	1	2
135	не хочет	1	2
136	и этот	1	2
137	героя но	1	2
138	еще до	2	2
139	время как	2	2
140	в ней	5	2
141	стиль ее	1	2
142	быть в	2	2
143	что его	1	2
144	отличие от	1	2
145	в своем	1	2
146	хотя и	2	2
147	в этот	1	2
148	в которой	1	2
149	но ведь	1	2
150	можно лишь	1	2
151	вообще не	1	2
152	оно должно	1	2
153	их в	1	2
154	что все	2	2
155	это было	3	2
156	с другими	1	2
157	он есть	1	2
158	передо мной	1	2
159	ни в	6	2
160	и того	1	2
161	но я	2	2
162	в этих	1	2
163	в отличие	1	2
164	своего рода	1	2
165	вопрос о	3	2
166	не менее	4	2
167	мысли в	2	2
168	было лишь	1	2
169	подобно тому	3	2
170	к ней	1	2
171	по своей	1	2
172	ли это	2	2
173	есть только	1	2
174	про себя	1	2
175	бы он	1	2
176	из их	1	2
177	характер и	1	2
178	приводит к	1	2
179	стремится быть	1	2
180	с собой	1	2
181	можно было	2	2
182	на нее	1	2
183	времени и	2	2
184	для этого	2	2
185	только так	1	2
186	о том	4	2
187	переходит в	1	2
188	и мир	1	2
189	весь стиль	1	2
190	в эти	1	2
191	себя в	2	2
192	конечно не	3	2
193	в большинстве	1	2
194	в жизни	5	2
195	большинстве случаев	1	2
196	для другого	1	2
197	друг друга	1	2
198	не случайно	1	2
199	всю жизнь	1	2
200	вступает в	1	2
201	вместе с	2	2
202	я уже	2	2
203	нет ни	1	2
204	не знал	2	2
205	тому как	3	2
206	когда она	1	2
207	будет и	2	2
208	но для	2	2
209	мире а	1	2
210	это уже	1	2
211	в силах	1	2
212	я хочу	1	2
213	хотя бы	2	2
214	будто бы	1	2
215	того времени	1	2
216	его религиозной	1	1
217	от этой	1	1
218	нем нет	2	1
219	и через	1	1
220	не имел	1	1
221	он может	1	1
222	силы и	2	1
223	сама себя	1	1
224	по старой	1	1
225	он находится	1	1
226	по преимуществу	1	1
227	и до	1	1
228	в нашу	2	1
229	со всех	4	1
230	мы не	2	1
231	как я	1	1
232	то это	1	1
233	жизни мир	1	1
234	зависимости от	1	1
235	того же	1	1
236	с большим	1	1
237	всех сторон	4	1
238	ни одно	1	1
239	то он	1	1
240	к богу	2	1
241	менее всего	1	1
242	в центре	2	1
243	и пр	3	1
244	говорит что	1	1
245	всего как	1	1
246	к чему	1	1
247	а во-вторых	1	1
248	бы сказать	1	1
249	в другие	1	1
250	тоже не	1	1
251	в этой	1	1
252	особое место	1	1
253	роль в	2	1
254	не могла	2	1
255	человек не	1	1
256	в статье	1	1
257	политики и	2	1
258	одному из	1	1
259	был и	1	1
260	вот отчего	1	1
261	себе всякое	1	1
262	заключает в	1	1
263	в нее	1	1
264	и заключается	2	1
265	человека в	1	1
266	что этот	1	1
267	в глубине	1	1
268	них не	1	1
269	и мы	4	1
270	очень любят	1	1
271	для чего	2	1
272	этом я	1	1
273	и было	2	1
274	одного и	1	1
275	перед собой	1	1
276	к внутренней	1	1
277	что такое	3	1
278	а само	1	1
279	призыв к	2	1
280	мысли и	2	1
281	и более	1	1
282	есть еще	1	1
283	том и	2	1
284	нас к	1	1
285	и очень	1	1
286	она не	3	1
287	таков стиль	1	1
288	одна из	2	1
289	в основе	3	1
290	того чтобы	2	1
291	хочет и	1	1
292	и весь	2	1
293	после катастрофы	1	1
294	вот что	1	1
295	замечательно что	1	1
296	не могут	1	1
297	когда мы	2	1
298	это конечно	1	1
299	значительной степени	1	1
300	не способен	1	1
301	для того	1	1
302	оно не	1	1
303	дурная бесконечность	1	1
304	него как	1	1
305	оно может	1	1
306	как не	8	1
307	на нем	1	1
308	к дурной	1	1
309	хочет его	1	1
310	то время	1	1
311	очень долго	1	1
312	во многом	1	1
313	к самой	2	1
314	смысле и	1	1
315	и человека	1	1
316	и должно	2	1
317	пр в	1	1
318	силы но	1	1
319	в значительной	1	1
320	других людей	1	1
321	должно было	2	1
322	нет у	1	1
323	все в	1	1
324	к последнему	1	1
325	мыслей и	1	1
326	и только	1	1
327	но она	2	1
328	и продолжал	1	1
329	и она	1	1
330	как например	1	1
331	в формах	1	1
332	что будет	1	1
333	значение в	1	1
334	направлена на	1	1
335	нем не	1	1
336	приходят в	1	1
337	с одной	2	1
338	для всех	1	1
339	есть в	2	1
340	эти черты	1	1
341	или не	1	1
342	есть уже	1	1
343	главной задачей	1	1
344	не для	1	1
345	и стремится	1	1
346	человек как	1	1
347	к той	1	1
348	и вместе	1	1
349	ее на	1	1
350	до начала	1	1
351	не были	1	1
352	и из	1	1
353	до сих	1	1
354	мир все	1	1
355	в высшем	1	1
356	к которому	1	1
357	и быть	1	1
358	борьба за	1	1
359	обратиться к	1	1
360	и их	1	1
361	превращается в	1	1
362	был в	1	1
363	возможно лишь	1	1
364	не на	1	1
365	власти и	1	1
366	есть лишь	4	1
367	я ищу	3	1
368	только себе	1	1
369	жизнь в	1	1
370	себя на	1	1
371	которые будут	1	1
372	все более	1	1
373	но оно	1	1
374	нет ничего	1	1
375	и особенно	1	1
376	зачем же	1	1
377	и потому	4	1
378	мысли но	1	1
379	лицом к	3	1
380	не удалось	1	1
381	в мир	1	1
382	духовные силы	1	1
383	слова все	1	1
384	черты и	1	1
385	можно сказать	1	1
386	сих пор	1	1
387	только для	1	1
388	обращения к	1	1
389	совершается в	1	1
390	не верят	1	1
391	которая в	1	1
392	проявляется уже	1	1
393	вот этот	1	1
394	уже давно	1	1
395	давно уже	1	1
396	реально не	1	1
397	к лицу	3	1
398	в свою	1	1
399	будет с	2	1
400	вселенной а	1	1
401	было быть	1	1
402	который не	1	1
403	как на	1	1
