N	2gram	Voloshinov_1	Vladivir
1	и в	3	30
2	и не	1	18
3	не только	1	12
4	в его	1	11
5	в то	1	9
6	не может	4	9
7	для него	1	9
8	связи с	1	8
9	но и	1	8
10	точки зрения	1	7
11	не менее	1	7
12	может быть	1	7
13	а не	1	7
14	и все	1	7
15	то же	1	4
16	в ней	1	4
17	и на	1	4
18	несмотря на	1	4
19	и больше	1	3
20	из этих	1	3
21	с точки	1	3
22	же время	1	3
23	к тому	1	2
24	можно и	1	2
25	и можно	1	2
26	во второй	1	2
27	можно назвать	1	2
28	тех же	1	1
29	часть книги	1	1
30	из крупнейших	1	1
31	если в	2	1
32	своих работ	1	1
33	нет и	1	1
34	так называемая	1	1
35	он в	1	1
36	без учета	1	1
37	его от	1	1
38	лучше всего	1	1
39	на месте	1	1
40	если бы	1	1
41	вещей и	1	1
42	с теми	1	1
43	и форму	1	1
44	сравнении с	1	1
45	больше ничего	1	1
46	на нее	1	1
47	и должно	1	1
48	может не	1	1
49	может спасти	1	1
50	вторая половина	1	1
51	бы на	1	1
52	крупнейших представителей	1	1
