N	2gram	Tiupa_Hudo_1	Myslijsy
1	потому что	5	49
2	для нас	1	31
3	и в	14	24
4	может быть	5	23
5	то что	8	20
6	и не	2	19
7	в том	12	18
8	а не	12	18
9	т с	4	18
10	что в	6	16
11	не только	12	15
12	по себе	2	15
13	при этом	12	13
14	в слове	1	13
15	не в	7	13
16	было бы	6	13
17	то же	9	12
18	но не	3	12
19	не может	7	12
20	мы не	2	11
21	если бы	3	11
22	что мы	1	11
23	только в	5	11
24	тогда как	7	10
25	как в	8	10
26	в себе	11	10
27	для него	10	10
28	так что	2	10
29	так как	1	10
30	в нем	3	9
31	вовсе не	1	9
32	то и	3	9
33	но и	5	9
34	как бы	7	9
35	и на	3	8
36	а только	4	8
37	в этом	11	8
38	более или	1	8
39	том что	16	8
40	или менее	1	8
41	могут быть	1	8
42	а в	7	8
43	в чем	1	7
44	во всех	1	7
45	с этим	3	7
46	как и	9	7
47	между собою	1	7
48	всяком случае	1	7
49	не могут	1	7
50	быть может	7	7
51	прежде всего	11	7
52	сами по	1	7
53	тем что	3	7
54	того что	4	7
55	во всяком	1	7
56	и т	11	6
57	и как	1	6
58	и того	1	6
59	тем не	4	6
60	в то	8	6
61	не имеет	2	6
62	связи с	4	6
63	свою очередь	1	6
64	между тем	8	6
65	и только	1	6
66	в одном	1	6
67	заметить что	2	6
68	с другой	1	6
69	не было	4	6
70	в ряду	1	6
71	в свою	1	6
72	столь же	4	5
73	а и	2	5
74	что они	1	5
75	все же	3	5
76	уже в	1	5
77	бы не	1	5
78	на то	4	5
79	и уже	1	5
80	не менее	5	5
81	и наоборот	1	5
82	с ним	4	5
83	так и	13	5
84	о том	12	5
85	тот же	1	5
86	слова в	2	5
87	из них	4	5
88	в природе	1	5
89	что не	2	5
90	представляется нам	2	5
91	только для	2	5
92	или не	3	5
93	же в	3	5
94	в которой	1	5
95	а между	1	4
96	нам кажется	1	4
97	к другому	4	4
98	в самом	4	4
99	еще не	7	4
100	но в	5	4
101	уже не	7	4
102	из этих	1	4
103	только один	1	4
104	как он	2	4
105	так сказать	2	4
106	главным образом	1	4
107	заключает в	2	4
108	в нее	1	4
109	внешнего мира	1	4
110	с тем	1	4
111	такой же	3	4
112	место в	1	4
113	том смысле	1	4
114	сих пор	2	4
115	между прочим	1	4
116	они не	2	4
117	тем самым	1	4
118	и другое	2	4
119	одна из	2	4
120	так в	2	4
121	никогда не	6	4
122	и что	2	4
123	что он	9	4
124	с одной	1	4
125	как кажется	2	4
126	до сих	2	4
127	влияние на	2	4
128	там где	1	4
129	с а	1	4
130	в человеке	2	4
131	что оно	1	4
132	от него	3	4
133	мысли о	2	4
134	в таком	3	4
135	говоря о	2	3
136	например в	2	3
137	человека и	1	3
138	и то	1	3
139	с таким	1	3
140	той же	2	3
141	есть нечто	1	3
142	но она	1	3
143	же что	1	3
144	что его	1	3
145	если в	2	3
146	со стороны	3	3
147	относится к	1	3
148	хотя и	2	3
149	в целом	2	3
150	во многих	1	3
151	имеет для	1	3
152	чувства а	1	3
153	что она	4	3
154	т д	3	3
155	о которой	1	3
156	не как	1	3
157	человека в	6	3
158	его не	1	3
159	его в	3	3
160	это не	7	3
161	и тем	1	3
162	рядом с	1	3
163	далеко не	1	3
164	в этих	5	3
165	другим и	1	3
166	быть не	1	3
167	бы быть	1	3
168	в ней	4	3
169	мысли в	1	3
170	на него	2	3
171	только от	1	3
172	об одном	2	3
173	мог бы	1	3
174	том как	3	3
175	находится в	1	3
176	на вопрос	2	3
177	но мы	1	3
178	можно заметить	1	3
179	вслед за	1	3
180	как например	1	3
181	состояние души	1	3
182	и у	1	3
183	одно из	1	3
184	т п	8	3
185	что на	2	3
186	что для	1	3
187	одной стороны	1	3
188	с прежними	1	3
189	в самой	1	3
190	но это	1	3
191	к другим	1	3
192	и для	3	3
193	и от	4	3
194	и все	4	3
195	только что	4	3
196	с ними	2	3
197	все что	1	3
198	ли мы	1	2
199	таком случае	1	2
200	самом деле	5	2
201	на самом	2	2
202	на две	1	2
203	не имеют	3	2
204	этот взгляд	1	2
205	не во	1	2
206	вопрос о	2	2
207	с его	5	2
208	совсем не	1	2
209	следует помнить	1	2
210	только потому	2	2
211	не все	1	2
212	по отношению	8	2
213	в общем	1	2
214	его на	1	2
215	общего с	1	2
216	в действительности	4	2
