N	3gram	Bakhtin_Pr_5	Analitik
1	о том что	1	6
2	в том что	2	6
3	в данном случае	1	5
4	по отношению к	6	4
5	так и не	1	4
6	и в этом	2	4
7	в этом случае	1	4
8	к тому же	3	4
9	подобно тому как	2	3
10	в этом отношении	1	3
11	по крайней мере	1	3
12	той или иной	4	3
13	тем не менее	1	3
14	как и в	1	3
15	знаю что меня	1	2
16	в этом смысле	3	2
17	с точки зрения	2	2
18	в то же	10	2
19	можно было бы	2	2
20	том или ином	1	2
21	и то что	1	2
22	в значительной степени	1	2
23	в отличие от	2	2
24	в том или	1	2
25	с другой стороны	3	2
26	то же время	10	2
27	и в самом	3	2
28	не только не	1	2
29	если бы он	1	1
30	а между тем	3	1
31	одних и тех	1	1
32	к чужому мнению	1	1
33	можно сказать что	1	1
34	как бы с	1	1
35	а затем и	1	1
36	как бы не	1	1
37	но ведь и	1	1
38	никак не может	1	1
39	как раз и	2	1
40	самого себя чтобы	1	1
41	с одной из	1	1
42	он вообще не	1	1
43	может быть да	1	1
44	самом деле не	1	1
45	тому же и	1	1
46	с другим он	1	1
47	с самим собою	7	1
48	о себе не	1	1
49	себя за голову	1	1
50	со всех сторон	1	1
51	конечно и слово	1	1
52	и тех же	1	1
53	ибо и в	1	1
54	как бы уже	3	1
55	на этот раз	2	1
56	и все его	1	1
57	тот же самый	1	1
58	и то же	3	1
59	ведь и сам	1	1
60	в эту минуту	3	1
61	в свою очередь	1	1
62	одно и то	3	1
63	не говорит о	1	1
64	прежде всего в	1	1
65	уже и не	1	1
66	на жизнь и	1	1
67	в свое время	1	1
68	не может быть	3	1
69	но и для	1	1
70	говорит не о	1	1
71	в самом деле	1	1
72	но и не	1	1
73	с собой он	1	1
74	на всем протяжении	1	1
75	к тому что	1	1
76	в отношении к	7	1
77	сама по себе	1	1
78	друг с другом	4	1
79	о своей собственной	1	1
80	возвращает нас к	1	1
81	потому что я	1	1
82	то же самое	1	1
83	не только для	1	1
84	с самим собой	7	1
