N	2gram	Potebnia_M_3	Psycholo
1	то что	18	37
2	и в	30	30
3	в том	32	27
4	что в	17	24
5	и что	10	23
6	потому что	46	23
7	том что	18	21
8	того чтобы	3	20
9	таким образом	14	20
10	для того	4	20
11	как бы	3	19
12	на то	2	17
13	что он	6	17
14	не только	21	16
15	и мы	2	16
16	если мы	1	16
17	в этом	10	14
18	в самом	8	14
19	то есть	34	13
20	в нас	2	13
21	так же	3	13
22	в сущности	1	12
23	с одной	7	12
24	одной стороны	3	12
25	вместе с	12	12
26	может быть	28	11
27	если бы	12	11
28	что мы	8	11
29	как на	5	11
30	о том	2	10
31	и то	8	9
32	увидим что	1	9
33	и когда	1	9
34	так как	13	9
35	с другой	7	9
36	для этого	1	9
37	не может	6	9
38	сказать что	5	9
39	самом деле	2	8
40	на деле	5	8
41	что это	4	8
42	он должен	1	8
43	при этом	3	8
44	заключается в	1	8
45	с тем	7	8
46	не в	15	8
47	к тому	7	8
48	и это	4	8
49	тому что	3	8
50	того что	18	8
51	мы видим	2	8
52	а не	15	8
53	могут быть	3	8
54	и т	5	7
55	то же	23	7
56	но не	7	7
57	все же	2	7
58	и как	5	7
59	в нем	9	7
60	точки зрения	2	7
61	по себе	16	7
62	мы можем	3	7
63	мы уже	2	6
64	что если	1	6
65	в своем	5	6
66	и если	2	6
67	что она	3	6
68	что все	3	6
69	ясно что	1	6
70	как и	10	6
71	никак не	3	6
72	что с	2	6
73	и его	4	6
74	когда мы	2	6
75	в совершенно	1	6
76	или в	3	6
77	и здесь	1	6
78	о котором	1	6
79	и тем	5	6
80	уже в	5	6
81	тем что	7	6
82	но и	19	6
83	именно в	3	6
84	кажется нам	1	6
85	и не	15	6
86	что оно	11	6
87	жизни и	2	6
88	в искусстве	3	6
89	и есть	3	5
90	еще не	5	5
91	по этому	1	5
92	ответ на	3	5
93	что они	2	5
94	что именно	4	5
95	когда он	1	5
96	в себе	16	5
97	в целом	3	5
98	в этой	2	5
99	было бы	9	5
100	несмотря на	2	5
101	был бы	2	5
102	сих пор	3	5
103	с и	3	5
104	только не	2	5
105	же самое	1	5
106	как мы	7	5
107	но в	1	5
108	сводится к	1	5
109	искусства и	3	5
110	один из	4	5
111	в двух	1	5
112	только в	21	5
113	до сих	3	5
114	а с	2	5
115	и потому	4	5
116	чувства и	3	5
117	художественное произведение	6	5
118	бы в	2	5
119	другой стороны	4	5
120	то это	6	4
121	в виду	1	4
122	в ней	8	4
123	вызывает в	1	4
124	стороны и	1	4
125	могли бы	1	4
126	что всякое	1	4
127	есть не	7	4
128	в них	5	4
129	с такой	1	4
130	именно то	2	4
131	в своей	2	4
132	что эта	2	4
133	и именно	1	4
134	заключает в	5	4
135	указывает на	6	4
136	мысль о	5	4
137	мы могли	1	4
138	этому поводу	1	4
139	в его	4	4
140	на одном	1	4
141	только что	8	4
142	не можем	3	4
143	только на	3	4
144	должен был	1	4
145	от того	8	4
146	прежде всего	3	4
147	там где	3	4
148	совершенно верно	1	4
149	в результате	1	4
150	от него	2	4
151	и все	3	4
152	а в	12	4
153	не есть	17	4
154	художественного произведения	5	3
155	сам по	5	3
156	тем же	4	3
157	в их	2	3
158	по его	1	3
159	той же	2	3
