N	3gram	Potebnia_M_1	Vladivir
1	там же с	7	10
2	в том что	13	9
3	в связи с	1	8
4	во всяком случае	1	6
5	в то время	1	6
6	тем не менее	6	6
7	по крайней мере	2	4
8	дело в том	2	3
9	более или менее	1	3
10	с точки зрения	3	3
11	в то же	3	3
12	точно так же	1	3
13	не в том	4	3
14	то же время	3	3
15	о том что	1	3
16	не говоря уже	1	2
17	на то что	1	2
18	это нисколько не	1	2
19	можно было бы	1	2
20	говоря уже о	1	2
21	сам по себе	1	2
22	не только в	3	2
23	или по крайней	1	2
24	в свою очередь	4	2
25	а в том	3	2
26	само по себе	4	2
27	заключается в том	1	2
28	несмотря на все	1	2
29	а не на	1	2
30	после того как	1	2
31	но дело в	2	2
32	и все же	1	2
33	как мы видели	1	2
34	так и мы	1	1
35	что иное как	2	1
36	так что не	2	1
37	не есть следствие	1	1
38	во что бы	1	1
39	имеет дело с	1	1
40	то ни стало	1	1
41	потому что в	4	1
42	но то что	1	1
43	но и по	1	1
44	что несмотря на	1	1
45	и в более	1	1
46	до сих пор	1	1
47	к этой цели	2	1
48	всех точек в	1	1
49	бы то ни	2	1
50	не было бы	1	1
51	только то что	1	1
52	в этом отношении	1	1
53	то что в	1	1
54	то и в	2	1
55	в собственном смысле	1	1
56	себе не может	1	1
57	что в нем	1	1
58	на этот вопрос	2	1
59	только при помощи	1	1
60	потому что для	1	1
61	и с этой	2	1
62	в ней не	1	1
63	что бы то	1	1
64	почти та же	1	1
65	однако в этой	1	1
66	с моей стороны	1	1
67	бытием но тем	1	1
68	в том как	3	1
69	не могли быть	1	1
70	и как бы	3	1
71	своего развития а	1	1
72	из других источников	1	1
73	и в том	3	1
74	не может быть	9	1
75	в целом а	1	1
76	по себе не	1	1
77	что во всех	1	1
78	нужно было бы	1	1
79	отрицать что в	1	1
80	если не в	1	1
81	но тем не	3	1
82	видно из следующих	1	1
83	с самого начала	3	1
84	это значит что	1	1
85	тогда когда мы	1	1
86	но все же	1	1
87	с этой стороны	1	1
88	с тем и	1	1
89	только тогда когда	4	1
90	в таком состоянии	1	1
91	в этом смысле	4	1
92	т п с	1	1
93	для нас в	1	1
94	но это не	1	1
95	у него только	1	1
96	не что иное	2	1
97	во многих случаях	1	1
98	в сравнении с	2	1
99	можно себе представить	2	1
100	для того чтобы	2	1
101	и вообще все	1	1
102	уже с самого	2	1
103	что так как	1	1
104	и т д	4	1
