N	4gram	Vygotskiy__1	Psycholo
1	в то время как	4	5
2	с этой точки зрения	1	4
3	указывает на то что	2	3
4	одной и той же	2	3
5	заключается в том чтобы	1	3
6	заключается в том что	4	3
7	с психологической точки зрения	1	3
8	то что у него	1	3
9	ни в какой мере	1	2
10	в собственном смысле слова	1	2
11	в силу того что	1	2
12	с одной стороны и	1	1
13	дело в том что	1	1
14	в полном согласии с	1	1
15	ту или другую сторону	1	1
16	с другой стороны в	1	1
17	таким образом оказывается что	1	1
18	только благодаря тому что	1	1
19	убедиться в том что	2	1
20	самым существенным из этих	1	1
21	он указывает на то	1	1
22	вместе с тем является	1	1
23	и в известном смысле	2	1
24	и с психологической точки	1	1
25	в том числе и	1	1
26	в такой же мере	3	1
27	место только тогда когда	1	1
28	в ту или другую	1	1
29	в какой мере не	1	1
30	так же точно и	1	1
31	ясно что с точки	1	1
32	одно и то же	2	1
33	в том что мы	1	1
34	что с точки зрения	1	1
35	легко убедиться в том	1	1
36	но вместе с тем	4	1
37	все больше и больше	1	1
38	точно так же как	1	1
39	состоит в том чтобы	1	1
40	но для того чтобы	1	1
41	для того чтобы выяснить	2	1
42	так же как и	4	1
43	одном и том же	1	1
44	именно в силу того	1	1
45	какой мере не является	1	1
46	о том что он	1	1
47	для того чтобы с	1	1
48	в результате этого исследования	1	1
49	в чем именно заключается	1	1
50	приходит к выводу что	3	1
