N	2gram	Savitsky_E_1	Dialekti
1	т е	9	46
2	не есть	2	40
3	и не	14	30
4	а не	2	18
5	и т	1	17
6	может быть	6	17
7	то что	6	16
8	т д	1	15
9	и в	37	15
10	как бы	6	14
11	точки зрения	23	14
12	не имеет	4	14
13	так как	7	14
14	что это	2	13
15	по себе	4	13
16	это есть	1	13
17	того что	7	13
18	в этом	12	11
19	говорить о	1	11
20	в том	11	11
21	прежде всего	9	11
22	не может	9	11
23	и все	2	11
24	том что	6	10
25	в основе	1	10
26	потому что	3	10
27	с ее	1	10
28	она есть	1	10
29	то же	15	9
30	мы не	4	9
31	было бы	8	9
32	с точки	17	9
33	и что	2	9
34	уже не	1	9
35	значит что	1	9
36	не в	5	8
37	в себе	9	8
38	не только	18	8
39	и это	1	8
40	и о	1	8
41	и ее	1	8
42	это значит	2	8
43	должна быть	2	7
44	и мы	3	7
45	как и	7	7
46	и вообще	1	7
47	и его	1	7
48	что оно	1	7
49	только в	9	7
50	что мы	1	7
51	или в	2	7
52	что в	21	7
53	хотя и	2	6
54	и тем	3	6
55	если бы	2	6
56	в то	16	6
57	же время	14	6
58	что и	3	6
59	вовсе не	6	6
60	и даже	6	6
61	а именно	2	6
62	нет ничего	1	6
63	в результате	3	6
64	тем более	4	6
65	сказать что	4	6
66	ни на	3	6
67	в сфере	3	5
68	той же	1	5
69	и на	6	5
70	быть в	1	5
71	с его	1	5
72	только тогда	1	5
73	в своем	14	5
74	то в	4	5
75	на то	6	5
76	в нем	1	5
77	есть не	2	5
78	в жизни	1	5
79	в ней	4	5
80	на себе	1	5
81	того чтобы	6	5
82	тогда когда	2	5
83	как таковой	1	5
84	в каком	4	5
85	таким образом	2	5
86	о том	3	5
87	так и	10	5
88	можно сказать	4	5
89	и можно	2	5
90	именно в	4	5
91	если мы	1	5
92	для того	6	5
93	как же	2	5
94	в смысле	9	5
95	и для	3	5
96	но если	5	5
97	есть то	1	5
98	также и	7	4
99	или по	2	4
100	хотя бы	15	4
101	в этой	2	4
102	в течение	5	4
103	и как	2	4
104	с их	1	4
105	бы только	1	4
106	не как	1	4
107	в силу	2	4
108	то ни	4	4
109	и с	2	4
110	этом смысле	3	4
111	с тем	3	4
112	бытия и	1	4
113	на другую	1	4
114	она не	2	4
115	так то	1	4
116	уже о	1	4
117	той или	4	4
118	что все	2	4
119	в его	2	4
120	мы должны	2	4
121	мы видим	2	4
122	с ними	1	4
123	есть в	2	4
124	в одном	2	4
125	не о	1	4
126	само по	4	4
127	отнюдь не	9	4
128	так же	9	4
129	но это	1	4
130	один из	1	4
131	тех или	1	4
132	бы в	2	4
133	именно о	1	4
134	жизни и	2	4
135	но и	14	4
136	должны быть	1	4
137	себя как	1	3
138	и то	2	3
139	что если	2	3
140	и тут	2	3
141	то мы	1	3
142	а если	1	3
143	со стороны	5	3
144	в истории	2	3
145	как в	3	3
146	с этим	2	3
147	когда он	3	3
148	и наконец	2	3
149	но в	14	3
150	от этого	5	3
151	та же	1	3
152	бы и	3	3
153	все эти	1	3
154	и если	2	3
155	на этом	1	3
156	от нее	1	3
157	об этом	1	3
158	всегда и	1	3
159	в данном	3	3
160	в своей	8	3
161	в их	11	3
162	она в	3	3
163	в предыдущем	4	3
164	и притом	4	3
165	мы можем	3	3
166	та или	1	3
167	есть только	1	3
168	могут быть	2	3
169	говоря уже	2	3
170	то или	1	3
171	к жизни	1	3
172	имеется в	1	3
173	и та	2	3
174	и следовательно	1	3
175	быть и	1	3
176	для всех	1	3
177	в виде	5	3
178	при помощи	2	3
179	или иное	1	3
180	в области	11	3
181	за пределы	1	3
182	эти две	1	3
183	что не	1	3
184	говорит о	3	3
185	у нас	1	3
186	на основании	2	3
187	и потому	5	3
188	с ним	1	3
189	в свою	3	3
190	не говоря	2	3
191	будет ли	2	3
192	тем самым	5	3
193	можно назвать	1	3
194	одних и	1	2
195	тех же	1	2
196	ведь и	2	2
197	вопрос о	4	2
198	есть нечто	1	2
199	бы ни	3	2
200	может дать	1	2
201	не нужно	2	2
202	во всех	6	2
203	мы будем	1	2
204	но как	2	2
205	и будет	1	2
206	и чем	2	2
207	все же	1	2
208	кроме того	1	2
209	что по	1	2
210	себе не	3	2
211	в этот	1	2
212	или иную	3	2
213	в самом	4	2
214	мы получаем	1	2
215	чем больше	2	2
216	думать что	8	2
217	что даже	1	2
218	при этом	1	2
219	по общему	3	2
220	с этой	6	2
221	но все	1	2
222	не будет	3	2
223	в глубине	1	2
224	лишь в	1	2
225	заключается в	2	2
226	истории и	1	2
227	весь мир	1	2
228	но именно	2	2
229	в них	3	2
230	осуществляется в	1	2
231	во внимание	1	2
232	если так	1	2
233	реальность и	1	2
234	должно быть	1	2
235	в котором	2	2
236	по сравнению	2	2
237	представление о	2	2
238	далее в	1	2
239	от себя	1	2
240	при условии	2	2
241	для нее	1	2
242	можем сказать	2	2
243	и необходимость	1	2
244	что с	1	2
245	в отношении	32	2
246	не менее	1	2
247	но они	1	2
248	что эта	1	2
249	и другое	1	2
250	можно судить	1	2
