N	4gram	Potebnia_M_2	Formalny
1	в то же время	2	7
2	бы то ни было	1	4
3	в той мере в	1	1
4	дело в том что	1	1
5	одного и того же	6	1
6	мере того как мы	1	1
7	от одного к другому	2	1
8	так а не иначе	1	1
9	той мере в какой	1	1
10	но мы видели что	1	1
11	и сами по себе	3	1
12	один и тот же	1	1
13	взятом отдельно независимо от	1	1
14	лишь в той мере	1	1
15	по мере того как	4	1
16	не в том что	1	1
17	одной и той же	1	1
18	есть одно из необходимых	1	1
19	одно из необходимых условий	1	1
20	что же касается до	1	1
21	смысле этого слова и	1	1
