N	2gram	Tiupa_Anal_2	Problema
1	и не	12	28
2	то есть	9	27
3	не только	16	24
4	только в	4	23
5	вовсе не	2	21
6	и в	16	20
7	в том	12	20
8	ни в	1	17
9	все эти	1	16
10	то что	7	15
11	потому что	1	15
12	точки зрения	4	14
13	у нас	1	14
14	той или	3	14
15	было бы	3	14
16	но и	12	14
17	также и	1	13
18	перед нами	1	13
19	не в	4	13
20	или иной	3	13
21	в нашем	3	12
22	в себе	7	12
23	том что	12	12
24	не есть	2	12
25	с точки	2	11
26	по себе	2	11
27	прежде всего	3	11
28	как будто	3	11
29	едва ли	3	10
30	отнюдь не	8	10
31	тем не	3	10
32	и его	4	10
33	не менее	4	10
34	так и	15	10
35	в качестве	11	10
36	не является	1	10
37	в этом	18	9
38	может быть	6	9
39	и даже	9	9
40	все это	4	9
41	но в	6	8
42	содержит в	3	8
43	таким образом	2	8
44	если бы	3	8
45	в результате	3	8
46	и все	3	8
47	то же	4	7
48	еще не	2	7
49	это не	1	7
50	хотя бы	1	7
51	и тем	4	7
52	есть в	3	7
53	с другой	6	7
54	именно в	3	7
55	сказать что	2	7
56	а не	10	7
57	и потому	1	7
58	такого рода	2	7
59	есть не	1	6
60	мы имеем	3	6
61	при этом	10	6
62	всех этих	1	6
63	об этом	1	6
64	как и	14	6
65	в данном	8	6
66	но если	1	6
67	по крайней	3	6
68	же самое	1	6
69	в виду	1	6
70	а также	7	6
71	крайней мере	3	6
72	что здесь	1	6
73	так что	3	6
74	но это	1	6
75	для нас	1	6
76	другой стороны	2	6
77	в таком	2	6
78	действительности и	1	5
79	но не	4	5
80	как в	4	5
81	хотя и	4	5
82	и если	3	5
83	в нем	1	5
84	да и	1	5
85	в них	1	5
86	в этих	2	5
87	только и	1	5
88	и о	1	5
89	в ее	1	5
90	данном случае	5	5
91	о том	7	5
92	можно сказать	4	5
93	уже не	4	5
94	так как	1	5
95	здесь в	2	5
96	то и	1	5
97	не может	4	5
98	вместе с	2	5
99	так же	2	5
100	или в	3	5
101	и т	1	4
102	но даже	1	4
103	что его	1	4
104	и наконец	1	4
105	уже в	1	4
106	в этой	9	4
107	что она	2	4
108	которая является	1	4
109	времени и	1	4
110	несмотря на	3	4
111	в своей	2	4
112	в одном	2	4
