N	2gram	Losev_Prob_1	Psycholo
1	и в	32	38
2	то что	42	35
3	все время	2	30
4	в том	9	25
5	в самом	6	25
6	самом деле	6	21
7	что в	12	20
8	может быть	14	19
9	и что	9	18
10	на то	8	16
11	что она	5	16
12	точки зрения	3	16
13	то есть	33	15
14	и т	11	14
15	том что	12	14
16	если бы	4	14
17	как бы	14	14
18	потому что	16	14
19	в этом	19	13
20	в этой	10	13
21	не только	17	12
22	таким образом	6	12
23	было бы	8	12
24	не в	4	12
25	мы видим	2	12
26	мы увидим	3	12
27	что он	7	11
28	то же	10	10
29	в сущности	2	10
30	что это	3	10
31	и не	31	10
32	же самое	9	10
33	и все	7	10
34	о которых	3	9
35	с точки	3	9
36	того чтобы	9	9
37	и то	6	8
38	с этим	3	8
39	все же	1	8
40	и как	6	8
41	говорит что	1	8
42	с тем	5	8
43	как и	3	8
44	и это	9	8
45	но только	2	8
46	так что	6	8
47	вовсе не	35	8
48	как раз	13	8
49	для того	8	8
50	перед нами	5	8
51	для нас	5	8
52	показать что	1	7
53	мы уже	5	7
54	с другой	3	7
55	заключается в	1	7
56	сущности говоря	1	7
57	мы можем	4	7
58	не может	8	7
59	как мы	7	7
60	в ее	3	7
61	никак не	4	7
62	между тем	2	7
63	а не	15	7
64	а в	4	7
65	и на	8	6
66	в которых	3	6
67	как это	6	6
68	и если	6	6
69	он не	3	6
70	бы совершенно	1	6
71	мы видели	1	6
72	в котором	5	6
73	тому что	4	6
74	она не	2	6
75	не имеет	2	6
76	и его	3	6
77	к тому	3	6
78	указывает на	14	6
79	ясно что	3	6
80	и здесь	6	6
81	о том	11	6
82	один из	4	6
83	если мы	11	6
84	из них	3	6
85	так как	11	6
86	до сих	3	6
87	которых мы	2	6
88	он говорит	1	6
89	должна быть	1	5
90	мы не	2	5
91	я не	1	5
92	в своем	5	5
93	в которой	2	5
94	на этом	1	5
95	в другом	1	5
96	несмотря на	3	5
97	в своей	8	5
98	т п	1	5
99	казалось бы	4	5
100	в его	6	5
101	но и	9	5
102	действующих лиц	2	5
103	вместе с	2	5
104	сих пор	3	5
105	или в	4	5
106	о котором	1	5
107	другой стороны	3	5
108	совершенно не	6	5
109	что эти	1	4
110	что если	2	4
111	которую мы	1	4
112	время как	1	4
113	во всех	7	4
114	не то	2	4
115	что они	3	4
116	как в	4	4
117	все эти	8	4
118	раз в	1	4
119	в себе	15	4
120	если он	1	4
121	в нем	13	4
122	при этом	6	4
123	т д	10	4
124	смысл и	3	4
125	но если	2	4
126	что этот	2	4
127	что эта	1	4
128	и другое	2	4
129	одна из	1	4
130	в нас	2	4
131	из него	1	4
132	никогда не	7	4
133	больше чем	2	4
134	в самой	3	4
135	как будто	3	4
136	в виду	6	4
137	только в	7	4
138	конечно не	1	4
139	не можем	2	4
140	при помощи	13	4
141	и даже	11	4
142	из которых	1	4
143	по своему	9	4
144	в течение	1	4
145	того что	7	4
146	и для	4	4
147	сказать что	13	4
148	ее в	2	4
149	должен быть	1	3
150	того же	3	3
151	сам автор	1	3
152	едва ли	2	3
153	и этот	1	3
154	по его	2	3
155	из всех	1	3
156	совсем не	4	3
157	что по	1	3
158	и к	1	3
159	но в	14	3
160	из этих	2	3
161	не к	1	3
162	одно и	1	3
163	что все	3	3
164	конечно в	2	3
165	его в	6	3
166	и тем	13	3
167	ни в	7	3
168	в них	7	3
169	далеко не	5	3
170	в такой	1	3
171	наше внимание	1	3
172	без всяких	2	3
173	мы говорили	4	3
174	место в	1	3
175	бы не	1	3
176	в то	6	3
177	того как	3	3
178	в основе	1	3
179	где он	1	3
180	и о	8	3
181	и которые	5	3
182	наряду с	1	3
183	он был	1	3
184	из одного	1	3
185	эти два	1	3
186	и только	4	3
187	здесь не	7	3
188	тот же	1	3
189	которое мы	1	3
190	не так	1	3
191	ее не	1	3
192	тем что	7	3
193	что не	3	3
194	то и	6	3
195	мы хотим	3	3
196	это только	2	3
197	который мы	2	3
198	только для	3	3
199	но это	8	3
200	все это	7	3
201	она должна	1	3
202	указать на	1	3
203	больше и	1	3
204	одновременно и	1	3
205	что под	1	3
206	а я	1	3
207	однако мы	1	3
208	к этому	1	3
209	как на	1	3
210	в таком	9	3
211	отношения к	1	2
212	например в	2	2
213	с с	1	2
214	себя как	1	2
215	увидим ниже	2	2
216	на самом	6	2
217	он может	1	2
218	что смысл	1	2
219	по преимуществу	2	2
220	не имеют	5	2
221	и больше	1	2
222	той же	1	2
223	и ничего	2	2
224	нам в	1	2
225	оно есть	1	2
226	и столь	1	2
227	большей частью	2	2
228	на их	1	2
229	что его	3	2
230	видели что	1	2
231	но как	6	2
232	с самой	1	2
233	в общем	1	2
234	не просто	23	2
235	и чем	1	2
236	отнюдь не	10	2
237	и я	1	2
238	в истории	4	2
239	тем больше	1	2
