N	3gram	Tiupa_Disk_1	Myshleni
1	с точки зрения	1	18
2	в том что	13	15
3	с другой стороны	3	9
4	с одной стороны	9	8
5	с самого начала	1	8
6	по отношению к	9	7
7	заключается в том	1	6
8	о том что	5	6
9	из того что	1	5
10	вместе с тем	1	5
11	в целом и	1	5
12	не может быть	3	5
13	до сих пор	1	4
14	между мыслью и	1	4
15	в этом отношении	1	4
16	можно сказать что	2	4
17	на то что	1	3
18	то же самое	2	3
19	сам по себе	1	3
20	в первую очередь	1	3
21	в том чтобы	2	3
22	во всяком случае	1	3
23	в свою очередь	3	3
24	по мере развития	1	3
25	по своей природе	2	2
26	том что в	2	2
27	и то же	1	2
28	прежде всего в	1	2
29	том что он	1	2
30	в известном смысле	1	2
31	быть сведено к	1	2
32	то же время	4	2
33	может быть сведено	1	2
34	в равной мере	1	2
35	одно и то	1	2
36	в данном случае	2	2
37	в значительной степени	2	2
38	а с другой	3	2
39	речь идет о	1	2
40	работа представляет собой	1	2
41	в то же	3	2
42	то что и	1	1
43	в чистом виде	1	1
44	стороны и к	1	1
45	или во всяком	1	1
46	если можно так	1	1
47	дело в том	1	1
48	большей или меньшей	2	1
49	на самом деле	1	1
50	в этом смысле	1	1
51	значении этого слова	1	1
52	индивидуального а не	1	1
53	в этом пункте	1	1
54	как раз и	1	1
55	и не может	1	1
56	и заключается в	1	1
57	но и потому	1	1
58	и в то	1	1
59	что он не	1	1
60	в отличие от	4	1
61	тех случаях когда	1	1
62	только то что	1	1
63	что не только	1	1
64	том числе и	2	1
65	можно так выразиться	1	1
66	и как бы	3	1
67	по крайней мере	2	1
68	в ходе своего	1	1
69	одной стороны и	2	1
70	ту или иную	1	1
71	едва ли не	2	1
72	и мн др	1	1
73	содержит в себе	1	1
74	в результате этого	1	1
75	не только в	2	1
76	состоит в том	2	1
77	в одно и	1	1
78	и потому что	1	1
79	и на его	1	1
80	аналогично тому как	1	1
81	что к этому	1	1
82	таким же образом	1	1
83	в строгом смысле	1	1
84	в целом ряде	1	1
85	на этом пути	1	1
86	ситуации в которой	1	1
87	до наших дней	1	1
88	в тех случаях	1	1
89	как и все	1	1
90	той ситуации в	1	1
91	в соответствии с	2	1
92	потому что в	1	1
93	и тем более	1	1
94	в конечном счете	1	1
95	но все же	1	1
96	один из важнейших	1	1
97	и все прочие	1	1
98	в том числе	2	1
99	в силу своей	2	1
100	тем не менее	1	1
101	лишь в тех	1	1
102	как и в	1	1
103	жизни сознания в	1	1
104	той или иной	3	1
