N	2gram	Medvedev_V_1	Istorich
1	т е	18	29
2	что он	4	24
3	и т	23	19
4	не только	25	18
5	т д	14	18
6	может быть	22	17
7	мы имеем	3	15
8	и в	26	15
9	никогда не	4	15
10	но и	10	14
11	так же	3	13
12	знаем что	2	12
13	что в	10	12
14	то что	6	12
15	а в	3	12
16	в этом	26	11
17	об этом	9	11
18	в этих	1	11
19	мы знаем	3	11
20	и не	19	11
21	то же	10	10
22	что они	3	10
23	его в	3	10
24	еще не	2	9
25	все же	5	9
26	в другом	2	9
27	с тем	3	9
28	потому что	1	9
29	он не	2	8
30	связи с	4	8
31	один из	5	8
32	очень много	1	8
33	мы видим	1	8
34	в нем	6	7
35	таким образом	31	7
36	том что	8	7
37	не в	6	7
38	вместе с	7	7
39	сих пор	1	7
40	связана с	2	6
41	то это	2	6
42	но в	2	6
43	и что	1	6
44	в его	14	6
45	что и	3	6
46	до сих	1	6
47	как бы	5	6
48	в том	15	6
49	только в	7	6
50	же как	2	5
51	и есть	5	5
52	как в	1	5
53	с этим	3	5
54	и наконец	2	5
55	имеем в	1	5
56	что она	2	5
57	было бы	7	5
58	этого не	1	5
59	здесь можно	1	5
60	в котором	3	5
61	на него	1	5
62	видим что	1	5
63	что при	2	5
64	можно было	2	5
65	так и	5	5
66	она не	3	5
67	в одном	4	5
68	прежде всего	13	5
69	а не	7	5
70	в связи	3	5
71	не может	17	5
72	к тому	4	5
73	что эти	1	4
74	со всех	1	4
75	увидим ниже	1	4
76	всех сторон	1	4
77	в ней	2	4
78	в себе	6	4
79	вот несколько	1	4
80	все эти	6	4
81	в этой	4	4
82	три года	2	4
83	после этого	2	4
84	они должны	2	4
85	показывает что	1	4
86	вопрос о	1	4
87	но он	1	4
88	дело не	1	4
89	того как	1	4
90	для нас	1	4
91	очень часто	1	4
92	о нем	1	4
93	с одной	2	4
94	его и	1	4
95	у него	6	4
96	тем что	1	4
97	и др	9	4
98	но это	1	4
99	одной из	1	4
100	к этой	1	4
101	и другие	1	4
102	они не	2	4
103	особенно часто	1	3
104	он был	1	3
105	видели что	3	3
106	что ее	1	3
107	когда он	3	3
108	привести к	1	3
109	он в	1	3
110	из этих	7	3
111	как он	2	3
112	на то	1	3
113	всех этих	2	3
114	подобно тому	2	3
115	в работе	3	3
116	говорит что	1	3
117	он и	2	3
118	хотя в	1	3
119	в их	5	3
120	что этот	1	3
121	и его	6	3
122	как будто	1	3
123	и это	1	3
124	но по	1	3
125	роль в	4	3
126	по мере	1	3
127	о том	10	3
128	после того	1	3
129	а именно	1	3
130	если это	1	3
131	того что	3	3
132	в качестве	11	3
133	же и	2	3
134	по отношению	7	3
135	в состоянии	1	3
136	одной стороны	2	3
137	что мы	2	3
138	как это	12	3
139	тому как	2	3
140	все это	10	3
141	между прочим	2	3
142	отношению к	7	3
143	также что	2	2
144	например в	3	2
145	самом деле	1	2
146	же явление	1	2
147	к таким	1	2
148	относится например	1	2
149	и для	2	2
150	еще до	1	2
151	ни один	7	2
152	хотя бы	19	2
153	и то	1	2
154	в которых	3	2
155	во всех	6	2
156	но не	2	2
157	этом говорит	1	2
158	не все	1	2
159	материал в	1	2
160	перед нами	4	2
161	в которой	2	2
162	тому же	1	2
163	на его	1	2
164	главным образом	7	2
165	так сказать	2	2
166	и социальной	2	2
167	в силу	11	2
168	и если	1	2
169	сказал что	1	2
170	очень разнообразны	1	2
171	из него	1	2
172	и по	3	2
173	человека в	2	2
174	а затем	2	2
175	и может	2	2
176	из них	9	2
177	его не	3	2
178	с другими	2	2
179	это не	7	2
180	и дает	1	2
181	есть и	1	2
182	в жизни	2	2
183	ни в	1	2
184	как и	7	2
185	мы видели	3	2
186	обратимся к	1	2
187	во время	3	2
188	и ее	4	2
189	не столько	2	2
190	и эти	1	2
191	их в	6	2
192	в таких	1	2
193	без участия	1	2
194	с которой	1	2
195	самого начала	1	2
196	одна из	4	2
197	иметь в	2	2
198	материалы и	1	2
199	в русском	1	2
200	другой стороны	8	2
201	кроме того	1	2
202	только с	2	2
203	мы в	1	2
204	могут быть	5	2
205	непонятными и	1	2
206	того чтобы	3	2
207	с ее	1	2
208	в виду	4	2
209	здесь не	1	2
210	приводит к	5	2
211	мнение что	1	2
212	что у	2	2
213	часто в	1	2
214	это только	4	2
215	другом месте	2	2
216	на вопрос	2	2
217	в глаза	1	2
218	д но	1	2
219	с другой	11	2
220	а также	1	2
221	что эта	1	2
222	в свете	1	2
223	к ней	1	2
224	в него	1	2
225	из видов	1	2
226	но с	2	2
227	оно и	1	2
228	с ними	4	2
229	и так	1	2
230	уже в	1	2
231	в нашей	4	2
232	является не	4	2
233	при помощи	3	2
234	и их	3	2
235	заметить что	1	2
236	и вместе	1	2
237	не было	7	2
238	в особенности	2	2
239	только у	2	2
240	о своей	1	2
241	и из	1	2
242	именно в	2	2
243	себя и	1	2
244	зависит от	2	2
245	самый факт	2	2
246	нет ничего	1	2
247	где же	1	2
248	происходит в	1	2
249	да и	1	2
250	по существу	3	2
251	в основном	5	2
252	показывают что	3	2
253	о его	2	2
254	это явление	1	2
255	или в	3	2
256	чтобы понять	1	2
257	будто бы	2	2
258	в системе	2	2
259	сказать что	5	2
260	ее в	4	2
261	можно говорить	1	1
262	сам по	1	1
263	он может	2	1
264	в стороне	1	1
265	это и	6	1
266	почти не	1	1
267	из его	3	1
268	в зависимости	6	1
269	и этот	2	1
270	укажем что	1	1
271	общественных отношений	1	1
272	по его	2	1
273	вытекающим из	1	1
274	она к	1	1
275	их и	4	1
276	а как	2	1
277	превратилась в	1	1
278	из своих	2	1
279	имеет свою	3	1
280	не слишком	1	1
281	из дальнейшего	1	1
282	говорить о	2	1
283	но она	1	1
284	на себя	1	1
285	похожи на	1	1
286	зависимости от	5	1
287	и он	2	1
288	это время	1	1
289	связи со	1	1
290	он сам	2	1
291	что его	2	1
292	с его	3	1
293	глубокой древности	1	1
294	от его	2	1
295	на основе	5	1
296	но как	3	1
297	это видно	2	1
298	а только	1	1
299	ответ на	1	1
300	разница в	1	1
301	в свои	1	1
302	как показывает	1	1
303	или у	1	1
304	отнюдь не	3	1
305	в истории	1	1
306	как говорит	5	1
307	как-то связана	1	1
308	вот как	4	1
309	в течение	2	1
310	и той	1	1
311	этого сложного	1	1
312	и как	3	1
313	что по	1	1
314	говорит об	2	1
315	и к	3	1
316	на своем	1	1
317	следующим образом	3	1
318	в целом	4	1
319	так или	1	1
320	в следующих	1	1
321	но на	1	1
322	жизнью и	1	1
323	это представление	1	1
324	как оно	1	1
325	же автор	1	1
326	одно другое	1	1
327	но некоторые	1	1
328	что ни	2	1
329	в комнату	2	1
330	так например	2	1
331	его хотя	1	1
332	в количестве	1	1
333	связанных с	1	1
334	них не	4	1
335	для своей	1	1
336	в несколько	1	1
337	с целью	1	1
338	входит в	1	1
339	это было	1	1
340	это одна	1	1
341	без нее	1	1
342	приходит в	1	1
343	или другого	1	1
344	смерть и	1	1
345	для них	1	1
346	в них	4	1
347	это положение	1	1
348	он же	5	1
349	точнее и	1	1
350	соответствии с	1	1
351	далеко не	2	1
352	как видно	1	1
353	не всегда	1	1
354	этим и	1	1
355	несмотря на	1	1
356	на белом	1	1
357	характерно что	1	1
358	ясно из	1	1
359	момент зарождения	1	1
360	и некоторые	1	1
361	в своей	4	1
362	что такое	2	1
363	это делает	3	1
