N	3gram	Voloshinov_1	Komedia
1	до сих пор	8	9
2	в том что	3	9
3	в самом деле	9	6
4	для того чтобы	3	6
5	в свою очередь	2	6
6	в то же	3	4
7	то же время	3	4
8	с самого начала	4	4
9	по отношению к	2	3
10	с точки зрения	20	3
11	в связи с	7	3
12	во всяком случае	2	3
13	до тех пор	2	3
14	и речи о	1	3
15	и в самом	1	3
16	с одной стороны	1	3
17	тем не менее	2	3
18	то же самое	3	3
19	так или иначе	1	2
20	в этом случае	3	2
21	бы то ни	8	2
22	в этом отношении	3	2
23	то ни было	8	2
24	в конце концов	3	2
25	по отношению ко	1	2
26	с другой стороны	5	2
27	но все же	3	2
28	к этому же	1	1
29	не могла быть	1	1
30	чуть ли не	1	1
31	и для самого	1	1
32	более или менее	1	1
33	равно как и	1	1
34	подобно тому как	1	1
35	в том числе	2	1
36	же время все	1	1
37	на первый план	2	1
38	и там и	1	1
39	в отличие от	5	1
40	независимо от того	1	1
41	отнюдь не является	3	1
42	и не может	9	1
43	каждом из них	1	1
44	может быть только	1	1
45	с этой точки	1	1
46	и не дает	1	1
47	в настоящее время	6	1
48	в первом случае	3	1
49	себе отчет в	2	1
50	таким образом и	1	1
51	не знает в	1	1
52	друг друга в	2	1
53	но при этом	2	1
54	само собой разумеющимся	1	1
55	в достаточной степени	2	1
56	время все эти	1	1
57	этой точки зрения	1	1
58	сих пор не	1	1
59	там и здесь	1	1
60	так и в	1	1
61	можно сказать что	3	1
62	и без того	1	1
63	что и для	1	1
64	и не хочет	1	1
65	ничего общего с	2	1
66	точки зрения самого	1	1
67	вопрос о том	2	1
68	в основе своей	1	1
69	как мы знаем	5	1
70	как раз эта	1	1
71	к тому что	1	1
72	друг от друга	1	1
73	в отношении к	4	1
74	друг за другом	1	1
75	все это делает	1	1
76	друг с другом	1	1
77	и между ними	1	1
78	выходят за пределы	1	1
79	том числе и	2	1
