N	3gram	Medvedev_F_1	FransuaR
1	то же время	8	9
2	в то же	8	9
3	прежде всего в	3	4
4	в том числе	1	4
5	как мы видели	2	4
6	в свою очередь	6	3
7	с точки зрения	13	3
8	но в то	2	3
9	все то что	1	3
10	так и в	4	3
11	в том что	1	3
12	по отношению к	4	2
13	более или менее	6	2
14	и до конца	3	2
15	жизнь и судьба	1	2
16	в этом отношении	1	2
17	в большинстве случаев	2	2
18	том числе и	1	2
19	все это в	1	2
20	начала и до	2	2
21	в его целом	8	2
22	в реальном пространстве	1	2
23	с начала и	2	2
24	в отрыве от	1	2
25	в более или	1	2
26	совсем не так	1	1
27	по своей природе	1	1
28	и может быть	1	1
29	то что было	1	1
30	в процессе борьбы	1	1
31	в изобразительных искусствах	1	1
32	только и может	2	1
33	в чем же	1	1
34	на самом деле	6	1
35	же время и	1	1
36	создает специфическую атмосферу	1	1
37	в том и	1	1
38	мы уже знаем	1	1
39	гораздо большей степени	1	1
40	это отношение к	1	1
41	уже знаем что	1	1
42	ярко проявляется в	1	1
43	в той же	1	1
44	но и в	1	1
45	на самом же	1	1
46	по аналогии с	3	1
47	в гораздо большей	1	1
48	все же в	1	1
49	же время здесь	1	1
50	ни взяли мы	1	1
51	в нем как	1	1
52	некоторое влияние на	1	1
53	в этом процессе	2	1
54	со всех сторон	1	1
55	как в его	1	1
56	и не в	2	1
57	в его движении	1	1
58	точки зрения их	2	1
59	в этом романе	1	1
60	в это время	1	1
61	роль в истории	1	1
62	у них своя	1	1
63	в применении к	2	1
64	ее в свою	1	1
65	в данном случае	1	1
66	а также и	1	1
67	все это уже	1	1
68	и в этом	2	1
69	еще не было	1	1
70	у них и	1	1
71	он может и	1	1
72	как целое так	1	1
73	то же что	1	1
74	целое так и	1	1
75	мы здесь не	1	1
76	в связи с	2	1
77	и наконец от	1	1
78	в связи со	2	1
79	не могла не	1	1
80	века особенно в	1	1
81	во всем своем	1	1
82	целом так и	2	1
83	существенное влияние на	1	1
84	во всяком случае	4	1
85	как и все	2	1
86	его целом так	1	1
87	реального пространства и	1	1
88	ничего общего с	1	1
89	к нему и	1	1
90	и тем самым	1	1
91	как и во	1	1
92	с самого начала	1	1
93	нужно сказать что	1	1
94	выходит за пределы	1	1
95	во всех ее	1	1
96	самом же деле	1	1
97	друг от друга	2	1
98	в этом смысле	1	1
99	мы видим что	1	1
100	не подлежит конечно	1	1
101	и в том	1	1
102	эпоху и в	1	1
103	в последнем счете	1	1
104	мы увидим что	1	1
105	не в этом	1	1
