N	3gram	Potebnia_M_4	Vladivir
1	в том что	7	10
2	тем не менее	4	9
3	о том что	5	8
4	с точки зрения	3	6
5	вместе с тем	3	6
6	не может быть	5	6
7	там же с	2	6
8	что же касается	1	5
9	и в этом	4	5
10	дело в том	1	5
11	точно так же	1	4
12	и то что	4	4
13	в то время	1	4
14	в настоящее время	1	3
15	только в том	2	3
16	хотя бы и	2	3
17	то что в	2	3
18	в том случае	3	3
19	во всяком случае	3	3
20	с одной стороны	1	3
21	в то же	3	3
22	и в отношении	1	3
23	само по себе	5	3
24	что и в	2	3
25	иметь в виду	1	2
26	в таком случае	2	2
27	сам по себе	4	2
28	в этом отношении	1	2
29	том случае если	1	2
30	в это время	1	2
31	в данном случае	2	2
32	даже и в	1	2
33	так или иначе	2	2
34	в связи с	1	2
35	с другой стороны	1	2
36	и в том	2	2
37	и в таком	1	2
38	то же время	3	2
39	и вместе с	1	2
40	ничего общего с	1	2
41	на то что	4	2
42	к тому что	1	2
43	в сравнении с	1	2
44	таким образом если	1	1
45	что иное как	2	1
46	на вопрос что	1	1
47	а следовательно и	1	1
48	не менее этот	1	1
49	мы указываем на	1	1
50	сказать что в	1	1
51	потому что в	3	1
52	половины xix века	1	1
53	в виду что	1	1
54	да и не	1	1
55	и не только	1	1
56	а не другим	1	1
57	что перед нами	1	1
58	это было бы	1	1
59	каждый раз как	1	1
60	в том и	2	1
61	так что в	1	1
62	внимание на то	3	1
63	это не подлежит	1	1
64	в том же	2	1
65	это есть его	1	1
66	о том как	1	1
67	в этом случае	5	1
68	о том почему	1	1
69	находим уже в	1	1
70	до сих пор	4	1
71	и то и	1	1
72	для того чтоб	1	1
73	нетрудно заметить что	2	1
74	того что мы	1	1
75	сих пор не	1	1
76	с тем что	4	1
77	не доходит до	1	1
78	что в нем	1	1
79	для нас значение	1	1
80	она мне представлялась	1	1
81	и это есть	2	1
82	и не как	1	1
83	и не в	1	1
84	то и другое	2	1
85	может быть и	1	1
86	не есть только	3	1
87	можно думать что	2	1
88	при всей своей	1	1
89	вопрос о том	2	1
90	или как говорит	1	1
91	если бы мы	1	1
92	то что есть	1	1
93	второй половины xix	1	1
94	и нельзя сказать	1	1
95	и потому не	1	1
96	но и не	1	1
97	целым рядом других	1	1
98	то что все	1	1
99	кроме того в	1	1
100	если бы не	2	1
101	все то что	1	1
102	еще до сих	1	1
103	не имеет никакого	1	1
104	той или другой	1	1
105	в истории и	1	1
106	тем и другим	3	1
107	такой взгляд на	1	1
108	мы не можем	3	1
109	есть нечто уже	1	1
110	в одно целое	1	1
111	там же в	1	1
112	нет ничего кроме	1	1
113	сказать и о	1	1
114	бы это было	1	1
115	нельзя сказать чтобы	2	1
116	с самого начала	1	1
117	не только не	3	1
118	и так как	1	1
119	бы он ни	1	1
120	заключается в том	1	1
121	мы уже не	1	1
122	в том числе	1	1
123	в силу которого	2	1
124	в том смысле	2	1
125	в каком отношении	1	1
126	не что иное	2	1
127	том случае когда	1	1
128	что же при	1	1
129	для того чтобы	4	1
130	лишь в том	1	1
131	сказать чтобы он	1	1
132	то же самое	4	1
133	один и что	1	1
