N	2gram	Propp_Isto_1	Psycholo
1	то что	9	32
2	и в	28	31
3	в том	9	30
4	и т	25	26
5	что в	12	23
6	может быть	25	22
7	таким образом	8	20
8	при помощи	2	20
9	совершенно ясно	1	19
10	при этом	3	19
11	ясно что	2	19
12	так как	6	18
13	художественного произведения	1	17
14	не может	15	17
15	как и	4	16
16	том что	7	16
17	т п	1	16
18	и не	9	16
19	только в	11	14
20	не только	12	13
21	что и	6	13
22	а не	15	13
23	мы не	10	12
24	если мы	3	12
25	так же	7	12
26	в этом	8	12
27	не в	9	11
28	в области	2	11
29	могут быть	4	11
30	на то	4	10
31	того что	4	10
32	потому что	4	10
33	по себе	3	9
34	как в	2	9
35	т д	22	8
36	и что	10	8
37	всякий раз	1	8
38	никогда не	14	8
39	что мы	7	8
40	вместе с	6	8
41	все это	4	8
42	во всяком	1	8
43	только тогда	1	7
44	том чтобы	2	7
45	на основании	1	7
46	сказать что	5	7
47	того чтобы	1	7
48	и его	3	7
49	о том	9	7
50	тому как	1	7
51	что он	10	7
52	что это	8	6
53	зависимости от	2	6
54	отнюдь не	1	6
55	целый ряд	1	6
56	из этих	1	6
57	что она	5	6
58	для того	1	6
59	было бы	7	6
60	если бы	8	6
61	в его	5	6
62	вслед за	6	6
63	вовсе не	2	6
64	и даже	4	6
65	совершенно точно	1	6
66	одной стороны	4	6
67	а в	7	6
68	и есть	1	5
69	в зависимости	2	5
70	то же	12	5
71	время как	3	5
72	в ее	2	5
73	с одной	4	5
74	в целом	2	5
75	подобно тому	1	5
76	показывает что	3	5
77	несмотря на	1	5
78	оказывается что	1	5
79	она не	1	5
80	в то	3	5
81	тогда когда	2	5
82	как будто	4	5
83	утверждать что	3	5
84	то время	3	5
85	для нас	13	5
86	с другой	6	5
87	мы видим	11	5
88	в какой	3	5
89	так что	4	5
90	был бы	2	5
91	само по	2	5
92	совершенно не	1	5
93	как бы	2	5
94	все же	10	5
95	и для	4	5
96	и все	1	5
97	другой стороны	5	5
98	же как	2	4
99	в котором	3	4
100	мы имеем	13	4
101	в которой	1	4
102	в виду	1	4
103	столь же	2	4
104	точка зрения	2	4
105	у него	1	4
106	отличие от	2	4
107	в себе	2	4
108	и если	2	4
109	по существу	5	4
110	в совершенно	1	4
111	от себя	1	4
112	тому что	1	4
113	одна из	2	4
114	только из	2	4
115	у нас	1	4
116	очень часто	3	4
117	к тому	6	4
118	те же	1	4
119	со стороны	2	4
120	никак не	1	4
121	прежде всего	10	4
122	между тем	2	4
123	мы никогда	1	4
124	один из	4	4
125	мы увидим	10	4
126	отсюда совершенно	1	4
127	для всех	2	4
128	и у	1	4
129	мы можем	1	4
130	там где	4	4
131	и так	1	4
132	как это	3	4
133	как нельзя	1	4
134	этого слова	1	4
135	в результате	1	4
136	чтобы понять	1	4
137	в этих	7	4
138	указывает на	2	4
139	и другие	4	4
140	к этому	2	4
141	речь идет	1	3
142	например в	5	3
143	это и	1	3
144	тем же	1	3
145	что эти	1	3
146	должна быть	5	3
147	социальной и	1	3
148	вопрос о	5	3
149	эпохи в	1	3
150	из которых	3	3
151	себе а	1	3
152	в которых	1	3
153	именно эти	1	3
154	совсем не	1	3
155	но не	5	3
156	с этим	4	3
157	стороны и	1	3
158	в своем	5	3
159	хотя и	1	3
160	и к	1	3
161	себе не	1	3
162	но в	8	3
163	та же	1	3
164	в этой	6	3
165	его и	2	3
166	тому же	1	3
167	надо сказать	3	3
168	в силу	5	3
169	и вот	2	3
170	и по	3	3
171	тому чтобы	1	3
172	общественного развития	1	3
173	с тем	4	3
174	легче всего	1	3
175	мы знаем	4	3
176	в своей	1	3
177	представление о	1	3
178	в отличие	2	3
179	для объяснения	2	3
180	точку зрения	3	3
181	задачи и	1	3
182	чистом виде	2	3
183	что эта	1	3
184	точно так	3	3
185	во всем	3	3
186	у меня	3	3
187	не могут	2	3
188	когда мы	2	3
189	что оно	1	3
190	не есть	2	3
191	и это	1	3
192	нет никакой	1	3
193	и когда	2	3
194	так и	9	3
195	что у	1	3
196	исследования и	1	3
197	но мы	2	3
198	чтобы вызвать	1	3
199	же мысль	1	3
200	он не	2	3
201	в конечном	2	3
202	в частности	2	3
203	дело с	2	3
204	который в	1	3
205	не можем	3	3
206	только на	1	3
207	мышления и	1	3
208	слова в	1	3
209	в конце	1	3
210	и только	2	3
211	на примере	1	3
212	до сих	5	3
213	не было	1	3
214	могут служить	1	3
215	из его	1	3
216	сих пор	5	3
217	но это	4	3
218	должны быть	4	3
219	каждой из	1	3
220	и другими	1	3
221	это все	1	3
222	т е	10	3
223	ту же	1	2
224	что образ	1	2
225	и то	1	2
226	на самом	1	2
227	тех же	1	2
228	из всех	2	2
229	есть не	1	2
230	она в	1	2
231	как мы	3	2
232	есть нечто	1	2
233	но даже	1	2
234	большей частью	2	2
235	только то	1	2
236	на основе	5	2
237	но как	1	2
238	а только	2	2
239	не то	4	2
240	или иное	1	2
241	что они	5	2
242	если она	1	2
243	независимо от	1	2
244	последнее время	1	2
245	непригодна для	1	2
246	в полном	1	2
247	когда он	6	2
248	к числу	1	2
249	более или	5	2
250	увидим что	5	2
251	как таковое	1	2
252	в себя	1	2
253	к чему	3	2
254	действия и	3	2
255	мы получаем	1	2
256	представляет собой	4	2
257	и тот	2	2
258	как он	2	2
259	в нем	2	2
260	главным образом	1	2
261	этого вопроса	3	2
262	же самая	1	2
263	имеем все	1	2
264	в немецкой	2	2
265	или иных	1	2
266	раз из	1	2
267	и с	4	2
268	не дает	2	2
269	его в	6	2
270	этом смысле	1	2
271	и тем	2	2
272	в них	1	2
273	не всегда	8	2
274	и тогда	3	2
275	или менее	5	2
276	есть работа	1	2
277	и сейчас	1	2
278	что такое	2	2
279	в такой	2	2
280	иначе как	1	2
281	бы мы	2	2
282	одном из	1	2
283	тем не	6	2
284	их в	5	2
285	даже в	4	2
286	они сами	1	2
287	можно ли	1	2
288	свою работу	1	2
289	не менее	6	2
290	с теми	1	2
291	в основе	4	2
292	это мы	1	2
293	ничего не	2	2
294	видим что	9	2
295	тех или	1	2
296	к работе	1	2
297	что речь	1	2
298	этом отношении	1	2
299	нет все	1	2
300	их от	1	2
301	в известных	1	2
302	в основу	1	2
303	есть только	3	2
304	же самое	3	2
305	сверху и	1	2
306	отказаться от	2	2
307	на это	2	2
308	на вопрос	2	2
309	приходит к	1	2
310	образы и	1	2
311	связи со	1	2
312	приводит к	2	2
313	материала для	1	2
314	том случае	1	2
315	силу того	1	2
316	с ним	2	2
317	означает что	4	2
318	все дело	1	2
319	и здесь	7	2
320	своей форме	1	2
321	там же	2	2
322	но и	10	2
323	нас в	2	2
324	тем или	1	2
325	этому поводу	2	2
326	в другой	1	2
327	приводит и	1	2
328	и другую	1	2
329	что здесь	5	2
330	видели что	3	2
331	тот же	2	2
332	будь то	1	2
333	и потому	2	2
334	помощи которого	1	2
335	по этому	2	2
336	в качестве	5	2
337	уже не	3	2
338	в жизни	1	2
339	от других	1	2
340	из них	3	2
341	одно из	1	2
342	и их	3	2
343	в одном	5	2
344	к ним	4	2
345	но что	1	2
346	должны будем	4	2
347	как раз	2	2
348	в каком	1	2
349	что для	1	2
350	говорит о	2	2
351	то и	2	2
352	не означает	2	2
353	когда она	1	2
354	в связи	4	2
355	мы видели	2	2
356	к жизни	1	2
357	в особый	1	2
358	смысле этого	1	2
359	что же	3	2
360	может считаться	1	2
361	по ним	1	2
362	в изучении	1	2
363	к другим	1	2
364	в книге	3	2
365	не знаем	2	2
366	не существует	2	2
367	и от	2	2
368	это можно	1	2
369	его не	1	2
370	тот кто	1	2
371	или иным	1	2
372	бы в	2	2
373	к этой	1	2
374	и как	2	2
375	будто бы	3	2
376	или не	1	2
377	есть продукт	1	2
378	обратиться к	1	2
379	до тех	1	2
380	из этого	2	2
381	только о	1	2
382	имеет в	1	2
383	гораздо более	1	2
384	полнотой и	1	1
385	рассматривается как	1	1
386	связана с	1	1
387	утверждение что	1	1
388	жизни мы	1	1
389	непосредственно не	1	1
390	в первом	1	1
391	остальное есть	1	1
392	ведь и	1	1
393	и больше	1	1
394	едва ли	1	1
395	и этот	1	1
396	к уничтожению	1	1
397	что если	2	1
398	которую мы	1	1
399	черты но	1	1
400	мы непременно	1	1
401	он как	1	1
402	в египетской	1	1
403	но она	1	1
404	что иное	1	1
405	совершенно ясен	1	1
406	этот факт	1	1
407	в полной	1	1
408	я не	3	1
409	и ее	1	1
410	наша цель	1	1
411	ему в	3	1
412	то это	3	1
413	замечено что	1	1
414	и был	1	1
415	это время	2	1
416	в ней	7	1
417	все остальное	1	1
418	материальной жизни	1	1
419	на другом	1	1
420	целое и	2	1
421	еще не	7	1
422	и на	4	1
423	и многие	1	1
424	поэтому совершенно	1	1
425	время в	1	1
426	бы то	2	1
427	во всех	2	1
428	там и	3	1
429	как таковая	2	1
430	то мы	4	1
431	из крупнейших	1	1
432	то он	2	1
433	о смерти	6	1
434	в сторону	1	1
435	ответ на	2	1
436	для всякого	1	1
437	изменения и	1	1
438	исторический факт	1	1
439	иначе не	1	1
440	один и	2	1
441	точно отграничить	1	1
442	относится к	2	1
443	материалом для	1	1
444	метод и	1	1
445	дело идет	1	1
446	книги часто	1	1
447	за этим	1	1
448	что как	1	1
449	далее мы	1	1
450	перед нами	3	1
451	это отнюдь	1	1
452	то ясно	2	1
453	от изучения	1	1
454	могли бы	3	1
455	как уже	2	1
456	праздник и	1	1
457	конечно не	2	1
458	и хотя	1	1
459	то в	1	1
460	за собой	2	1
461	случае они	1	1
462	а во-вторых	1	1
463	в тех	2	1
464	одной общей	1	1
465	при исполнении	1	1
466	во многих	2	1
467	всей его	1	1
468	вследствие этого	2	1
469	как оно	2	1
470	и легко	1	1
471	безотносительно к	2	1
472	и еще	1	1
473	различные формы	2	1
474	и социальной	1	1
475	в понимании	1	1
476	он должен	2	1
477	что нужно	2	1
478	сказал что	1	1
479	ни было	2	1
480	ясна в	1	1
481	мы обратимся	1	1
482	является не	1	1
483	и нам	1	1
484	предполагается что	1	1
485	но все	4	1
486	могла бы	1	1
487	а затем	2	1
488	этом он	1	1
489	об этом	4	1
490	связанных с	1	1
491	времени и	1	1
492	а как	1	1
493	знает что	1	1
494	подходит к	1	1
495	это не	7	1
496	живет в	2	1
497	окажется что	1	1
498	этого целого	1	1
499	и мы	2	1
500	но их	1	1
501	развивается от	1	1
502	за ней	1	1
503	чаще всего	1	1
504	в большей	1	1
505	на этот	2	1
506	есть средство	1	1
507	взглядов и	1	1
508	это положение	2	1
509	что сказать	1	1
510	всех форм	1	1
511	исходили из	1	1
512	ни одной	2	1
513	как разнообразно	1	1
514	и уже	1	1
515	которой он	1	1
516	мы хотели	1	1
517	ею и	1	1
518	чем в	1	1
519	ведет к	2	1
520	значения этого	1	1
521	обратимся к	1	1
522	лучше всего	2	1
523	задачей изучение	1	1
524	роль играют	2	1
525	для него	2	1
526	но если	2	1
527	к тем	1	1
528	заключить что	2	1
529	экономического развития	1	1
530	нас не	3	1
531	области как	1	1
532	попасть в	3	1
533	из анализа	1	1
534	знаем что	1	1
535	перед ней	1	1
536	должны были	2	1
537	природы но	1	1
538	для изучения	6	1
539	может вызвать	1	1
540	а есть	1	1
541	образом и	1	1
542	над ними	1	1
543	в прямом	1	1
544	и более	1	1
545	не могли	1	1
546	однако в	2	1
547	с такими	1	1
