N	4gram	Trubetskoy_1	Problema
1	дело в том что	1	3
2	одного и того же	3	2
3	которой мы говорили выше	1	1
4	и с точки зрения	1	1
5	одно и то же	1	1
6	как мы видели выше	1	1
7	в то время как	1	1
8	только в этом случае	1	1
9	в этом последнем случае	1	1
10	заключается в том что	2	1
11	которых мы говорили выше	3	1
12	том и в другом	1	1
13	но для того чтобы	1	1
14	и в том и	1	1
15	о которых мы говорили	3	1
16	и уже одно это	1	1
17	о которой мы говорили	2	1
18	в том и в	1	1
19	в том что все	1	1
20	и в другом случае	1	1
21	а может быть и	1	1
22	не говоря уже о	1	1
