N	2gram	Berdyaev_N_1	Myshleni
1	в том	8	42
2	том что	2	35
3	в этом	7	24
4	и в	16	20
5	что в	9	19
6	в основе	3	17
7	не только	5	15
8	то что	4	15
9	может быть	7	12
10	с другой	3	12
11	потому что	4	12
12	в его	1	11
13	так же	2	11
14	мы должны	1	11
15	в истории	3	10
16	в себе	2	10
17	только в	1	10
18	так как	1	10
19	того же	1	9
20	как и	7	9
21	с одной	2	9
22	слова в	1	9
23	одной стороны	2	9
24	как это	2	9
25	другой стороны	2	9
26	но и	3	9
27	было бы	1	8
28	этом смысле	2	8
29	и что	2	8
30	вместе с	2	8
31	и не	11	8
32	в своей	3	7
33	и более	1	7
34	они являются	1	7
35	могут быть	2	7
36	того чтобы	2	7
37	тем что	1	7
38	а не	17	7
39	что мы	1	7
40	же как	2	6
41	в самом	1	6
42	и на	2	6
43	с тем	3	6
44	одного и	1	6
45	к одному	1	6
46	по своей	1	6
47	к тому	3	6
48	можно было	2	6
49	в силу	1	6
50	что он	1	6
51	уже в	1	6
52	не может	16	6
53	такого рода	2	6
54	сказать что	3	6
55	мы уже	1	5
56	как в	3	5
57	с этим	2	5
58	и к	5	5
59	все эти	2	5
60	это не	4	5
61	и того	1	5
62	и его	1	5
63	никогда не	6	5
64	так и	2	5
65	о том	4	5
66	раньше чем	1	5
67	для того	1	5
68	что такое	3	5
69	в сущности	1	4
70	в своем	1	4
71	и с	2	4
72	не в	6	4
73	роль в	2	4
74	и только	1	4
75	все время	2	4
76	из них	1	4
77	друг друга	1	4
78	в области	1	4
79	по своему	4	4
80	в смысле	2	4
81	и для	4	4
82	во всяком	1	4
83	не имеют	2	3
84	на место	1	3
85	в виду	1	3
86	бы сказать	1	3
87	в чем	1	3
88	себе и	1	3
89	говорит что	1	3
90	но в	2	3
91	в которой	1	3
92	в этой	1	3
93	что все	2	3
94	знает что	1	3
95	ни в	6	3
96	в этих	1	3
97	нас к	1	3
98	не менее	4	3
99	во всем	1	3
100	не могут	1	3
101	оно может	1	3
102	приводит к	1	3
103	и когда	1	3
104	учит нас	1	3
105	должно быть	4	3
106	и во	1	3
107	но не	2	3
108	всяком случае	1	3
109	себя в	2	3
110	не означает	3	3
111	от того	1	3
112	к которому	1	3
113	наряду с	3	3
114	по существу	2	3
115	формы и	2	3
116	и от	2	3
117	основе их	1	3
118	связана с	2	2
119	переход от	1	2
120	должна быть	3	2
121	высшей степени	6	2
122	место в	2	2
123	зависимости от	1	2
124	в ней	5	2
125	отличие от	1	2
126	из этих	1	2
127	в известном	1	2
128	не есть	3	2
129	дальше и	1	2
130	вообще не	1	2
131	в нем	5	2
132	все другие	1	2
133	том чтобы	2	2
134	мысли как	1	2
135	подобно тому	3	2
136	в основу	1	2
137	к образованию	2	2
138	в высшей	6	2
139	такой же	2	2
140	переходе от	2	2
141	установить что	1	2
142	в отличие	1	2
143	мысли и	2	2
144	их в	1	2
145	что этот	1	2
146	в той	1	2
147	не имеет	4	2
148	не по	1	2
149	и отдельных	1	2
150	под этим	1	2
151	самое явление	1	2
152	когда мы	2	2
153	в наши	3	2
154	и это	2	2
155	на нем	1	2
156	и которые	1	2
157	еще не	3	2
158	мы в	1	2
159	смысле и	1	2
160	они возникают	1	2
161	а также	1	2
162	к нему	1	2
163	значит что	4	2
164	и у	1	2
165	вопроса о	1	2
166	от других	1	2
167	у него	2	2
168	которые могут	1	2
169	в истинном	1	2
170	в каком	1	2
171	прежде всего	4	2
