N	3gram	Potebnia_M_3	KulturaY
1	и т п	2	18
2	для того чтобы	3	15
3	в том что	16	15
4	и т д	3	14
5	в том чтобы	2	8
6	по отношению к	5	8
7	в самом деле	1	7
8	только потому что	2	6
9	с другой стороны	4	6
10	о том что	1	5
11	в этом отношении	2	5
12	по крайней мере	5	5
13	до сих пор	3	4
14	не в том	5	4
15	том что он	2	4
16	тем не менее	3	4
17	мере того как	3	3
18	более или менее	3	3
19	по мере того	3	3
20	только в том	3	3
21	вместе с тем	4	3
22	в свою очередь	3	3
23	не может быть	3	3
24	в силу того	1	2
25	сводится к тому	1	2
26	того что в	1	2
27	на самом деле	1	2
28	на то что	1	2
29	так или иначе	1	2
30	потому что не	3	2
31	что язык есть	1	2
32	рано или поздно	1	2
33	в целом и	1	2
34	так и в	2	2
35	в свое время	1	2
36	именно в том	2	2
37	а в том	5	2
38	силу того что	1	2
39	то же время	5	2
40	тогда когда он	1	2
41	заключается в том	1	2
42	и в самом	2	2
43	то же в	1	2
44	в то же	5	2
45	к тому что	2	2
46	том что оно	2	2
47	том что она	1	1
48	в том виде	1	1
49	и может быть	2	1
50	что в последнем	1	1
51	потому что он	3	1
52	себе представить что	1	1
53	можно себе представить	1	1
54	уже при самом	1	1
55	не в силах	1	1
56	имеет своим предметом	1	1
57	речи не только	1	1
58	в действительности и	1	1
59	не может но	1	1
60	это было бы	1	1
61	не говоря уже	1	1
62	как увидим ниже	1	1
63	во многих случаях	1	1
64	всякий раз при	1	1
65	и там где	1	1
66	в живой речи	2	1
67	с одной стороны	3	1
68	отношению к своему	1	1
69	для себя и	1	1
70	и притом не	1	1
71	в таких случаях	1	1
72	сами по себе	1	1
73	между собою в	1	1
74	от этого не	1	1
75	в строгом смысле	1	1
76	лишь тогда когда	1	1
77	каждое из них	1	1
78	а вместе с	1	1
79	в собственном смысле	2	1
80	состоит не в	1	1
81	со своей точки	1	1
82	в противном случае	1	1
83	была бы уже	1	1
84	в том случае	1	1
85	так что в	1	1
86	одно и то	5	1
87	не только из	1	1
88	общем смысле этого	1	1
89	свою очередь есть	1	1
90	ничего общего с	1	1
91	в первом случае	2	1
92	не только в	4	1
93	в языке есть	1	1
94	к вопросу о	1	1
95	нужно для того	1	1
96	если бы в	1	1
97	потому что оно	2	1
98	и то же	5	1
99	на первых порах	2	1
100	его как и	1	1
101	притом не только	1	1
102	в том смысле	3	1
103	но и с	1	1
104	связанных между собою	1	1
105	единство звука и	1	1
106	само по себе	3	1
107	то же слово	2	1
108	же в самом	1	1
109	потому что они	1	1
110	разве только в	1	1
111	а может быть	1	1
112	деле может быть	1	1
113	самом деле в	1	1
114	и в таком	1	1
115	т д не	1	1
116	этого слова и	2	1
117	вместе с ним	1	1
118	в них уже	1	1
119	вовсе не в	1	1
120	от того что	5	1
121	том смысле что	1	1
122	оно действительно дает	1	1
123	лишь в том	1	1
124	что в ней	2	1
125	далеко не всегда	1	1
126	и если бы	1	1
127	и тем самым	1	1
128	до и после	1	1
129	живой речи в	1	1
130	в каждой из	1	1
131	еще один пример	1	1
132	смысле этого слова	7	1
133	друг от друга	1	1
134	тем более что	1	1
135	язык есть средство	2	1
136	образом то что	1	1
137	после того как	1	1
138	что оно не	1	1
139	или в том	1	1
140	с течением времени	1	1
141	предположить что в	1	1
142	них уже не	1	1
143	таким образом в	1	1
144	внутренняя форма слова	2	1
145	что слово есть	1	1
146	и в слове	2	1
147	того как мы	1	1
148	что для нас	1	1
149	все то что	1	1
150	не имел бы	1	1
151	этого слова но	1	1
152	что и в	3	1
153	только тогда когда	7	1
154	того чтобы устранить	1	1
155	своей точки зрения	1	1
