N	3gram	Trubetskoy_1	Komedia
1	до сих пор	5	9
2	в том что	3	9
3	в самом деле	1	6
4	для того чтобы	5	6
5	в свою очередь	1	6
6	в то же	2	4
7	о том что	4	4
8	то же время	2	4
9	с самого начала	2	4
10	к тому же	4	4
11	по отношению к	1	3
12	о том как	1	3
13	с точки зрения	6	3
14	вместе с тем	8	3
15	в связи с	3	3
16	во всяком случае	6	3
17	речь идет о	1	3
18	с одной стороны	7	3
19	тем не менее	3	3
20	то же самое	2	3
21	состоит в том	1	2
22	так или иначе	3	2
23	по сравнению с	2	2
24	бы то ни	2	2
25	в этом отношении	2	2
26	то ни было	2	2
27	в конце концов	3	2
28	обстоит дело с	1	2
29	с другой стороны	1	2
30	в то время	1	2
31	но все же	4	2
32	на этот раз	1	2
33	что и в	1	2
34	именно потому что	1	2
35	таким образом если	2	1
36	прежде всего отдать	1	1
37	ничем не отличаются	1	1
38	в силу этого	1	1
39	из всех богов	1	1
40	сам он не	1	1
41	чуть ли не	1	1
42	более или менее	5	1
43	имеем в виду	1	1
44	отличаются от людей	1	1
45	в том числе	5	1
46	а с точки	1	1
47	в соответствии с	1	1
48	сих пор еще	2	1
49	тому же пути	1	1
50	не отличаются от	1	1
51	к одной из	2	1
52	и в то	1	1
53	примыкает именно к	1	1
54	к этому что	1	1
55	в отличие от	1	1
56	по тому же	1	1
57	в первую очередь	1	1
58	в его героях	1	1
59	ней и не	1	1
60	на то что	2	1
61	на пути к	2	1
62	с этой точки	2	1
63	по крайней мере	5	1
64	из этих слов	1	1
65	точки зрения того	1	1
66	же что и	1	1
67	как бы то	2	1
68	в настоящее время	1	1
69	в первом случае	1	1
70	но при этом	1	1
71	то что он	2	1
72	к лицу с	1	1
73	к нему в	1	1
74	из них не	1	1
75	но вместе с	2	1
76	как бы в	1	1
77	этой точки зрения	2	1
78	сих пор не	1	1
79	не имеет больше	1	1
80	по своему характеру	1	1
81	что и у	1	1
82	в так называемом	1	1
83	так и в	1	1
84	можно сказать что	2	1
85	ничего общего с	2	1
86	и никогда не	1	1
87	всего отдать себе	1	1
88	да и сами	1	1
89	мы имеем в	1	1
90	после того как	1	1
91	друг с другом	5	1
92	и в этом	2	1
93	сих пор были	1	1
94	лицом к лицу	1	1
95	том числе и	4	1
96	и здесь не	1	1
