N	2gram	Bakhtin_Fr_7	OGranits
1	и в	41	13
2	и его	9	12
3	прежде всего	11	9
4	может быть	4	8
5	не может	3	8
6	и не	7	8
7	и т.п	9	7
8	в его	12	7
9	и их	3	7
10	точки зрения	5	7
11	только в	6	6
12	как бы	7	6
13	не только	5	6
14	то что	8	6
15	таким образом	19	6
16	и т.д	2	5
17	все же	1	5
18	и наконец	4	5
19	с точки	3	5
20	в процессе	2	5
21	и эта	3	5
22	мы не	2	4
23	слов и	4	4
24	еще и	1	4
25	на фоне	1	4
26	но в	8	4
27	то же	13	4
28	в сознании	1	4
29	в своей	3	4
30	было бы	4	4
31	все это	10	4
32	только и	1	4
33	в двух	1	4
34	в каждом	1	4
35	вряд ли	1	3
36	и то	2	3
37	в ее	1	3
38	самом деле	1	3
39	так и	10	3
40	в их	3	3
41	по отношению	2	3
42	за пределы	1	3
43	общего с	1	3
44	с этим	2	3
45	в которой	2	3
46	в себе	11	3
47	не как	1	3
48	в одном	3	3
49	так как	3	3
50	одно и	2	3
51	материала и	1	3
52	но и	9	3
53	как и	14	3
54	и уже	1	3
55	не в	9	3
56	есть прежде	1	3
57	и для	5	3
58	никогда не	2	3
59	и все	14	3
60	превращается в	1	3
61	отношению к	2	3
62	что в	9	3
63	ничего общего	1	3
64	и наиболее	1	2
65	произведения но	1	2
66	ни одно	1	2
67	и др	2	2
68	данном случае	1	2
69	только его	1	2
70	и может	2	2
71	роль в	2	2
72	мы уже	12	2
73	есть не	2	2
74	что иное	1	2
75	может в	1	2
76	иное как	1	2
77	не что	1	2
78	с самого	2	2
79	в ней	5	2
80	ее в	1	2
81	а также	2	2
82	в чем	2	2
83	чрезвычайно напоминает	1	2
84	между тем	1	2
85	явлений и	2	2
86	в ряд	1	2
87	во всей	2	2
88	что они	1	2
89	наконец в	1	2
90	чем же	1	2
91	может иметь	2	2
92	его на	1	2
93	как в	5	2
94	в данном	2	2
95	в этом	15	2
96	в том	11	2
97	мы видим	6	2
98	тот же	2	2
99	с ними	3	2
100	все явления	2	2
101	от этого	3	2
102	во времени	2	2
103	и тем	1	2
104	все эти	13	2
105	учение о	2	2
106	думать что	1	2
107	уже в	5	2
108	изобразительных искусствах	1	2
109	в нем	7	2
110	связанные с	3	2
111	при этом	3	2
112	для него	6	2
113	в другом	1	2
114	вовсе не	7	2
115	тем что	3	2
116	в них	7	2
117	иерархическое место	1	2
118	связанных с	3	2
119	в области	2	2
120	а как	1	2
121	в самом	1	2
122	может стать	2	2
123	он только	2	2
124	более того	1	2
125	не на	3	2
126	а не	2	2
127	в руках	3	2
128	громадную роль	1	2
129	не мог	2	2
130	несмотря на	3	2
131	в связи	2	2
132	том что	4	2
133	с помощью	6	2
134	от своего	1	2
135	и при	1	2
136	и ее	2	2
137	так же	5	2
138	в отношении	3	2
139	своего рода	2	2
140	в течение	2	2
141	форм но	1	2
142	в тех	1	2
143	с этой	1	2
144	слова и	1	2
145	выбор и	1	2
146	самого начала	1	2
147	не имеет	3	2
148	от всех	1	2
149	бы в	2	2
150	во всем	1	2
151	нужно отметить	1	2
152	а в	5	2
153	нет ничего	1	2
154	героя и	1	2
155	и к	5	2
156	элемента в	1	2
157	с телом	1	2
158	в своих	1	2
159	к тому	2	2
160	и это	5	1
161	одним из	1	1
162	также и	2	1
163	своего развития	1	1
164	xvii века	2	1
165	человека и	1	1
166	функции в	1	1
167	слова этот	1	1
168	и через	1	1
169	в виду	4	1
170	того же	3	1
171	на нем	1	1
172	это и	1	1
173	и есть	3	1
174	здесь и	2	1
175	в себя	2	1
176	ту же	2	1
177	в индии	2	1
178	и до	6	1
179	ведь и	1	1
180	на том	2	1
181	едва ли	1	1
182	в образе	4	1
183	можно было	3	1
184	в несколько	1	1
185	особенно в	2	1
186	отсюда и	2	1
187	здесь нет	2	1
188	мы имеем	2	1
189	принимая его	1	1
190	и о	1	1
191	мы в	2	1
192	ключ ко	1	1
193	на место	4	1
194	до сложных	1	1
195	из одного	4	1
196	по себе	1	1
197	выходит за	1	1
198	его за	1	1
199	осмыслены и	1	1
200	от тела	1	1
201	связанное с	2	1
202	с ее	3	1
203	часто и	1	1
204	но даже	1	1
205	ему в	1	1
206	не совсем	2	1
207	в мире	3	1
208	в каждой	2	1
209	другими словами	2	1
210	и что	1	1
211	еще не	2	1
212	связи со	1	1
213	время в	2	1
214	осмысления и	1	1
215	времени в	1	1
216	в различных	1	1
217	несомненно и	1	1
218	то мы	1	1
219	не знала	1	1
220	жизни он	1	1
221	к нему	5	1
222	на самом	2	1
223	относятся и	1	1
224	совсем не	3	1
225	но не	1	1
226	вся эта	2	1
227	благодаря которому	1	1
228	переходит в	1	1
229	него все	1	1
230	может и	1	1
231	природы и	1	1
232	отношение к	2	1
233	в едином	1	1
234	богатство и	1	1
235	в другой	1	1
236	так за	1	1
237	в истории	1	1
238	в описании	3	1
239	в одной	2	1
240	должен сказать	1	1
241	в организме	1	1
242	в своем	9	1
243	по своей	1	1
244	один из	1	1
245	на происшедший	1	1
246	и как	2	1
247	характер носит	2	1
248	дает весьма	1	1
249	еще тем	1	1
250	его к	3	1
251	одной из	2	1
252	этот вопрос	1	1
253	что он	3	1
254	более или	2	1
255	роль играет	2	1
256	что слово	1	1
257	не должна	1	1
258	чем его	1	1
259	который в	1	1
260	в значительной	2	1
261	не приходится	1	1
262	и оба	2	1
263	со всеми	2	1
264	роста и	2	1
265	так в	1	1
266	замысла и	1	1
267	выражение в	3	1
268	указанные нами	1	1
269	в этой	13	1
270	для всех	2	1
271	с их	1	1
272	в дальнейшем	1	1
273	само собой	1	1
274	не имеющие	1	1
275	с одним	1	1
276	сливаются в	1	1
277	мы принуждены	1	1
278	и у	5	1
279	только на	2	1
280	вследствие этого	1	1
281	этот момент	1	1
282	века к	1	1
283	всеми ее	1	1
284	самое звучание	1	1
285	или даже	1	1
286	и других	2	1
287	его и	1	1
288	превращаются в	2	1
289	всем своем	1	1
290	уже видели	2	1
291	этой школы	1	1
292	одно из	1	1
293	никто не	10	1
294	в виде	1	1
295	в конце	8	1
296	на службу	2	1
297	здесь для	1	1
298	картины мира	4	1
299	еще одну	1	1
300	отличие от	1	1
301	на этом	5	1
302	ее на	1	1
303	не должно	3	1
304	человеческое тело	3	1
305	даже и	1	1
306	мы слышим	1	1
307	на всю	2	1
308	в особенности	2	1
309	и иметь	1	1
310	что мир	1	1
311	в совершенно	1	1
312	в чисто	1	1
313	к другому	1	1
314	происшедший в	1	1
315	на все	1	1
