N	2gram	Bakhtin_Pr_3	StatiiOP
1	и в	34	25
2	в этом	16	24
3	в том	3	20
4	что он	23	19
5	может быть	19	19
6	тем что	4	19
7	что в	7	19
8	что это	5	16
9	том что	3	15
10	в этой	1	14
11	и пр	1	13
12	не только	10	12
13	в г	1	12
14	в его	22	12
15	то что	11	12
16	в этих	1	11
17	так что	5	11
18	таким образом	5	10
19	прежде всего	15	10
20	и не	29	10
21	у него	4	9
22	но и	12	9
23	и т	8	8
24	все это	16	8
25	о том	2	8
26	как например	1	8
27	это было	3	8
28	т е	12	8
29	в своих	1	8
30	из его	4	7
31	с этим	2	7
32	это не	5	7
33	было бы	2	7
34	в то	12	7
35	не может	19	7
36	что касается	1	7
37	точки зрения	8	7
38	что такое	2	7
39	и на	6	6
40	как в	4	6
41	не в	9	6
42	между тем	3	6
43	только в	6	6
44	т п	6	6
45	в конце	5	6
46	как бы	27	6
47	а в	5	6
48	как на	2	6
49	то же	14	5
50	ответ на	1	5
51	независимо от	1	5
52	говорит что	1	5
53	но в	16	5
54	на то	1	5
55	он не	15	5
56	об этом	1	5
57	говорил что	1	5
58	ни в	4	5
59	в котором	3	5
60	потому что	12	5
61	и это	4	5
62	так и	6	5
63	он говорил	4	5
64	в них	2	5
65	отметить что	1	5
66	с другой	4	5
67	а не	9	5
68	в речах	8	5
69	того что	5	5
70	другой стороны	3	5
71	например в	2	4
72	что эти	1	4
73	в которой	2	4
74	время как	1	4
75	из которых	1	4
76	в чем	5	4
77	в общем	4	4
78	в центре	1	4
79	все же	7	4
80	не было	2	4
81	и к	12	4
82	то в	2	4
83	в целом	5	4
84	на его	4	4
85	в каждом	3	4
86	лишь в	5	4
87	на протяжении	5	4
88	этом смысле	4	4
89	в жизни	2	4
90	с тем	5	4
91	как и	18	4
92	в эту	1	4
93	а как	2	4
94	по крайней	3	4
95	в устах	1	4
96	с точки	4	4
97	ничего не	4	4
98	к ней	2	4
99	этом отношении	1	4
100	отличается от	2	4
101	в ней	3	4
102	и с	15	4
103	если бы	4	4
104	можно сказать	1	4
105	к нему	14	4
106	всего в	1	4
107	в начале	4	4
