N	3gram	Vinokur_Ku_1	Stilisti
1	в то же	2	9
2	в зависимости от	5	7
3	то же время	2	7
4	для того чтобы	15	7
5	с точки зрения	9	5
6	того или иного	3	5
7	и то же	1	4
8	одно и то	1	4
9	в свою очередь	3	4
10	той или иной	1	4
11	на самом деле	2	3
12	в этом случае	2	3
13	социального общения и	2	3
14	не только в	1	3
15	и тем самым	1	3
16	но все же	2	3
17	должны были бы	1	2
18	что было в	1	2
19	тех случаях когда	2	2
20	и в то	1	2
21	вместе с тем	3	2
22	в этом отношении	5	2
23	тот или иной	1	2
24	только потому что	6	2
25	смысле этого слова	1	2
26	чуть ли не	2	2
27	то же слово	1	2
28	не может быть	3	2
29	в тех случаях	2	2
30	не что иное	1	2
31	о том что	5	2
32	что иное как	1	2
33	в связи с	3	2
34	к тому что	2	2
35	тех или иных	1	2
36	все то что	1	2
37	как это например	1	2
38	искать ответа на	1	1
39	и того же	2	1
40	только в этих	1	1
41	до наших дней	1	1
42	у нас есть	2	1
43	как только мы	1	1
44	прежде всего на	1	1
45	по отношению к	8	1
46	более или менее	3	1
47	не говоря уже	1	1
48	говоря уже об	1	1
49	в самом деле	7	1
50	и в особенности	1	1
51	свое выражение в	1	1
52	как раз и	1	1
53	себе в этом	1	1
54	в силу которого	1	1
55	до сих пор	4	1
56	дело с языком	1	1
57	в собственном смысле	1	1
58	в себе и	1	1
59	которому он принадлежит	1	1
60	можно было бы	3	1
61	на этот вопрос	1	1
62	поэтому было бы	1	1
63	по крайней мере	5	1
64	хотя бы на	1	1
65	отнюдь не является	1	1
66	хотя бы и	2	1
67	является как бы	1	1
68	в таких словах	1	1
69	в большинстве случаев	1	1
70	на следующем примере	1	1
71	он говорит человеку	1	1
72	мы наблюдаем в	1	1
73	приходится иметь дело	1	1
74	именно так и	1	1
75	у нас на	1	1
76	том что язык	1	1
77	тем не менее	4	1
78	по большей части	2	1
79	иметь в виду	1	1
80	при всем желании	1	1
81	собственном смысле слова	1	1
82	степени зависит от	1	1
83	к мысли что	1	1
84	вследствие того что	1	1
85	здесь как бы	1	1
86	все же и	1	1
87	и все же	1	1
88	это еще не	1	1
89	таким образом в	1	1
90	само по себе	1	1
91	хотя бы в	4	1
92	речи и как	1	1
93	эту точку зрения	1	1
94	ни в какой	1	1
95	область в которой	1	1
96	совсем другое дело	1	1
97	только тогда когда	1	1
98	мы имеем в	1	1
99	с другой стороны	6	1
100	только в том	3	1
101	одного и того	2	1
102	в самом широком	1	1
103	к которому он	1	1
104	эти слова и	1	1
105	для этого необходимо	1	1
106	мы приходим к	1	1
107	с течением времени	1	1
108	та или иная	1	1
109	все это как	1	1
110	самом широком смысле	1	1
111	даже в области	1	1
112	в том что	15	1
113	мы увидим что	2	1
114	органов речи и	1	1
