N	2gram	Propp_Isto_3	Dialekti
1	не есть	1	54
2	т е	16	48
3	и не	12	27
4	а не	6	26
5	точки зрения	2	25
6	и т	16	24
7	и в	22	24
8	это значит	1	24
9	не только	14	23
10	т д	15	23
11	что такое	1	21
12	по себе	1	20
13	не может	4	19
14	не просто	1	18
15	ничего не	6	17
16	и есть	2	16
17	и что	2	15
18	с точки	1	14
19	то что	7	14
20	в таком	1	14
21	таким образом	10	13
22	что он	9	13
23	вовсе не	2	13
24	может быть	11	13
25	и даже	2	13
26	что это	1	12
27	есть только	2	12
28	того что	5	12
29	есть и	5	12
30	не менее	5	11
31	не имеет	2	11
32	что же	1	11
33	таком случае	1	10
34	отнюдь не	1	10
35	тем не	5	10
36	только не	2	10
37	не существует	1	10
38	есть не	1	9
39	то это	2	9
40	что она	5	9
41	ни в	2	9
42	но и	12	9
43	нет ничего	2	9
44	в этом	17	8
45	и как	3	8
46	отличается от	1	8
47	так что	5	8
48	в виде	2	8
49	прежде всего	3	8
50	что мы	1	8
51	том что	8	8
52	если же	1	8
53	это и	1	7
54	как и	3	7
55	никогда не	3	7
56	потому что	3	7
57	ясно что	1	7
58	другими словами	1	7
59	только на	2	7
60	в особенности	2	7
61	ничем не	1	7
62	что в	15	7
63	самом деле	1	6
64	должна быть	1	6
65	что иное	3	6
66	я не	3	6
67	иное как	3	6
68	то же	6	6
69	об этом	1	6
70	и с	4	6
71	превращается в	3	6
72	утверждать что	2	6
73	вы не	1	6
74	если бы	6	6
75	что и	9	6
76	и только	1	6
77	о том	3	6
78	так как	7	6
79	даже не	2	6
80	и пр	11	6
81	и все	3	6
82	все это	1	6
83	кроме того	1	6
84	но если	1	6
85	не что	3	6
86	вопрос о	2	5
87	что его	1	5
88	хотя и	2	5
89	и к	3	5
90	есть ли	2	5
91	он не	5	5
92	так и	2	5
93	было бы	3	5
94	от отца	1	5
95	в них	6	5
96	мы не	1	5
97	в том	9	5
98	можно ли	3	5
99	в то	2	5
100	и сама	1	5
101	и его	4	5
102	только в	4	5
103	уже не	7	5
104	одно из	1	5
105	что не	2	5
106	как это	4	5
107	с этой	1	5
108	но это	3	5
109	или не	2	5
110	или нет	1	5
111	жизни и	2	5
112	как на	1	5
113	и то	2	4
114	время как	2	4
115	мы и	1	4
116	в чем	3	4
117	нет и	1	4
118	есть просто	1	4
119	конечно не	1	4
120	подобно тому	1	4
121	это не	6	4
122	от того	1	4
123	и это	2	4
124	чтобы быть	1	4
125	то время	2	4
126	можно только	3	4
127	к тому	3	4
128	с другой	7	4
129	е не	1	4
130	только ты	1	4
131	говорит о	1	4
132	у нас	4	4
133	так же	3	4
134	где же	1	4
135	тому как	1	4
136	хотя бы	1	4
137	сказать что	3	4
138	была бы	1	3
139	мы уже	6	3
140	той же	2	3
141	и на	4	3
142	в одной	3	3
143	с этим	8	3
144	в своем	2	3
145	все же	5	3
146	перед нами	1	3
147	все эти	4	3
148	на то	1	3
149	в нем	9	3
150	в силу	2	3
151	не будет	1	3
152	он и	3	3
153	выйти за	2	3
154	имеется в	1	3
155	не в	4	3
156	особого рода	3	3
157	она не	4	3
158	одна из	2	3
159	но она	2	3
160	на себя	2	3
161	во всем	1	3
162	уже и	1	3
163	а мы	3	3
164	и о	2	3
165	и этим	1	3
166	к нему	5	3
167	все время	2	3
168	быть и	3	3
169	и ее	3	3
170	с одной	2	3
171	то и	6	3
172	при помощи	3	3
173	из них	7	3
174	мы знаем	2	3
175	сами по	1	3
176	друг друга	6	3
177	случае не	1	3
178	не говорит	1	3
179	тем что	4	3
180	и объект	1	3
181	в каком	1	3
182	и прежде	1	3
183	не было	2	3
184	одной стороны	2	3
185	а если	3	3
186	как бы	1	3
187	на другое	1	3
188	если не	2	3
189	с полной	1	3
190	только одна	1	3
191	и от	3	3
192	не знает	1	3
193	все что	3	3
194	также и	1	2
195	например в	2	2
196	же как	2	2
197	в частности	5	2
198	а из	1	2
199	исходит из	1	2
200	не имеют	2	2
201	этого он	1	2
202	его не	3	2
203	если я	3	2
204	из того	2	2
205	и он	2	2
206	в ней	2	2
207	начало и	1	2
208	еще не	10	2
209	на них	1	2
210	но не	7	2
211	не видно	3	2
212	в особом	2	2
213	его на	2	2
214	целый ряд	3	2
215	но в	10	2
216	ни один	2	2
217	из этих	3	2
218	и они	4	2
219	не отличает	1	2
220	бы только	1	2
221	тому же	2	2
222	или она	1	2
223	вообще не	1	2
224	при этом	2	2
225	перестает быть	1	2
226	явление но	1	2
227	и вот	2	2
228	что у	3	2
229	и по	1	2
230	на этом	4	2
231	а когда	1	2
232	только одно	1	2
233	она и	1	2
234	все равно	3	2
235	показывает что	5	2
236	и уже	2	2
237	как таковой	2	2
238	она была	1	2
239	всяком случае	2	2
240	нет или	1	2
241	существует но	1	2
242	и эти	3	2
243	действительно есть	1	2
244	их в	3	2
245	что этот	1	2
246	бы быть	1	2
247	же мы	1	2
248	и ноги	1	2
249	но они	2	2
250	можно понимать	1	2
251	говорят что	2	2
252	о ней	2	2
253	очень мало	1	2
254	меня и	1	2
255	как не	1	2
256	как я	1	2
257	не вполне	6	2
