N	3gram	Tiupa_Hudo_2	Dialekti
1	и т д	2	15
2	с точки зрения	2	9
3	в том что	11	9
4	не может быть	3	6
5	то же время	4	6
6	в то же	4	6
7	для того чтобы	3	5
8	подобно тому как	4	4
9	то или иное	1	3
10	лежит в основе	1	3
11	и в этом	2	3
12	личности с ее	1	3
13	одних и тех	1	2
14	о том как	2	2
15	и в то	2	2
16	хотя бы и	2	2
17	точно так же	1	2
18	то и другое	1	2
19	и тех же	1	2
20	та или иная	1	2
21	тем не менее	3	2
22	ни с какой	1	1
23	что она не	2	1
24	что же такое	1	1
25	мы имеем дело	1	1
26	дело в том	1	1
27	а не в	2	1
28	да и все	1	1
29	в частности и	1	1
30	же как и	1	1
31	ведь от этого	1	1
32	никогда не будет	1	1
33	и то и	1	1
34	не в сфере	1	1
35	только для того	1	1
36	можно сказать что	1	1
37	то что я	1	1
38	и не будет	1	1
39	о себе в	1	1
40	что если бы	1	1
41	и в сердце	1	1
42	к жизни и	1	1
43	в том случае	1	1
44	и то что	1	1
45	в жизни и	1	1
46	в это время	1	1
47	содержит в себе	1	1
48	в данном случае	2	1
49	не только в	2	1
50	это было бы	1	1
51	и все его	1	1
52	и при этом	1	1
53	то что было	2	1
54	так или иначе	1	1
55	в течение всей	1	1
56	а не как	1	1
57	лишь в том	1	1
58	собой один из	1	1
59	как одно из	1	1
60	я не могу	1	1
61	как бы в	1	1
62	все те же	2	1
63	но тем не	2	1
64	никак не удается	1	1
65	в этом случае	1	1
66	о том что	7	1
67	том что сам	1	1
68	не только не	2	1
69	но все же	1	1
70	ни с чем	1	1
71	и не думал	2	1
72	с другой стороны	1	1
73	друг от друга	1	1
74	в последней главе	1	1
75	после того как	1	1
76	легко может быть	1	1
77	не понимают что	1	1
78	никогда и не	1	1
79	том случае если	1	1
80	той или иной	1	1
81	т д он	1	1
