N	2gram	Bakhtin_Pr_4	Myslijsy
1	то есть	40	34
2	потому что	4	33
3	то что	4	29
4	может быть	23	26
5	таким образом	4	24
6	в этом	16	23
7	в том	9	23
8	и в	46	23
9	в слове	3	22
10	и не	27	18
11	что в	4	17
12	в языке	2	16
13	при этом	5	15
14	только в	6	15
15	то же	6	14
16	в себе	7	14
17	как и	12	14
18	так как	5	14
19	для нас	2	14
20	если бы	3	13
21	не было	2	12
22	а не	11	12
23	том что	4	12
24	что я	6	11
25	не в	10	11
26	по себе	7	11
27	но и	12	11
28	не может	19	11
29	по отношению	5	10
30	не только	14	10
31	мы можем	4	10
32	тем что	3	10
33	что мы	2	10
34	и потому	1	10
35	между тем	2	9
36	не есть	1	9
37	мы не	4	8
38	то это	3	8
39	в своем	3	8
40	но в	6	8
41	было бы	3	8
42	тогда когда	1	8
43	о том	5	8
44	сказать что	2	8
45	отношению к	5	8
46	мы говорим	1	7
47	как в	4	7
48	с этим	2	7
49	что это	1	7
50	на то	3	7
51	в нем	17	7
52	в силу	1	7
53	что такое	2	7
54	мысли и	2	7
55	это не	5	7
56	по мере	4	7
57	и что	3	7
58	что и	3	7
59	вовсе не	9	7
60	могут быть	2	7
61	этого слова	2	7
62	что если	1	6
63	и к	9	6
64	известно что	1	6
65	того как	2	6
66	когда мы	1	6
67	так и	4	6
68	слово с	5	6
69	что не	1	6
70	вместе с	2	6
71	и то	1	5
72	один и	1	5
73	хотя и	6	5
74	бы и	2	5
75	есть для	1	5
76	как бы	19	5
77	так сказать	5	5
78	и мы	1	5
79	должно быть	4	5
80	не менее	2	5
81	с ним	2	5
82	такие же	1	5
83	к нему	5	5
84	так что	2	5
85	есть в	6	5
86	уже в	4	5
87	в его	9	5
88	для него	2	5
89	что же	3	5
90	слова и	7	5
91	этом случае	1	5
92	все это	6	5
93	а в	2	5
94	во всяком	2	5
95	а между	2	4
96	сам по	3	4
97	и о	3	4
98	что как	1	4
99	могли бы	1	4
100	что все	1	4
101	и с	7	4
102	его в	1	4
103	и тем	2	4
104	мы имеем	3	4
105	между собою	1	4
106	точки зрения	11	4
107	в котором	5	4
108	сих пор	8	4
109	в то	5	4
110	это последнее	1	4
111	того чтобы	1	4
112	это слово	5	4
113	в сознании	1	4
114	мере того	1	4
115	если же	5	4
116	каждый раз	1	4
117	можно сказать	4	4
118	что он	6	4
119	хотя бы	2	4
120	то и	2	4
121	в одном	11	4
122	только на	3	4
123	до сих	8	4
124	а именно	1	4
125	но есть	1	4
126	так же	3	4
127	в данном	2	4
128	в той	3	4
129	да и	4	4
130	слов в	2	4
131	и все	9	4
132	есть уже	2	4
133	слово в	6	4
134	между ними	10	4
135	по поводу	1	4
136	слова то	3	4
137	тем самым	1	4
138	в таком	1	4
139	например в	4	3
140	человека и	3	3
