N	3gram	Potebnia_M_2	StatiiOP
1	в том что	7	11
2	и т п	3	6
3	не может быть	2	5
4	в этом смысле	2	4
5	по крайней мере	5	4
6	то время как	3	4
7	во всяком случае	7	4
8	с другой стороны	2	4
9	о том что	1	4
10	в то время	4	4
11	состоит в том	1	3
12	с тем что	1	3
13	не в том	2	3
14	в связи с	1	3
15	то же время	2	3
16	на то что	3	3
17	в то же	2	3
18	но это не	1	3
19	том что здесь	1	2
20	а потому что	1	2
21	то что я	1	2
22	и тем не	1	2
23	это не так	1	2
24	до сих пор	4	2
25	что если бы	2	2
26	и не в	1	2
27	в том чтобы	1	2
28	себе отчет в	1	2
29	с одной стороны	3	2
30	и в этом	1	2
31	во всех этих	1	2
32	между тем как	2	2
33	с самого начала	2	2
34	но все же	1	2
35	только тогда когда	2	2
36	в том смысле	4	2
37	тем не менее	5	2
38	и т д	3	2
39	и может быть	2	1
40	с этим связано	1	1
41	время как в	1	1
42	потому что в	1	1
43	и той же	1	1
44	но так как	1	1
45	в том виде	1	1
46	и для самого	1	1
47	более или менее	8	1
48	на самом деле	2	1
49	во многих случаях	1	1
50	что же касается	1	1
51	которое делает его	1	1
52	том что он	1	1
53	форма в которой	1	1
54	смысле в каком	1	1
55	и в других	1	1
56	сам по себе	4	1
57	вместе с тем	1	1
58	на вопрос о	1	1
59	в наше время	1	1
60	в собственном смысле	1	1
61	виде в каком	1	1
62	потому что для	1	1
63	а а и	1	1
64	то что в	2	1
65	с этой точки	1	1
66	в словах того	1	1
67	по языку по	1	1
68	на мой взгляд	1	1
69	словах того же	1	1
70	тем что мы	2	1
71	их связь с	1	1
72	в применении к	1	1
73	том смысле в	1	1
74	не потому что	1	1
75	если бы в	1	1
76	в некоторых случаях	2	1
77	то что он	1	1
78	связанные с этим	2	1
79	на том как	1	1
80	независимо от их	2	1
81	на вопрос что	1	1
82	его от себя	1	1
83	том виде в	1	1
84	может быть не	3	1
85	таким образом в	2	1
86	от того что	4	1
87	том смысле что	1	1
88	в одно целое	2	1
89	в свою очередь	6	1
90	ни для кого	1	1
91	отчет в том	1	1
92	в одном из	1	1
93	что у него	1	1
94	и в самом	1	1
95	не менее в	1	1
96	вопрос о том	1	1
97	ж з и	1	1
98	одной и той	1	1
99	сплошь да рядом	1	1
100	для того чтобы	2	1
101	ответ на это	1	1
