N	3gram	Vygotskiy__3	Morfolog
1	и т д	4	47
2	мы видим что	7	9
3	не может быть	1	8
4	подобно тому как	1	5
5	таким образом мы	1	5
6	с точки зрения	9	4
7	мы увидим ниже	2	4
8	с другой стороны	5	4
9	как мы увидим	2	3
10	может быть названо	1	3
11	на самом деле	2	3
12	но все же	1	3
13	состоит в том	1	2
14	более или менее	1	2
15	в тех случаях	1	2
16	может быть и	1	2
17	то время как	2	2
18	с одной стороны	5	2
19	образом мы видим	2	2
20	в то время	2	2
21	можно показать что	1	2
22	для того чтобы	8	2
23	в том что	11	2
24	совсем не так	1	1
25	таким образом что	1	1
26	и может быть	1	1
27	бросается в глаза	1	1
28	то с другой	1	1
29	следует остановиться на	1	1
30	а вовсе не	2	1
31	мы нашли что	1	1
32	это было бы	1	1
33	те случаи когда	1	1
34	еще упомянуть о	1	1
35	она может быть	1	1
36	о том как	2	1
37	которые можно назвать	1	1
38	как бы в	1	1
39	образом если мы	1	1
40	до сих пор	5	1
41	сих пор не	1	1
42	том случае если	1	1
43	они представляют собой	1	1
44	можно было бы	1	1
45	с этим и	1	1
46	правильнее было бы	1	1
47	он как бы	1	1
48	но если мы	1	1
49	чаще всего в	1	1
50	не то что	2	1
51	в том случае	1	1
52	представляют собой наиболее	1	1
53	существу вовсе не	1	1
54	одно и то	2	1
55	чем перейти к	1	1
56	который может быть	1	1
57	в применении к	1	1
58	в данном случае	2	1
59	и то же	2	1
60	вполне может быть	1	1
61	здесь мы говорили	1	1
62	одновременно с этим	1	1
63	то что он	2	1
64	перед нами в	1	1
65	все более и	2	1
66	во всяком случае	2	1
67	один из его	1	1
68	а на самом	1	1
69	но если бы	1	1
70	потому что они	2	1
71	самом деле в	1	1
72	мы уже видели	1	1
73	что несмотря на	1	1
74	самом деле он	1	1
75	она могла бы	1	1
76	бы в том	1	1
77	то для того	1	1
78	и как будто	1	1
79	о том что	3	1
80	если бы мы	1	1
81	и что следовательно	1	1
82	с самого начала	6	1
83	как это видно	1	1
84	он не может	1	1
85	из которых один	1	1
86	можно сказать что	1	1
87	или во всяком	1	1
88	на то что	12	1
89	видим что в	1	1
90	так как эти	1	1
91	более и более	2	1
92	по существу вовсе	1	1
93	к тому что	2	1
94	дело не в	1	1
95	все же в	2	1
