N	3gram	Vinokur_St_2	Problema
1	по отношению к	1	19
2	и т п	3	13
3	с точки зрения	2	6
4	в отличие от	2	5
5	в высшей степени	1	5
6	в данном случае	1	4
7	с другой стороны	3	4
8	на самом деле	1	3
9	в самом деле	2	3
10	в этом смысле	1	3
11	бы то ни	2	3
12	и проч все	1	3
13	то же время	1	3
14	в том что	16	3
15	в то же	1	3
16	тем не менее	2	3
17	в том же	2	2
18	совершенно независимо от	1	2
19	и др в	1	2
20	и в области	1	2
21	то ни было	2	2
22	языка в его	1	2
23	так и в	2	2
24	для того чтобы	5	2
25	в этом отношении	9	2
26	в их борьбе	1	1
27	в этом его	1	1
28	а между тем	1	1
29	точка зрения на	1	1
30	и теперь еще	1	1
31	только таким путем	1	1
32	иметь в виду	3	1
33	в виду что	1	1
34	в свою очередь	1	1
35	какие бы то	1	1
36	не говоря уже	1	1
37	в настоящее время	1	1
38	не было этого	1	1
39	и пр в	1	1
40	не могли быть	1	1
41	до сих пор	5	1
42	говоря уже о	1	1
43	сами по себе	2	1
44	вследствие того что	1	1
45	и именно в	1	1
46	с тем что	2	1
47	на то что	2	1
48	ни к одному	1	1
49	в значительной степени	2	1
50	почти все не	1	1
51	и в этом	2	1
52	по сравнению с	1	1
53	к которому относится	1	1
54	не в том	2	1
55	в связи с	1	1
56	в том смысле	2	1
57	только в его	1	1
58	и в том	1	1
59	в свое время	1	1
60	не входя в	1	1
61	в процессе работы	1	1
62	таким образом в	1	1
63	то что в	2	1
64	том смысле что	1	1
65	в то время	1	1
66	и т д	6	1
67	на этом основании	1	1
68	что в его	1	1
69	к выводу что	1	1
70	вопрос о том	3	1
71	при решении вопроса	1	1
72	тесно связан с	1	1
73	и быть не	1	1
74	и принципиально не	1	1
75	к тому что	5	1
76	на этот вопрос	1	1
77	дело в том	4	1
78	и в другом	1	1
