N	3gram	Vinokur_Ku_1	FransuaR
1	о том что	5	5
2	то же время	2	5
3	в то же	2	5
4	в самом деле	7	4
5	с одной стороны	1	4
6	все то что	1	4
7	в большинстве случаев	1	4
8	в этом отношении	5	3
9	в первом случае	1	3
10	во втором случае	1	3
11	до сих пор	4	3
12	вместо того чтобы	1	3
13	и в особенности	1	2
14	никак не может	1	2
15	с точки зрения	9	2
16	в литературе и	1	2
17	и вовсе не	2	2
18	во всех этих	1	2
19	с другой стороны	6	2
20	таким образом в	1	2
21	но и с	1	2
22	в том что	15	2
23	и с его	1	2
24	и того же	2	1
25	несколько слов о	2	1
26	до наших дней	1	1
27	по отношению к	8	1
28	и литературной речи	1	1
29	таким образом не	1	1
30	как раз на	2	1
31	более или менее	3	1
32	в настоящее время	1	1
33	так рядом с	1	1
34	свидетельствует о том	1	1
35	о том как	3	1
36	что же касается	4	1
37	и там где	1	1
38	но нас интересует	1	1
39	они свидетельствуют о	1	1
40	у нас на	1	1
41	в строгом смысле	1	1
42	и что нет	1	1
43	лишь тогда когда	1	1
44	между тем как	1	1
45	в себе и	1	1
46	в ней получают	1	1
47	он должен быть	1	1
48	на этот вопрос	1	1
49	рано или поздно	2	1
50	и даже в	1	1
51	вместе с тем	3	1
52	только для того	1	1
53	рядом с этим	1	1
54	первый из них	1	1
55	было бы неправильно	1	1
56	говорит он о	1	1
57	смысле этого слова	1	1
58	со всем тем	1	1
59	притом не только	1	1
60	до того что	1	1
61	это все же	1	1
62	в связи с	3	1
63	если они не	1	1
64	было бы у	1	1
65	для того чтобы	15	1
66	не может быть	3	1
67	потому что они	1	1
68	из того факта	1	1
69	самом деле в	1	1
70	но в нем	1	1
71	в зависимости от	5	1
72	но рано или	1	1
73	заключается в том	2	1
74	та или иная	1	1
75	после того как	1	1
76	и на все	1	1
77	не только в	1	1
78	каждом из этих	1	1
79	той или иной	1	1
80	но все же	2	1
81	одного и того	2	1
82	в ней на	1	1
83	а с другой	3	1
84	в каждом из	2	1
85	том что он	4	1
86	того факта что	1	1
87	что и в	1	1
