N	2gram	Tiupa_Hudo_2	StatiiOP
1	и в	28	29
2	том что	19	27
3	в том	15	27
4	в этом	13	21
5	не только	11	19
6	но и	9	19
7	что в	5	19
8	о том	12	17
9	в его	11	13
10	что он	8	13
11	в которой	1	11
12	то что	6	11
13	все это	3	11
14	к тому	7	10
15	т е	2	10
16	и т	4	9
17	в своем	5	9
18	он не	4	9
19	потому что	2	9
20	так и	8	9
21	этом отношении	1	9
22	и не	18	9
23	как на	2	9
24	но в	2	8
25	как раз	4	8
26	по поводу	3	8
27	я не	7	7
28	в ней	3	7
29	в самом	5	7
30	но все	1	7
31	в г	2	7
32	в своей	6	7
33	в котором	6	7
34	не столько	2	7
35	тому что	4	7
36	того как	2	7
37	для того	4	7
38	вместе с	2	7
39	одним из	1	6
40	и на	3	6
41	все же	2	6
42	т д	2	6
43	вовсе не	2	6
44	того чтобы	4	6
45	и его	5	6
46	об этом	7	6
47	и что	1	6
48	в одном	3	6
49	до сих	2	6
50	в течение	1	6
51	г в	1	5
52	было бы	3	5
53	точки зрения	2	5
54	была бы	3	5
55	того что	1	5
56	между тем	8	5
57	в качестве	4	5
58	своего рода	16	5
59	классической трагедии	1	5
60	прежде всего	3	5
61	а не	14	5
62	о чем	8	5
63	в той	1	5
64	как бы	5	5
65	сих пор	2	5
66	выхода в	1	4
67	хотя и	1	4
68	и к	2	4
69	по словам	1	4
70	в нем	3	4
71	что у	3	4
72	в другом	2	4
73	и с	6	4
74	не в	13	4
75	дело в	1	4
76	ничего не	5	4
77	и о	4	4
78	времени и	1	4
79	после того	1	4
80	внимание на	3	4
81	но с	1	4
82	для него	5	4
83	с другой	3	4
84	именно в	2	4
85	действующих лиц	1	4
86	в речи	1	4
87	в частности	7	4
88	еще более	1	4
89	а как	2	4
90	к этому	1	4
91	например в	1	3
92	же как	2	3
93	самом деле	3	3
94	по его	3	3
95	хотя бы	2	3
96	и он	3	3
97	но не	4	3
98	могло быть	1	3
99	не то	1	3
100	в общем	1	3
101	как в	5	3
102	в полном	1	3
103	не было	6	3
104	что это	5	3
105	тому же	2	3
106	в начале	1	3
107	отношений между	1	3
108	из них	2	3
109	не мог	1	3
110	в этих	3	3
111	одном из	1	3
112	но он	1	3
113	по себе	1	3
114	не менее	5	3
115	самого начала	1	3
