N	2gram	Potebnia_M_1	Dialekti
1	не есть	10	47
2	и не	18	30
3	может быть	27	20
4	не только	21	19
5	и в	39	19
6	по себе	10	18
7	и т	6	17
8	а не	21	16
9	в себе	13	15
10	т д	4	15
11	что она	1	14
12	потому что	52	14
13	то что	10	14
14	в том	26	14
15	так как	21	14
16	и даже	4	14
17	как бы	6	14
18	вовсе не	5	13
19	то же	6	12
20	точки зрения	8	12
21	но и	20	12
22	значит что	1	12
23	и все	3	12
24	есть всегда	1	11
25	и как	6	10
26	что это	3	10
27	в нем	20	10
28	ни в	1	10
29	как и	9	10
30	том что	16	10
31	стало быть	2	10
32	сказать что	3	10
33	так и	13	10
34	это не	7	10
35	по крайней	2	9
36	никогда не	4	9
37	времени и	2	9
38	крайней мере	2	9
39	не может	22	9
40	она есть	1	9
41	в этом	15	8
42	в своей	3	8
43	с точки	3	8
44	не в	15	8
45	есть нечто	4	8
46	она не	3	8
47	прежде всего	4	8
48	это значит	1	8
49	и то	3	7
50	есть не	2	7
51	сама по	3	7
52	так что	16	7
53	должно быть	7	7
54	и притом	4	7
55	только тогда	5	7
56	в душе	11	7
57	но что	1	7
58	как будто	2	7
59	совершенно не	1	7
60	но это	5	7
61	что в	22	7
62	чтобы не	2	6
63	но не	8	6
64	что они	1	6
65	тогда когда	9	6
66	в то	4	6
67	и вообще	3	6
68	что он	1	6
69	не потому	2	6
70	что не	10	6
71	того что	8	6
72	да и	1	6
73	и может	2	6
74	жизни и	2	6
75	и потому	5	5
76	и это	3	5
77	должна быть	3	5
78	и стало	1	5
79	все равно	1	5
80	же время	4	5
81	и его	5	5
82	и с	3	5
83	в виду	2	5
84	сознания и	1	5
85	о том	2	5
86	и что	10	5
87	но как	3	5
88	не то	1	5
89	что и	6	5
90	тела и	1	5
91	с другой	7	5
92	и следовательно	2	5
93	в одно	2	5
94	в смысле	4	5
95	только что	2	5
96	в самом	3	5
97	только в	25	5
98	и есть	2	4
99	еще не	6	4
100	самом деле	1	4
101	за пределы	2	4
102	в одной	1	4
103	независимо от	6	4
104	и объекта	4	4
105	в своем	3	4
106	все же	6	4
