N	2gram	Voloshinov_1	formyVre
1	и в	19	50
2	в романе	2	32
3	в этом	16	25
4	в нем	10	24
5	человека в	2	17
6	и его	19	16
7	в литературе	2	16
8	прежде всего	13	15
9	как мы	13	14
10	и не	26	14
11	в его	6	13
12	вовсе не	5	13
13	как раз	2	13
14	по существу	1	12
15	так и	11	12
16	то же	7	11
17	мы уже	2	11
18	таким образом	17	11
19	может быть	26	11
20	и как	3	10
21	но в	7	10
22	времени и	1	10
23	с его	1	9
24	все эти	7	9
25	не только	8	9
26	в то	3	9
27	ничего не	6	9
28	же время	3	9
29	в том	6	9
30	в конце	5	9
31	в других	1	9
32	в особенности	1	9
33	и др	2	9
34	того же	6	8
35	и на	4	8
36	в самом	10	8
37	ни в	2	8
38	жизни в	4	8
39	его жизни	1	8
40	но и	8	8
41	и их	2	8
42	как и	12	8
43	жизни и	2	8
44	так сказать	6	7
45	характер и	1	7
46	и во	2	7
47	не было	3	7
48	в условиях	4	7
49	например в	1	6
50	между двумя	3	6
51	во всех	7	6
52	как в	4	6
53	с этим	4	6
54	все же	8	6
55	лишь в	9	6
56	это не	1	6
57	и того	6	6
58	так как	2	6
59	с ее	2	6
60	в ее	7	6
61	в дальнейшем	3	6
62	связи с	11	6
63	то что	8	6
64	в частности	2	6
65	не может	24	6
66	так же	7	6
67	в результате	9	6
68	и все	5	6
69	отношению к	2	5
70	и до	1	5
71	еще не	4	5
72	но не	1	5
73	и речи	2	5
74	отнюдь не	6	5
75	не в	5	5
76	этот ряд	1	5
77	этот процесс	3	5
78	он не	3	5
79	всех этих	1	5
80	значение в	1	5
81	жизни но	2	5
82	одного и	5	5
83	в основе	2	5
84	того чтобы	5	5
85	точки зрения	34	5
86	не могло	2	5
87	в разных	1	5
88	могут быть	2	5
89	но все	3	5
90	в пределах	6	5
91	в образе	1	5
92	если бы	2	5
93	романа в	1	5
94	для того	4	5
95	в связи	7	5
96	в основном	6	5
97	что в	4	5
98	и другие	1	5
99	и то	1	4
100	и это	3	4
101	в ней	4	4
102	для других	2	4
103	в своем	2	4
104	конечно не	5	4
105	чтобы они	1	4
106	и с	2	4
107	том что	3	4
108	в котором	3	4
109	исторического времени	2	4
110	здесь на	1	4
111	в процессе	14	4
112	не имеет	3	4
113	потому что	1	4
114	как человек	1	4
115	здесь не	1	4
116	понятно что	3	4
117	или как	1	4
118	и следовательно	3	4
119	только в	9	4
120	между этими	2	4
121	характерно что	1	4
122	и т.п	10	4
123	до конца	5	4
124	в последующем	1	4
125	на этой	2	4
126	нет ничего	3	4
127	в той	1	4
128	все это	3	4
129	между собой	2	4
130	кроме того	6	4
131	и для	11	4
132	себе самому	1	4
133	вполне понятно	3	4
134	том числе	2	4
135	по преимуществу	5	3
136	не имеют	3	3
137	в какой-то	2	3
138	а как	3	3
139	мы не	6	3
140	в сущности	3	3
141	в виду	2	3
142	всем этим	1	3
143	значение и	1	3
144	по отношению	3	3
145	себе и	2	3
146	хотя и	1	3
147	романе не	1	3
148	со своей	1	3
149	всего необходимо	1	3
150	в себе	2	3
151	и те	7	3
152	вследствие этого	1	3
153	все ее	1	3
154	при этом	8	3
155	она становится	1	3
156	вообще не	1	3
157	его в	3	3
158	входит в	5	3
159	и других	2	3
160	с другими	3	3
161	в новое	2	3
162	здесь нет	1	3
163	для них	2	3
164	и вне	2	3
165	между ними	4	3
