N	3gram	Potebnia_M_2	Vvedenie
1	и т д	3	36
2	для того чтобы	2	20
3	в том что	7	12
4	о том что	1	12
5	в этом смысле	2	8
6	не может быть	2	8
7	тем не менее	5	8
8	до сих пор	4	6
9	в применении к	1	6
10	то же время	2	6
11	в то же	2	6
12	и т п	3	5
13	в той мере	1	5
14	в том чтобы	1	5
15	той мере в	1	5
16	с другой стороны	2	5
17	мере в какой	1	5
18	в этом случае	1	4
19	по крайней мере	5	4
20	и в этом	1	4
21	по сравнению с	1	4
22	во всяком случае	7	4
23	может быть названо	2	4
24	само по себе	2	4
25	с одной стороны	3	4
26	в том виде	1	3
27	одной стороны и	1	3
28	в собственном смысле	1	3
29	с тем что	1	3
30	вместе с тем	1	3
31	и тем не	1	3
32	вопрос о том	1	3
33	большей или меньшей	1	3
34	и в самом	1	3
35	сама по себе	2	3
36	но все же	1	3
37	состоит в том	1	2
38	дело в том	1	2
39	и той же	1	2
40	подобно тому как	4	2
41	что же касается	1	2
42	обратить внимание на	1	2
43	имеет дело с	1	2
44	смысле этого слова	3	2
45	не могут быть	3	2
46	не в том	2	2
47	чтобы понять что	1	2
48	в связи с	1	2
49	на вопрос о	1	2
50	со стороны языка	1	2
51	одной и той	1	2
52	и того же	6	1
53	сплошь да рядом	1	1
54	а между тем	4	1
55	а потому что	1	1
56	в подобных случаях	1	1
57	по себе не	3	1
58	в создании новых	1	1
59	мы говорим о	1	1
60	только потому что	2	1
61	не только по	2	1
62	одном и том	1	1
63	нами не как	1	1
64	потому что в	1	1
65	может быть названа	1	1
66	более или менее	8	1
67	на самом деле	2	1
68	одно из необходимых	1	1
69	во многих случаях	1	1
70	так как вообще	2	1
71	том виде в	1	1
72	смысле в каком	1	1
73	в таком случае	2	1
74	сам по себе	4	1
75	в одном и	1	1
76	в отличие от	1	1
77	по тому же	1	1
78	потому что и	1	1
79	не было бы	4	1
80	только в том	1	1
81	что не только	1	1
82	и это есть	1	1
83	заключает в себе	4	1
84	виде в каком	1	1
85	отчет в том	1	1
86	всегда заключает в	1	1
87	может быть только	1	1
88	с этой точки	1	1
89	и не в	1	1
90	не то что	1	1
91	а если и	1	1
92	одно и то	2	1
93	его к мысли	1	1
94	и тогда когда	2	1
95	во всех отношениях	1	1
96	так а не	1	1
97	он вовсе не	1	1
98	первой по времени	1	1
99	то все это	1	1
100	между ними в	1	1
101	могут быть названы	1	1
102	себе отчет в	1	1
103	то ни было	1	1
104	и том же	1	1
105	и то же	2	1
106	только в одном	1	1
107	в том как	1	1
108	большую или меньшую	1	1
109	в большей или	1	1
110	только после того	1	1
111	бы то ни	1	1
112	в одно целое	2	1
113	того чтобы сделать	1	1
114	он в то	1	1
115	том смысле в	1	1
116	т д можно	1	1
117	на вопрос что	1	1
118	внимание на те	1	1
119	если бы и	1	1
120	а в том	1	1
121	может быть получено	1	1
122	может быть не	3	1
123	до тех пор	1	1
124	так что мы	2	1
125	от того что	4	1
126	не потому что	1	1
127	очевидно что если	1	1
128	в свою очередь	6	1
129	с самого начала	2	1
130	а не иначе	1	1
131	имеет своим содержанием	1	1
132	только тогда когда	2	1
133	одного и того	6	1
134	ближе всего к	1	1
135	но с другой	1	1
136	после того как	2	1
137	т д и	1	1
138	но во всяком	3	1
139	не прямо а	1	1
140	обратим внимание на	1	1
141	них не было	1	1
142	из необходимых условий	1	1
143	для того кто	2	1
144	в сравнении с	2	1
145	из того что	1	1
