N	3gram	Tiupa_Hudo_2	Problema
1	в настоящее время	1	16
2	о том что	7	14
3	тем не менее	3	12
4	в таком случае	1	10
5	и то что	1	7
6	в этом случае	1	7
7	так или иначе	1	6
8	и т д	2	6
9	в данном случае	2	5
10	с одной стороны	3	5
11	как будто бы	2	5
12	того или иного	2	5
13	с другой стороны	1	5
14	то же самое	2	5
15	как раз и	1	4
16	пока еще не	1	4
17	только в том	2	4
18	до сих пор	2	4
19	тот или иной	1	4
20	же самое время	1	4
21	что же такое	1	4
22	в то же	4	4
23	в том что	11	4
24	хотя бы и	2	3
25	если бы не	1	3
26	точно так же	1	3
27	и в этом	2	3
28	не может быть	3	3
29	бы не было	1	3
30	можно сказать что	1	3
31	том что в	3	2
32	в самом деле	3	2
33	в том числе	1	2
34	с самого начала	1	2
35	бы то ни	1	2
36	том числе и	1	2
37	можно было бы	2	2
38	то или иное	1	2
39	содержит в себе	1	2
40	в том случае	1	2
41	для того чтобы	3	2
42	не только в	2	2
43	то что она	1	2
44	заключается в том	1	2
45	та или иная	1	2
46	не только не	2	2
47	подобно тому как	4	2
48	друг от друга	1	2
49	это же самое	1	1
50	в тот момент	1	1
51	на том что	1	1
52	об этом тоже	1	1
53	то ни стало	1	1
54	и об этом	2	1
55	это было бы	1	1
56	но то что	1	1
57	мы ничего не	1	1
58	о том как	2	1
59	ничего и не	1	1
60	а в том	1	1
61	что на этом	1	1
62	же как и	1	1
63	обратим внимание на	1	1
64	едва ли может	1	1
65	во что бы	1	1
66	том случае если	1	1
67	между тем как	1	1
68	в этом отношении	1	1
69	что не только	1	1
70	и не будет	1	1
71	что она не	2	1
72	по преимуществу к	1	1
73	более глубокое и	1	1
74	то и другое	1	1
75	что же мы	1	1
76	не то что	1	1
77	сказать что они	1	1
78	и в то	2	1
79	что бы то	1	1
80	то время как	1	1
81	что это за	1	1
82	нечто такое что	1	1
83	так же как	2	1
84	но как только	1	1
85	в противоречие с	1	1
86	сих пор мы	1	1
87	и о них	1	1
88	тем что он	1	1
89	мы пока еще	1	1
90	и еще раз	1	1
91	который как раз	1	1
92	а с другой	1	1
93	о чем не	1	1
94	перед нами в	1	1
95	все более и	1	1
96	именно тем что	1	1
97	только о том	1	1
98	да и не	1	1
99	нельзя сказать что	1	1
100	но тем не	2	1
101	гораздо более глубокое	1	1
102	в то время	1	1
103	именно то что	1	1
104	ни с чем	1	1
105	более и более	1	1
106	той или иной	1	1
107	но все же	1	1
108	ни о чем	3	1
109	можно судить по	1	1
110	с самим собою	1	1
111	каждого из нас	1	1
112	это только на	1	1
