N	2gram	Vinokur_Ku_3	Myshleni
1	и в	23	28
2	в том	22	28
3	то что	4	28
4	в этом	16	27
5	того что	11	24
6	потому что	12	22
7	между понятиями	2	21
8	том что	11	19
9	не может	6	19
10	таким образом	9	18
11	родного языка	1	18
12	что он	6	18
13	только в	6	18
14	в силу	6	17
15	что в	13	17
16	не только	17	16
17	так же	2	15
18	точки зрения	23	13
19	может быть	14	13
20	с помощью	6	13
21	сказать что	7	13
22	в сфере	1	12
23	тому что	4	11
24	и не	10	11
25	что мы	2	11
26	как бы	5	11
27	но не	3	10
28	по отношению	3	10
29	отношений между	2	10
30	с точки	16	10
31	в отношении	3	10
32	того чтобы	11	10
33	к тому	3	10
34	как мы	5	10
35	так как	9	10
36	от того	5	10
37	но и	3	10
38	отношению к	2	10
39	было бы	16	9
40	в процессе	3	9
41	между собой	1	9
42	в самом	13	8
43	мы видели	3	8
44	тем самым	4	8
45	никогда не	1	8
46	тем что	5	8
47	для того	12	8
48	еще не	9	8
49	того же	4	7
50	то же	6	7
51	в сущности	4	7
52	отношение к	3	7
53	в своем	4	7
54	в которой	1	7
55	он не	3	7
56	заключается в	4	7
57	показывает что	1	7
58	письменной речи	4	7
59	можно было	11	7
60	если бы	8	7
61	мы видим	1	7
62	там где	3	7
63	вместе с	2	7
64	между ними	1	7
65	же как	1	6
66	мы не	3	6
67	в чем	5	6
68	и как	2	6
69	и к	3	6
70	как и	5	6
71	для него	1	6
72	не имеет	3	6
73	тогда когда	4	6
74	когда мы	3	6
75	же самое	1	6
76	то время	1	6
77	приводит к	1	6
78	так и	6	6
79	и что	7	6
80	можно сказать	2	6
81	его в	2	6
82	между обучением	1	6
83	как раз	4	6
84	в области	14	6
85	к другой	2	6
86	при переходе	1	6
87	в то	3	6
88	в зависимости	7	5
89	вопрос о	11	5
90	время как	1	5
91	из того	2	5
92	зависимости от	8	5
93	и на	1	5
94	но в	2	5
95	то в	3	5
96	что все	2	5
97	на этой	1	5
98	и тем	6	5
99	с тем	6	5
100	того как	7	5
101	не могут	5	5
102	могут быть	6	5
103	языка и	2	5
104	в пределах	2	5
105	силу того	1	5
106	это не	3	5
107	в свете	2	5
108	иначе как	1	5
109	думается что	1	5
110	становится возможным	1	5
111	речи и	1	5
112	не иначе	1	4
113	например в	1	4
114	и то	1	4
115	в первом	5	4
116	к другому	2	4
117	отношения между	4	4
118	той же	3	4
119	мы имеем	2	4
120	я не	5	4
121	мы и	1	4
122	только тогда	4	4
123	относится к	2	4
124	в одной	1	4
125	в той	4	4
126	с этим	1	4
127	целый ряд	4	4
128	в себе	1	4
129	в нашем	7	4
130	на этом	2	4
131	показал что	1	4
132	не умеет	1	4
133	и того	2	4
134	одного и	2	4
135	но если	3	4
136	установить что	1	4
137	на первых	1	4
138	не в	5	4
139	нас к	2	4
140	что на	3	4
141	на основе	1	4
142	ясно что	4	4
143	связь между	3	4
144	что и	6	4
145	именно в	3	4
146	в качестве	2	4
147	и обратно	1	4
148	мы знаем	1	4
149	которые в	4	4
150	но что	1	4
151	на этот	2	4
152	в частности	2	4
153	к жизни	1	4
154	который мы	1	4
155	они не	3	4
156	ту же	1	3
157	отношения к	1	3
158	это и	3	3
159	за собой	1	3
160	оба эти	1	3
161	из этих	5	3
162	очевидно что	3	3
163	значение для	1	3
164	связи и	2	3
165	независимо от	5	3
166	как в	4	3
167	хотя и	5	3
168	его развития	1	3
169	как оно	1	3
170	связанные с	1	3
171	при этом	6	3
172	как увидим	1	3
173	раз в	1	3
174	одной и	1	3
175	в каждом	1	3
176	а по	1	3
177	первую очередь	3	3
178	с того	1	3
179	письменная речь	1	3
180	к осознанию	1	3
181	иначе говоря	2	3
182	что такое	4	3
183	в их	6	3
184	всякий раз	1	3
185	мысли от	1	3
186	и той	1	3
187	для данного	1	3
188	по себе	6	3
189	что с	1	3
190	в основе	1	3
191	как показывают	1	3
192	только не	1	3
193	по своей	1	3
194	связи с	6	3
195	не по	3	3
196	лежит в	1	3
197	отличается от	2	3
198	только то	3	3
199	действия и	1	3
200	но мы	2	3
201	переход к	1	3
202	те же	7	3
203	мог бы	2	3
204	и здесь	2	3
205	до сих	8	3
206	во втором	1	3
207	в его	11	3
208	и только	3	3
209	слов и	5	3
210	все время	1	3
211	один из	4	3
212	этот вопрос	3	3
213	и его	1	3
214	этого понятия	1	3
215	в нашей	4	3
216	представить себе	1	3
217	нуждается в	1	3
218	в первую	3	3
219	на примере	1	3
