N	3gram	Nazirov_Tv_1	Hudozhes
1	в том что	6	11
2	по отношению к	1	7
3	о том что	5	7
4	то же время	12	4
5	на наш взгляд	1	4
6	в то же	13	4
7	к тому что	1	4
8	том что в	2	3
9	но при этом	1	3
10	как и в	1	3
11	в конечном счете	4	3
12	с одной стороны	1	3
13	тем не менее	2	3
14	в соответствии с	3	3
15	дело не только	1	2
16	до сих пор	1	2
17	и в то	2	2
18	хотя бы и	1	2
19	в финале рассказа	1	2
20	и т п	2	2
21	в этой связи	2	2
22	отставного коллежского асессора	1	2
23	в данном случае	2	2
24	то же самое	1	2
25	не только в	2	2
26	к тому же	1	2
27	и т д	1	2
28	это уже не	2	1
29	да и в	1	1
30	один ряд с	1	1
31	дело в том	3	1
32	жизни и с	1	1
33	мы узнаем что	1	1
34	в настоящее время	1	1
35	страх перед жизнью	1	1
36	и все же	3	1
37	о свободе воли	2	1
38	и в других	1	1
39	при этом он	2	1
40	что он не	1	1
41	бы то ни	1	1
42	же самое время	1	1
43	точно так же	2	1
44	с самим собой	1	1
45	то и другое	1	1
46	не то что	1	1
47	не обладает никакой	1	1
48	мысли и чувства	1	1
49	и его и	1	1
50	а кто же	1	1
51	он вовсе не	1	1
52	у него в	1	1
53	героя делает его	1	1
54	м м бахтина	1	1
55	это не означает	2	1
56	все та же	1	1
57	в один ряд	1	1
58	не только для	1	1
59	все более и	1	1
60	я не могу	1	1
61	с другой стороны	1	1
62	была одной из	1	1
63	том что после	1	1
64	с его лица	2	1
65	заключается в том	1	1
66	принципиально важно для	1	1
67	и в самом	1	1
68	с самого начала	3	1
69	более и более	1	1
70	по сути дела	3	1
71	можно сказать что	2	1
72	совершенно иного рода	1	1
73	в художественном мире	1	1
74	для него было	1	1
75	внешнего и внутреннего	1	1
76	человека и его	2	1
