N	2gram	Losev_Dial_1	DiskursI
1	в качестве	2	34
2	не только	13	28
3	в том	9	23
4	а не	14	22
5	то есть	1	20
6	том что	9	19
7	может быть	17	17
8	как и	2	16
9	и в	18	16
10	в этом	12	15
11	еще не	2	14
12	но и	7	14
13	при этом	1	13
14	по своей	1	11
15	но не	4	11
16	прежде всего	10	11
17	и не	30	11
18	как в	2	10
19	далеко не	1	10
20	с другой	6	10
21	в нем	16	9
22	не может	12	9
23	с одной	2	9
24	одной стороны	2	9
25	в частности	2	9
26	отнюдь не	9	8
27	но в	6	8
28	о том	4	8
29	так и	9	8
30	а также	1	8
31	не было	6	7
32	в себе	11	7
33	то же	10	7
34	не в	6	7
35	в основе	3	7
36	со стороны	2	7
37	в его	3	7
38	только в	3	7
39	в своем	5	6
40	и как	7	6
41	ни к	2	6
42	во всех	1	5
43	природе своей	1	5
44	тому же	2	5
45	в силу	1	5
46	в котором	4	5
47	в их	3	5
48	по природе	1	5
49	в эпоху	2	5
50	или иной	3	5
51	можно сказать	6	5
52	а с	2	5
53	в данном	3	5
54	как бы	11	5
55	к тому	4	5
56	а в	5	5
57	то что	13	5
58	в своей	2	5
59	и о	3	4
60	в которых	2	4
61	в сторону	1	4
62	отношение к	5	4
63	и к	1	4
64	уже не	2	4
65	не как	2	4
66	в них	3	4
67	привело к	1	4
68	потому что	14	4
69	могут быть	3	4
70	же время	4	4
71	между тем	1	4
72	что он	11	4
73	для него	2	4
74	в особенности	5	4
75	что не	7	4
76	связи с	1	4
77	не является	3	4
78	что в	13	4
79	также и	7	3
80	и потому	3	3
81	в основании	1	3
82	во мне	1	3
83	столь же	1	3
84	той или	7	3
85	различия между	1	3
86	с этим	2	3
87	перед нами	1	3
88	в самом	3	3
89	человеческого сознания	2	3
90	из жизни	1	3
91	зрения на	1	3
92	заключается в	1	3
93	это не	9	3
94	точки зрения	17	3
95	по себе	25	3
96	в то	6	3
97	таким образом	1	3
98	должны быть	1	3
99	как не	2	3
100	но при	1	3
101	в ее	1	3
102	времени и	1	3
103	не с	5	3
104	еще в	1	3
105	и даже	13	3
106	или на	2	3
107	что и	3	3
108	хотя бы	6	3
109	из них	2	3
110	к ним	2	3
111	именно в	2	3
112	имеет место	1	3
113	себе не	5	3
114	того что	2	3
115	один из	3	3
116	все же	5	3
117	целью и	1	3
118	сказать что	10	3
119	другой стороны	4	3
120	отношения к	3	2
121	например в	1	2
122	и есть	16	2
123	к другому	1	2
124	он всегда	2	2
125	как способ	1	2
126	для своего	2	2
127	мы имеем	2	2
128	на себя	1	2
129	в виду	5	2
130	в различных	1	2
131	но как	2	2
132	себя в	1	2
133	стороны и	3	2
134	что касается	2	2
135	хотя и	4	2
136	когда он	1	2
137	сознания в	1	2
138	более или	3	2
139	в противоположность	5	2
140	не приходится	1	2
141	в этой	1	2
142	эпохи и	1	2
143	том чтобы	1	2
144	и по	1	2
145	на этом	2	2
146	так например	1	2
147	в каждом	2	2
148	могла бы	2	2
149	об этом	4	2
150	того или	1	2
151	и тем	1	2
152	на сцене	1	2
153	не всегда	1	2
154	или менее	3	2
155	и без	1	2
156	мысли и	3	2
157	по крайней	4	2
158	по мере	2	2
159	не менее	2	2
160	но они	2	2
161	дело не	2	2
162	самое непосредственное	1	2
163	в науке	3	2
164	а о	2	2
165	общем виде	1	2
166	как формы	1	2
167	имеем дело	1	2
168	и его	1	2
169	науке о	1	2
170	однако это	1	2
171	крайней мере	4	2
172	отличается от	2	2
173	же самое	1	2
174	не есть	40	2
175	оно не	1	2
176	и он	5	2
177	как мы	4	2
178	говорит и	1	2
179	характер и	1	2
180	на том	1	2
181	же касается	1	2
182	в другом	2	2
183	и вообще	4	2
184	а по	1	2
185	во всяком	4	2
186	и что	12	2
187	это было	2	2
188	нет различия	1	2
189	представления о	1	2
190	в какой	1	2
191	точка зрения	2	2
192	есть в	1	2
193	уже в	1	2
194	содержание мифа	1	2
195	миф если	1	2
196	сами по	1	2
197	заметить что	2	2
198	никогда не	9	2
199	бы это	1	2
200	здесь в	2	2
201	чем он	2	2
202	и др	1	2
203	зависит от	1	2
204	его как	1	2
205	одну из	1	2
206	о чем	2	2
207	к его	1	2
208	из уст	1	2
209	что же	3	2
210	для понимания	1	2
211	жизни в	1	2
212	к другим	1	2
213	известной степени	1	2
214	о котором	1	2
215	своей собственной	1	2
216	и все	3	2
217	не более	1	2
218	указывает на	3	2
219	хотя в	1	2
220	может и	4	2
221	что даже	2	2
222	мифа как	2	2
223	они не	1	2
224	к этому	2	2
225	новое время	1	1
226	как известно	1	1
227	нем нет	3	1
228	можно говорить	2	1
229	речь идет	1	1
230	чтобы не	2	1
231	не остается	1	1
232	сам по	6	1
233	и то	9	1
234	самом деле	3	1
235	на самом	3	1
236	разных степеней	2	1
237	это и	4	1
238	чего не	1	1
239	и до	1	1
240	той же	1	1
241	и само	1	1
242	учения об	1	1
243	и мифа	2	1
244	только благодаря	1	1
245	говорить о	5	1
246	но она	3	1
247	в полной	2	1
248	я не	5	1
249	но уже	2	1
250	из того	2	1
251	они были	2	1
252	мы и	2	1
253	себе а	2	1
254	утверждаю что	5	1
255	он сам	5	1
256	для выявления	1	1
257	не могу	4	1
258	как таковая	2	1
259	не требует	1	1
260	ее к	1	1
261	а только	3	1
262	не то	6	1
263	только потому	3	1
264	и всякий	2	1
265	себе и	2	1
266	нет и	1	1
267	что они	3	1
268	мифа так	1	1
269	что хотя	1	1
270	не входят	1	1
271	же с	1	1
