N	3gram	Bakhtin_Fr_2	Psycholo
1	для того чтобы	1	19
2	на то что	1	16
3	в том что	1	14
4	с одной стороны	3	12
5	о том что	3	6
6	до сих пор	4	5
7	с другой стороны	3	5
8	по сравнению с	2	4
9	не только не	1	4
10	друг с другом	1	3
11	в этом отношении	3	3
12	потому что в	1	2
13	и той же	1	2
14	в этом случае	1	2
15	с точки зрения	5	2
16	то что в	1	2
17	одной и той	1	2
18	в том чтобы	1	2
19	не только в	5	2
20	в конце концов	1	2
21	мы говорили выше	1	2
22	именно в том	1	2
23	не может быть	4	2
24	мы знаем что	1	2
25	можно сказать что	2	2
26	на самом деле	1	2
27	этого процесса мы	1	1
28	совершенно неправильно в	1	1
29	только потому что	1	1
30	другой стороны он	1	1
31	прежде всего на	1	1
32	дело в том	1	1
33	мы имеем в	1	1
34	это означает что	1	1
35	по отношению к	1	1
36	одной из этих	1	1
37	в тесной связи	1	1
38	то есть к	1	1
39	одной стороны и	1	1
40	в силу того	1	1
41	гораздо дальше чем	1	1
42	в одной из	1	1
43	следовательно не только	1	1
44	до известной степени	1	1
45	в другом месте	2	1
46	жизни и смерти	5	1
47	только то что	2	1
48	но несмотря на	2	1
49	но он не	1	1
50	что в нем	1	1
51	еще далеко не	1	1
52	в значительной мере	1	1
53	как если бы	1	1
54	все эти три	1	1
55	в художественном произведении	1	1
56	в самом процессе	1	1
57	этих образов их	1	1
58	и тот же	1	1
59	не могут быть	1	1
60	то есть не	1	1
61	именно в этом	1	1
62	я имею в	1	1
63	только не делает	1	1
64	один и тот	1	1
65	того или иного	1	1
66	имею в виду	1	1
67	но никто не	1	1
68	тесной связи с	1	1
69	в собственном смысле	2	1
70	после того как	1	1
71	в этой новой	1	1
72	в них всегда	1	1
73	в целом ряде	1	1
74	мы видели что	1	1
75	не только то	1	1
76	силу того что	1	1
77	но не только	1	1
78	именно в области	1	1
79	он как бы	2	1
