N	3gram	Bakhtin_Pr_3	Mirosoze
1	не может быть	1	17
2	записок из подполья	1	5
3	о великом инквизиторе	1	4
4	а не в	1	4
5	в творчестве достоевского	5	4
6	но и в	1	4
7	все творчество достоевского	1	4
8	один из самых	1	4
9	в братьях карамазовых	2	3
10	и в нем	1	3
11	и в конце	1	2
12	человека и мира	1	2
13	прежде всего в	1	2
14	по отношению к	1	2
15	до сих пор	5	2
16	и не может	1	2
17	у достоевского и	1	2
18	в них нет	1	2
19	в конце концов	1	2
20	он не знает	2	2
21	идеи у достоевского	1	2
22	все в нем	1	1
23	что иное как	1	1
24	нет и не	1	1
25	достоевского и в	2	1
26	очень важное место	1	1
27	между людьми и	1	1
28	в ней все	1	1
29	свидригайлова и федора	1	1
30	в записках из	1	1
31	бы он ни	1	1
32	мир к человеку	1	1
33	как и все	1	1
34	и заключается в	1	1
35	в зависимости от	2	1
36	в отличие от	1	1
37	то есть во	1	1
38	все романы достоевского	1	1
39	но во всех	1	1
40	достоевского особенно в	1	1
41	униженных и оскорбленных	1	1
42	он ни был	1	1
43	в нем нет	3	1
44	жизни и в	1	1
45	записках из подполья	1	1
46	и это все	1	1
47	может быть и	2	1
48	идея о том	1	1
49	важное место в	1	1
50	его судьбы в	1	1
51	в ставрогине и	1	1
52	по сравнению с	4	1
53	и связанной с	1	1
54	связанной с ней	1	1
55	но в нем	1	1
56	всего творчества достоевского	2	1
57	у достоевского мы	1	1
58	все более и	1	1
59	с этим связана	1	1
60	друг к другу	1	1
61	во всяком случае	1	1
62	одним из самых	1	1
63	человека но и	1	1
64	мира и человека	2	1
65	как у достоевского	3	1
66	с эпохи возрождения	1	1
67	что они не	1	1
68	но не может	1	1
69	записки из подполья	2	1
70	к человеку и	1	1
71	его творчества и	1	1
72	мир но в	1	1
73	в мире и	1	1
74	на протяжении всего	1	1
75	них нет ничего	1	1
76	и никогда не	1	1
77	если нет бога	1	1
78	нужно сказать что	2	1
79	у достоевского был	1	1
80	он ничего не	1	1
81	с записок из	1	1
82	и по своим	1	1
83	о том что	2	1
84	с собой он	1	1
85	более и более	1	1
86	не что иное	1	1
87	можно было бы	1	1
88	в нем есть	1	1
89	и федора павловича	1	1
90	века в эпоху	2	1
91	в том что	3	1
