N	3gram	Losev_Prob_1	Literetu
1	в том что	5	11
2	так или иначе	2	8
3	в то же	4	5
4	в данном случае	8	4
5	не только в	1	4
6	в связи с	4	4
7	может быть это	1	3
8	в том же	1	3
9	дело в том	3	2
10	не говоря уже	2	2
11	подобно тому как	2	2
12	с точки зрения	3	2
13	в этом отношении	1	2
14	и то что	2	2
15	несет в себе	1	2
16	во всяком случае	3	2
17	о том что	5	2
18	и тем самым	3	2
19	в душе своей	1	2
20	тем не менее	18	2
21	а иной раз	1	1
22	на том что	2	1
23	только потому что	2	1
24	иметь в виду	3	1
25	мы никогда не	3	1
26	а не в	1	1
27	одним и тем	1	1
28	на самом деле	4	1
29	в этом последнем	1	1
30	говоря уже об	1	1
31	на то что	8	1
32	как раз и	7	1
33	но в силу	1	1
34	в россии как	1	1
35	никогда не можем	1	1
36	для этой цели	1	1
37	бы то ни	1	1
38	и в литературе	1	1
39	и говорил что	1	1
40	можно было бы	2	1
41	перед нами не	1	1
42	не есть ли	1	1
43	тот или иной	1	1
44	во всех подобных	1	1
45	по крайней мере	2	1
46	по этому поводу	3	1
47	то в чем	1	1
48	в это время	1	1
49	а не только	2	1
50	и тем же	1	1
51	но в то	1	1
52	в самом деле	2	1
53	на первый взгляд	1	1
54	в жизни человека	1	1
55	говоря уже о	1	1
56	а также и	2	1
57	и в этом	2	1
58	раз и является	1	1
59	так как будто	1	1
60	с другой стороны	3	1
61	тем что в	2	1
62	не может быть	2	1
63	только то что	4	1
64	ничего общего с	7	1
65	нельзя сказать что	1	1
66	имел в виду	2	1
67	уже не просто	1	1
68	и того же	2	1
69	до сих пор	3	1
70	отношения между людьми	1	1
71	не выходит за	1	1
72	одного и того	2	1
73	может и не	1	1
74	тех или иных	2	1
75	иной раз и	1	1
76	не только от	1	1
77	однако и здесь	2	1
78	мы имеем дело	1	1
79	к тому же	1	1
80	и тем более	1	1
81	но по своей	1	1
