N	3gram	Potebnia_M_2	Istorich
1	и т д	3	16
2	с другой стороны	2	8
3	во всех этих	1	6
4	о том что	1	5
5	с одной стороны	3	4
6	что у него	1	4
7	тем не менее	5	4
8	в том что	7	4
9	то что в	2	3
10	с этой точки	1	3
11	не может быть	2	3
12	должны быть признаны	1	2
13	то время как	3	2
14	и в других	1	2
15	после того как	2	2
16	но это не	1	2
17	до сих пор	4	2
18	но тем не	3	2
19	в том чтобы	1	2
20	так и в	2	2
21	не знаю что	1	2
22	а в том	1	2
23	мы не можем	3	2
24	в то время	4	2
25	но все же	1	2
26	что это не	1	2
27	как и в	1	2
28	что и в	1	2
29	о том как	1	1
30	мы знаем что	1	1
31	там где оно	2	1
32	не в состоянии	4	1
33	только потому что	2	1
34	исчезает из сознания	1	1
35	тесную связь между	1	1
36	тому что она	1	1
37	состоит в том	1	1
38	мере того как	4	1
39	а не с	2	1
40	что они не	1	1
41	но так как	1	1
42	и такие случаи	1	1
43	и может быть	2	1
44	где оно заходит	1	1
45	по мере того	4	1
46	нам кажется что	2	1
47	т д и	1	1
48	в этом случае	1	1
49	во многих других	1	1
50	только в том	1	1
51	того как они	1	1
52	и то и	1	1
53	во всем этом	2	1
54	сама по себе	2	1
55	но при ближайшем	1	1
56	в чем бы	2	1
57	связанные с этим	2	1
58	бы то ни	1	1
59	и т п	3	1
60	в большинстве случаев	1	1
61	не отличается от	1	1
62	а потом уже	1	1
63	но эта форма	1	1
64	все же следует	1	1
65	и не в	1	1
66	то и другое	4	1
67	вместе с тем	1	1
68	тогда как в	2	1
69	в таких случаях	1	1
70	или менее ясно	2	1
71	но не находит	1	1
72	в некоторых случаях	2	1
73	один из них	1	1
74	что во всех	1	1
75	то ни было	1	1
76	и тот же	1	1
77	так как это	1	1
78	друг на друга	1	1
79	это не так	1	1
80	сказано только что	1	1
81	все же не	1	1
82	в связи с	1	1
83	то что он	1	1
84	то же значение	1	1
85	чем бы ни	1	1
86	может быть названо	2	1
87	на вопрос что	1	1
88	что мы видим	1	1
89	один и тот	1	1
90	на вопрос о	1	1
91	более или менее	8	1
92	не имеет значения	1	1
93	но с другой	1	1
94	не там где	1	1
95	этим а не	1	1
96	тем что у	1	1
97	противоречит то что	1	1
98	вопрос о том	1	1
99	не только на	1	1
100	но все эти	1	1
101	мысль о том	1	1
102	не прямо а	1	1
103	отсюда понятно почему	1	1
104	мы видели что	1	1
105	но в чем	1	1
