N	3gram	Propp_Russ_2	Istorich
1	и т д	5	15
2	в этих случаях	3	7
3	с другой стороны	1	7
4	в этом случае	6	5
5	в том что	18	5
6	тем не менее	2	5
7	как мы видели	1	5
8	что иное как	2	3
9	выше мы видели	1	3
10	здесь мы имеем	1	3
11	в данном случае	6	3
12	в некоторых случаях	1	3
13	еще не все	1	3
14	может быть поставлен	1	3
15	не что иное	2	3
16	мы видели что	4	3
17	том что в	1	2
18	в свете приведенных	1	2
19	к этому же	1	2
20	состоит в том	13	2
21	показывает что в	1	2
22	с одним из	1	2
23	далеко не единственный	1	2
24	в лесу или	3	2
25	и в других	4	2
26	в лесу в	2	2
27	свете приведенных материалов	1	2
28	в царство мертвых	1	2
29	с одной стороны	2	2
30	то время как	1	2
31	не будем здесь	2	2
32	мы уже знаем	1	2
33	во всяком случае	1	2
34	это еще не	1	2
35	не все еще	1	2
36	мы имеем не	2	2
37	в то время	2	2
38	о том что	4	2
39	как и в	1	2
40	для нас важно	1	1
41	речь будет ниже	1	1
42	мы здесь имеем	1	1
43	о чем говорилось	1	1
44	говорит вот тебе	1	1
45	всего дома и	1	1
46	подобно тому как	3	1
47	кругу явлений относится	1	1
48	в дом где	1	1
49	т е не	1	1
50	во многих случаях	2	1
51	мы должны будем	1	1
52	по возвращении домой	1	1
53	но далеко не	1	1
54	одна из особенностей	1	1
55	в своем исследовании	1	1
56	мы не будем	2	1
57	песни и пляски	1	1
58	но и в	1	1
59	как мы увидим	1	1
60	на самом же	2	1
61	что в некоторых	1	1
62	из того что	1	1
63	после чего они	1	1
64	можно было бы	1	1
65	сюда же можно	1	1
66	можно предположить что	3	1
67	они говорят что	1	1
68	или в другие	1	1
69	буквальном смысле этого	1	1
70	могут быть прослежены	1	1
71	же можно отнести	1	1
72	здесь еще не	1	1
73	вместе с тем	4	1
74	можно наблюдать что	1	1
75	может быть и	1	1
76	ставит себе целью	1	1
77	во многих местах	1	1
78	смысле этого слова	1	1
79	под образа и	1	1
80	живут не только	1	1
81	в такой же	1	1
82	видели что в	1	1
83	в другие сроки	3	1
84	но вместе с	2	1
85	так же как	4	1
86	и в том	1	1
87	возможно что здесь	1	1
88	это не совсем	1	1
89	лесу или в	2	1
90	а так как	1	1
91	в тех случаях	1	1
92	не можем входить	1	1
93	к заключению что	1	1
94	в некоторых местах	4	1
95	есть и другие	1	1
96	в свою очередь	1	1
97	это и есть	1	1
98	из леса таким	1	1
99	так как в	1	1
100	не может быть	3	1
101	один из них	1	1
102	независимо от обряда	1	1
103	в связь с	1	1
104	не только на	1	1
105	сообщает также что	1	1
106	на эту связь	1	1
107	вопрос может быть	1	1
108	мы и здесь	1	1
109	можно сказать что	1	1
110	материалов достаточно чтобы	1	1
111	на то что	1	1
112	тех случаях когда	1	1
113	после того как	2	1
114	что представление о	1	1
115	самом же деле	2	1
116	начиная с момента	1	1
117	то и дело	2	1
118	этому же кругу	1	1
119	в дом и	1	1
