N	3gram	Propp_Isto_3	Dialekti
1	и т д	15	23
2	с точки зрения	1	14
3	в таком случае	1	10
4	тем не менее	5	10
5	не только не	2	7
6	что иное как	3	6
7	не что иное	3	6
8	не может быть	1	6
9	о том что	2	5
10	подобно тому как	1	4
11	т е не	1	4
12	в то время	2	4
13	то время как	2	4
14	с одной стороны	2	3
15	как и в	2	3
16	и прежде всего	1	3
17	сами по себе	1	3
18	на то что	1	3
19	в том что	5	3
20	есть не что	1	3
21	это и есть	1	2
22	руки и ноги	1	2
23	так же как	1	2
24	так или иначе	1	2
25	точно так же	2	2
26	и пр это	1	2
27	с другой стороны	7	2
28	из того что	1	2
29	но они не	1	2
30	ничего не знает	1	2
31	с тех пор	1	2
32	во всяком случае	2	2
33	этой точки зрения	1	2
34	с этой точки	1	2
35	хотя и не	1	2
36	к тому же	2	2
37	на самом деле	1	1
38	в одном из	2	1
39	и даже не	1	1
40	одной и той	1	1
41	том что в	2	1
42	что в них	2	1
43	и к ней	1	1
44	имеют право на	1	1
45	другими словами здесь	1	1
46	и в том	1	1
47	так как мы	1	1
48	до сих пор	5	1
49	не только то	1	1
50	что и в	2	1
51	показывает что в	2	1
52	достаточно чтобы убедиться	1	1
53	и той же	1	1
54	не знает не	1	1
55	во многих местах	1	1
56	это даже не	1	1
57	в том смысле	1	1
58	одной из них	1	1
59	как таковой но	1	1
60	этим мы еще	1	1
61	по себе ничего	1	1
62	мы имеем в	2	1
63	в связи с	3	1
64	себе ничего не	1	1
65	если выйти за	1	1
66	все совершенно ясно	1	1
67	на ту же	1	1
68	в такой же	1	1
69	мы до сих	1	1
70	это вовсе не	1	1
71	а так как	1	1
72	нет ничего специфически	1	1
73	если я буду	2	1
74	в данном случае	3	1
75	у меня и	1	1
76	и не имели	1	1
77	это может быть	1	1
