N	2gram	Tiupa_Narr_1	Problemy
1	и в	19	43
2	и не	20	29
3	может быть	25	23
4	как бы	4	22
5	не может	10	18
6	в пределах	2	16
7	третьего типа	1	15
8	как и	7	14
9	но и	23	14
10	в этом	17	13
11	точки зрения	10	13
12	что он	6	13
13	в нем	4	12
14	слова в	1	12
15	не только	32	11
16	не в	14	11
17	по себе	5	11
18	чужому слову	1	11
19	и на	3	10
20	но в	6	10
21	как мы	3	10
22	в его	9	10
23	прежде всего	4	10
24	в сущности	3	9
25	еще не	7	9
26	он не	3	9
27	никогда не	3	9
28	то же	4	8
29	лишь в	1	8
30	для него	2	8
31	с точки	2	8
32	и его	5	8
33	или в	2	8
34	перед нами	4	7
35	в самом	1	7
36	к себе	5	7
37	в то	3	7
38	и сам	1	7
39	в другом	1	7
40	в него	1	7
41	до сих	1	7
42	а не	12	7
43	о себе	1	7
44	сих пор	1	7
45	к чужому	1	7
46	то что	11	7
47	и наконец	1	6
48	так сказать	1	6
49	при этом	9	6
50	к одному	1	6
51	не как	2	6
52	здесь не	4	6
53	приводит к	2	6
54	на свой	2	6
55	о нем	4	6
56	в том	18	6
57	в котором	1	6
58	у него	4	6
59	и все	2	6
60	сам по	1	5
61	самом деле	2	5
62	к другому	2	5
63	и он	3	5
64	но не	5	5
65	по отношению	7	5
66	хотя и	3	5
67	в себе	8	5
68	все эти	2	5
69	да и	4	5
70	таким образом	1	5
71	и с	4	5
72	было бы	4	5
73	в слове	1	5
74	в речи	1	5
75	о том	6	5
76	же время	4	5
77	к нему	5	5
78	слов и	1	5
79	мы увидим	1	5
80	вовсе не	1	5
81	в той	6	5
82	а в	11	5
83	на фоне	1	5
84	героя и	4	5
85	отношению к	6	5
86	и до	2	4
87	а как	1	4
88	мы не	1	4
89	с его	6	4
90	во всех	1	4
91	отличие от	5	4
92	в своем	2	4
93	такое слово	1	4
94	в произведении	3	4
95	если же	1	4
96	человека в	2	4
97	же не	4	4
98	в них	1	4
99	далеко не	5	4
100	в отличие	5	4
101	но он	1	4
102	их в	1	4
103	том же	1	4
104	в самой	1	4
105	с другом	1	4
106	к тому	7	4
107	только в	4	4
108	принимает форму	1	4
109	ни одного	1	4
110	как раз	2	4
111	точек зрения	2	4
112	с другой	8	4
113	более того	1	4
114	не на	2	4
115	то есть	19	4
116	не могут	1	4
117	друг с	1	4
118	рассказ в	2	4
119	но это	1	4
120	в результате	2	4
121	между ними	2	4
122	речи и	1	4
123	совершенно не	2	4
124	себе самому	1	4
125	что в	3	4
126	также и	1	3
127	должна быть	2	3
128	мы уже	1	3
129	что если	1	3
130	и со	1	3
131	в виду	1	3
132	он сам	2	3
133	мы будем	1	3
134	в художественном	1	3
135	когда он	3	3
136	и к	1	3
137	более или	2	3
138	тому же	5	3
139	это не	2	3
140	двуголосого слова	3	3
141	а за	1	3
142	или менее	2	3
143	в их	1	3
144	образом и	1	3
145	зрения и	2	3
146	даже в	2	3
147	она не	2	3
148	на него	3	3
149	себе самом	2	3
150	ничего не	2	3
151	могут быть	3	3
152	той или	4	3
153	не менее	3	3
154	в себя	6	3
155	чужой речи	1	3
156	можно было	2	3
157	так и	9	3
158	если бы	1	3
159	и даже	3	3
160	с ним	1	3
161	и здесь	1	3
162	в различных	1	3
163	между тем	3	3
164	что и	1	3
165	а он	1	3
166	и только	2	3
167	другого в	1	3
168	наконец в	2	3
169	здесь в	1	3
170	его в	2	3
171	тот же	1	3
172	том или	2	3
173	и ее	2	3
174	со всеми	1	3
175	себя в	5	3
176	есть в	2	3
177	уже не	5	3
178	героя с	2	3
179	тем что	3	3
180	к самому	2	3
181	или иной	5	3
182	о своей	2	3
183	себя и	2	3
184	в рассказе	4	3
185	он и	1	3
186	ни на	1	3
187	рассказа в	1	3
188	по существу	2	3
189	все же	7	3
190	и для	2	3
191	слов с	1	3
192	но зато	1	3
193	это все	2	3
194	не знает	1	3
195	другой стороны	4	3
196	того же	1	3
197	героя в	8	3
198	отношения к	2	2
199	из его	1	2
200	героя но	1	2
201	двух сознаний	1	2
202	на себя	3	2
203	от друга	1	2
204	мы и	1	2
205	и сами	1	2
206	отношение к	2	2
207	друг от	1	2
208	как в	7	2
209	как нам	1	2
210	и как	5	2
211	зрения как	1	2
212	в первом	3	2
213	та же	2	2
214	что это	3	2
215	в целом	1	2
216	сказать о	1	2
217	европейского романа	1	2
218	бы не	2	2
219	из этих	3	2
220	но на	1	2
221	могут оказаться	1	2
222	на том	3	2
223	внутренней речи	1	2
224	но все	4	2
225	об этом	1	2
226	из них	3	2
227	входит в	1	2
228	ко второму	1	2
229	ни в	3	2
230	достоевского и	1	2
231	том что	14	2
232	и при	1	2
233	два слова	1	2
234	себе а	1	2
235	в которых	1	2
236	мысли и	1	2
237	и другого	1	2
238	тонах и	1	2
239	что было	1	2
240	что этот	1	2
241	и то	1	2
242	дело в	1	2
243	одна из	3	2
244	в процессе	1	2
245	уст в	1	2
246	нами уже	1	2
247	тем не	3	2
248	и является	1	2
249	а лишь	1	2
250	и эта	1	2
251	что на	2	2
252	перед ним	1	2
253	у нас	1	2
254	сюжета в	2	2
255	отличается от	4	2
256	здесь мы	1	2
257	для себя	1	2
258	в конце	1	2
259	особенно в	3	2
260	что у	2	2
261	времени и	7	2
262	с человеком	2	2
263	со словами	2	2
264	его жизни	2	2
265	от одного	2	2
266	в форме	5	2
267	того что	1	2
268	этом смысле	1	2
269	быть и	1	2
270	одного сознания	2	2
271	не входит	1	2
272	уже в	3	2
273	то и	1	2
274	а то	1	2
275	его и	1	2
276	мы переходим	1	2
277	может служить	1	2
278	мы можем	1	2
279	каждый из	2	2
280	автора как	1	2
281	именно как	1	2
282	его мысли	1	2
283	нельзя сказать	1	2
284	как же	1	2
285	а с	3	2
286	и др	2	2
287	что не	4	2
288	и пр	1	2
289	так же	2	2
290	по своему	1	2
291	если оно	1	2
292	человек с	1	2
293	например в	2	2
294	чтобы сделать	1	2
295	этого слова	2	2
296	своей жизни	1	2
297	высказывания и	3	2
298	является как	1	2
299	между собой	2	2
300	для автора	2	2
301	человек и	1	2
302	для нас	1	2
303	бы он	1	2
304	в литературной	1	2
305	хотя бы	4	2
306	ни было	3	2
307	не есть	3	2
308	с ними	1	2
309	сказать что	4	2
310	который не	1	2
311	в таком	2	2
312	таком случае	2	1
313	и через	1	1
314	они еще	1	1
315	на самом	1	1
316	он может	1	1
317	это и	3	1
318	в чужой	2	1
319	и есть	1	1
320	далее и	1	1
321	собственным голосом	1	1
322	между двумя	5	1
323	и чрезвычайно	1	1
324	подхода к	1	1
325	все те	4	1
326	и больше	1	1
327	к рассказу	1	1
328	видеть в	1	1
329	уже по	1	1
330	авантюрному роману	1	1
331	и могут	1	1
332	одним из	2	1
333	формы сами	1	1
334	есть не	1	1
335	бы уже	1	1
336	же как	3	1
337	при анализе	1	1
338	всех его	2	1
339	этом не	1	1
340	внутреннюю структуру	1	1
341	ни единого	1	1
342	он как	1	1
343	определяя его	1	1
344	есть нечто	1	1
345	но она	1	1
346	и тем	4	1
347	ему в	2	1
348	в некотором	1	1
349	меньшей степени	1	1
350	пользуются для	1	1
351	целое и	1	1
352	к их	1	1
353	на них	1	1
354	бы то	3	1
355	служит для	1	1
356	не довлеет	1	1
357	и главное	1	1
358	в обеих	1	1
359	одним словом	1	1
360	с одной	7	1
361	но как	2	1
362	точка зрения	6	1
363	перед глазами	1	1
364	если в	3	1
365	с отцом	1	1
366	в общем	1	1
367	человеческих отношений	1	1
368	в новом	1	1
369	зрения это	1	1
370	глава четвертая	1	1
371	нет и	2	1
372	в собственном	2	1
373	диалога и	1	1
374	идет о	2	1
375	речи именно	1	1
376	вследствие чего	2	1
377	в рамках	12	1
378	что как	1	1
379	что когда-то	1	1
380	слова эта	1	1
381	себе не	2	1
382	глава вторая	1	1
383	точкой зрения	2	1
384	благодаря этому	1	1
385	так или	2	1
386	тоже не	1	1
387	в этой	5	1
388	речи но	1	1
389	будто и	1	1
390	не могла	1	1
391	героя к	3	1
392	человек не	1	1
393	не слияние	1	1
394	одному из	1	1
395	читателя в	2	1
396	собой не	2	1
397	однако он	1	1
398	границами между	1	1
399	мир как	1	1
400	в плане	1	1
401	что ни	1	1
402	и по	1	1
403	на этом	1	1
404	однако в	2	1
405	не бывает	1	1
406	значительной степени	2	1
407	этом последнем	1	1
408	слова не	1	1
409	то ни	3	1
410	что все	1	1
411	его характера	1	1
412	в мире	9	1
413	и внутренняя	1	1
414	с другими	1	1
415	видит в	1	1
416	как к	2	1
417	который и	1	1
418	и иных	1	1
419	должен был	1	1
420	делает его	1	1
421	оно стремится	1	1
422	произведении и	1	1
423	из нее	1	1
424	все равно	1	1
425	и стилизация	1	1
426	других типов	1	1
427	в ее	3	1
428	не всегда	2	1
429	и уже	1	1
430	несмотря на	2	1
431	о чем	2	1
432	иной его	1	1
433	и тогда	1	1
434	не мог	4	1
435	и знает	1	1
436	несет в	1	1
437	во второй	2	1
438	это ощущение	1	1
439	к главному	1	1
440	свою речь	1	1
441	о герое	1	1
442	и третий	1	1
443	не становится	1	1
444	в книге	1	1
445	необходимо указать	1	1
446	оно живет	1	1
447	от его	1	1
448	точку зрения	4	1
449	другом и	2	1
450	теми же	1	1
451	по крайней	1	1
452	высказывания в	6	1
453	а от	1	1
454	при всех	2	1
455	есть прежде	1	1
456	только здесь	1	1
457	в основе	5	1
458	материала в	1	1
459	отрешиться от	1	1
460	ними и	1	1
461	само по	1	1
462	иметь в	1	1
463	действующие лица	1	1
464	появляется в	1	1
465	в структуре	2	1
466	это еще	1	1
467	не могло	2	1
468	для всего	1	1
469	не имеет	2	1
470	и соответственно	2	1
471	этих двух	1	1
472	а во	3	1
473	по своей	3	1
474	и после	2	1
475	связи с	4	1
476	выборе и	1	1
477	ему не	1	1
478	настоящего времени	1	1
479	не от	2	1
480	интонации и	1	1
481	очень часто	1	1
482	все то	2	1
483	фактов как	1	1
484	рассказчиком с	1	1
485	же самое	1	1
486	числе и	4	1
487	одного слова	1	1
488	всего в	1	1
489	этого второго	1	1
490	но сама	2	1
491	где он	1	1
492	правильнее будет	1	1
493	у себя	1	1
494	установка человека	1	1
495	но по	1	1
496	с ее	3	1
497	как не	1	1
498	для читателя	1	1
499	голоса в	1	1
500	лучше сказать	1	1
501	по убеждениям	1	1
502	и про	2	1
503	в классической	1	1
504	те же	4	1
505	не с	3	1
506	сознаний в	1	1
507	здесь как	1	1
508	живет в	1	1
509	мог бы	3	1
510	произведения не	1	1
511	с героем	1	1
512	является в	1	1
513	которая в	2	1
514	и вообще	1	1
515	но может	1	1
516	в смысле	1	1
517	же было	1	1
518	голос в	1	1
519	зрения на	2	1
520	здесь даже	1	1
521	за пределами	1	1
522	который является	1	1
523	которых может	1	1
524	один голос	2	1
525	на что	1	1
526	можно сказать	5	1
527	может не	3	1
528	в значительной	2	1
529	нас в	1	1
530	от него	1	1
531	его смысла	1	1
532	в драме	1	1
533	и всю	1	1
534	нем не	1	1
535	его личности	2	1
536	и во	1	1
537	она здесь	1	1
538	во втором	4	1
539	на одном	1	1
540	крайней мере	1	1
541	это лишь	1	1
542	резко отличается	1	1
543	человека как	1	1
544	может иметь	1	1
545	и существенно	1	1
546	она может	2	1
547	один из	3	1
548	себя с	1	1
549	оно и	1	1
550	ничего а	1	1
551	явления как	1	1
552	одной из	4	1
553	в какой	2	1
554	не видеть	1	1
